Sample_ID,Grade,Prep_of_Mining__Electricity_kWh,Prep_of_Mining__Carbon_kgCO2e,Prep_of_Mining__NaturalGas_Nm3,Prep_of_Mining__WasteWater_L,Prep_of_Mining__LiquidFuel_L,Prep_of_Mining__Fluorine_g,Prep_of_Mining__SO2_g,Actual_Mining__Electricity_kWh,Actual_Mining__Carbon_kgCO2e,Actual_Mining__NaturalGas_Nm3,Actual_Mining__WasteWater_L,Actual_Mining__LiquidFuel_L,Actual_Mining__Fluorine_g,Actual_Mining__SO2_g,electricity_kwh,Grinding__Carbon_kgCO2e,Grinding__NaturalGas_Nm3,Grinding__WasteWater_L,Grinding__LiquidFuel_L,Grinding__Fluorine_g,Grinding__SO2_g,Pressure_Digestion__Electricity_kWh,Pressure_Digestion__Carbon_kgCO2e,Pressure_Digestion__NaturalGas_Nm3,Pressure_Digestion__WasteWater_L,Pressure_Digestion__LiquidFuel_L,Pressure_Digestion__Fluorine_g,Pressure_Digestion__SO2_g,Clarification__Electricity_kWh,Clarification__Carbon_kgCO2e,Clarification__NaturalGas_Nm3,Clarification__WasteWater_L,Clarification__LiquidFuel_L,Clarification__Fluorine_g,Clarification__SO2_g,Precipitation__Electricity_kWh,Precipitation__Carbon_kgCO2e,Precipitation__NaturalGas_Nm3,Precipitation__WasteWater_L,Precipitation__LiquidFuel_L,Precipitation__Fluorine_g,Precipitation__SO2_g,Seed_Separation__Electricity_kWh,Seed_Separation__Carbon_kgCO2e,Seed_Separation__NaturalGas_Nm3,Seed_Separation__WasteWater_L,Seed_Separation__LiquidFuel_L,Seed_Separation__Fluorine_g,Seed_Separation__SO2_g,Washing_Filtering_1__Electricity_kWh,Washing_Filtering_1__Carbon_kgCO2e,Washing_Filtering_1__NaturalGas_Nm3,Washing_Filtering_1__WasteWater_L,Washing_Filtering_1__LiquidFuel_L,Washing_Filtering_1__Fluorine_g,Washing_Filtering_1__SO2_g,Washing_Filtering_2__Electricity_kWh,Washing_Filtering_2__Carbon_kgCO2e,Washing_Filtering_2__NaturalGas_Nm3,Washing_Filtering_2__WasteWater_L,Washing_Filtering_2__LiquidFuel_L,Washing_Filtering_2__Fluorine_g,Washing_Filtering_2__SO2_g,Calcination__Electricity_kWh,Calcination__Carbon_kgCO2e,Calcination__NaturalGas_Nm3,Calcination__WasteWater_L,Calcination__LiquidFuel_L,Calcination__Fluorine_g,Calcination__SO2_g,electricity_kwh.1,carbon_kgco2e,naturalGas_nm3,wastewater_l,Total__LiquidFuel_L,flourine_g,so2_g
L-208,Low,0.025051813679056754,0.01669092063130666,0.0017449837169321828,0.20950156126895372,0.005978420527536624,0.00034690216571353204,0.0025574447450179253,0.06766212863846842,0.041996022531805295,0.005046230861401763,0.4981728089490819,0.014438975679229036,0.0008560647257235386,0.006808047257511016,0.20419139609009573,0.12187332849169077,0.0083946475913543,0.836201387438681,0.009960970391306239,0.0013718157994298597,0.009855397288458466,0.4721530305521243,0.2689996740237207,0.033296630163276004,1.7556549957587697,0.020217842325076524,0.0020128914526051363,0.012061746718022567,0.1679052542703789,0.09708886710283697,0.006605475600914617,1.1383691785631966,0.006556243021646722,0.0006729648092938593,0.005204888314719624,0.15175121989754034,0.08602926527958898,0.006176585882088876,0.7644605496121433,0.004042554452661168,0.0009653853599302662,0.004234108879392399,0.08302569951394094,0.046886087789895656,0.0033907793424255046,0.509920105423421,0.002664667255282957,0.0005260743225370767,0.003371988725010957,0.11331749788448248,0.06844546781794222,0.002612090228993475,0.8093936541942975,0.003535123237231987,0.0004018136542124693,0.0036780156838749573,0.07618833593366729,0.04509814025745478,0.001700455482065594,0.5471017899927745,0.0023359994001396953,0.0002741841259683696,0.002408902100869962,0.5771366781012905,0.38133794309756164,0.049797779888948644,0.339744475461671,0.02630470226014704,0.001652475434193954,0.014912346108249208,1.9506933208090527,1.1754509020067299,0.12130077335373268,7.317987469802423,0.09525011676524056,0.00923601125166734,0.06501147999428783
L-209,Low,0.026085881722213,0.015682335593925092,0.0017053543857228726,0.20692789698651753,0.005935146068286362,0.0003324562260634507,0.0025640454253553677,0.07013750148709416,0.04287324072427024,0.00505586730927924,0.4842704267441157,0.014272337902032741,0.0008409834410375902,0.006769699730536423,0.2019851698175386,0.12017952221553387,0.008521622926331079,0.8252834913983702,0.009642526529223613,0.0013452583513243845,0.009664021780439246,0.49149931735942987,0.2760059227698778,0.033843093414849916,1.6606870333468178,0.02026935845279509,0.002115166559910384,0.011924288855230248,0.16316977969336158,0.09639072795521235,0.006765298321081822,1.1189093213613612,0.006996923272990781,0.0006966633126842264,0.005312193124229499,0.14877722246564057,0.08543510224229818,0.00611446405810495,0.7454323551465879,0.004267521964277967,0.0010005767592612758,0.004267002895662007,0.08477711031047508,0.04718592441853147,0.003427287284241794,0.5171823239087682,0.002474553838737488,0.0005382826537840765,0.0032970501169838095,0.11411564752048425,0.06704059182070117,0.002567224526397308,0.8551830801010492,0.003544407999261067,0.00040431010262437244,0.0036156768935531854,0.07386044606387351,0.04398382205425733,0.0017176799326770616,0.5516112983757934,0.0024134317566600868,0.000273328354142708,0.002384122155552427,0.5881413050260391,0.3833353409001638,0.052275587165532475,0.3374061124934612,0.025612580736599038,0.001677586865238364,0.01546672375367294,1.982426964970251,1.1724257415794401,0.12037044526920686,7.3104935757815435,0.09642495467524208,0.009110359952406888,0.06495783649023172
L-210,Low,0.02555552726154835,0.016079318076835908,0.0016696192512624546,0.2094000750510964,0.006166152241971864,0.00034391696070093514,0.0025473740885761523,0.06626454873579991,0.04296882834711714,0.004929407682731988,0.49427476970105527,0.014407387092794282,0.000843803840453214,0.006946675336954883,0.20617604354620234,0.12139919306802203,0.008759811417600157,0.8540925717036637,0.010236954404318505,0.001396172628838335,0.00935716729617095,0.4974402971326199,0.26095883096230943,0.03336325426826893,1.6785043123427605,0.021043334960114995,0.002059854965783764,0.011737134352019915,0.16673502637328264,0.10143765688968537,0.006925794541908349,1.1044646028582001,0.006518102156757373,0.0006648084203895072,0.004865826156814211,0.1515190120248715,0.08372603496479174,0.006141935775534268,0.7287915797206634,0.004125924175314578,0.0010032503051836622,0.004138417818903192,0.08583181562578326,0.04586973560120651,0.003417285022332139,0.4924543072919373,0.002606869447457554,0.0005397993946459046,0.0033163596460879436,0.11084813374396225,0.06798202324666948,0.0026036242472102533,0.7790429070477298,0.003556988395363414,0.00040034861984144783,0.0035077007446804353,0.07350391672820032,0.04408470080933795,0.0017156368277554115,0.5680401507644292,0.002315316147509964,0.0002665383785769663,0.0024533668694153264,0.5903517292113543,0.3942509134178931,0.050860393915229146,0.3465468191356775,0.025352389755367567,0.0017253230556001165,0.015235451486006541,1.9791177911666864,1.1821408699817562,0.11935390997038255,7.326923198450377,0.09563464993500201,0.009220612612575414,0.06512932992428475
L-211,Low,0.025055023784086368,0.01612380912128475,0.0016849068910763548,0.19785649596771662,0.006084473037961152,0.00034272092503779216,0.0025296624032837395,0.0671836284126269,0.04102798763016248,0.005193874963624191,0.5144601674414399,0.014428203360297934,0.0008280065724548105,0.00662759099933787,0.20532208289327117,0.12485299717927953,0.008722429871091786,0.83008981291607,0.009678777959260395,0.0013329143289894849,0.009718937240605057,0.47879638946707326,0.2707114688680382,0.03375671186501168,1.6841628291275725,0.020838203902365147,0.0020969374638576395,0.011605057208361191,0.17327092395780008,0.10023852268034968,0.006624768146238682,1.120834731922408,0.006951387352364253,0.0006892097331575586,0.005060910971024767,0.1500063467081945,0.08483603194008447,0.005845295374705026,0.7613116120136291,0.004138665702145946,0.0010056876575492881,0.0042613133348631356,0.08297753938886321,0.047581766984991815,0.0032921165878409845,0.5047238123889916,0.002531706772184163,0.0005177887309888376,0.003444012504873011,0.11289798582367237,0.06526233972404014,0.0025919931249980288,0.8015674886442169,0.003585717050997892,0.0003941347854091466,0.0033740391252850234,0.07296634752514919,0.043036793340100084,0.0018117011868290015,0.550521986645629,0.002356962281668817,0.00027693840798093485,0.0024387475462811677,0.6007878772699503,0.38654272665124617,0.05343748163233803,0.34640820715343457,0.024532353923068958,0.0016824481661359425,0.015462219913037622,1.9486814335640759,1.1676458020638165,0.12069980650689145,7.430254498488869,0.09587791026863998,0.009282518694024645,0.06439538374049171
L-212,Low,0.025744830020550762,0.01563463402972823,0.0017129432477852233,0.2079856171291043,0.005916396922738629,0.00033926809961198575,0.002594212322740066,0.06759016101400346,0.04202403435508992,0.005007871259796949,0.5175148232152912,0.014879906671511874,0.0008698644378311689,0.0066682384140230935,0.20110114325651204,0.12104466908054141,0.008850621293893243,0.8465003278795904,0.010158919606496503,0.0013776474541292666,0.00932242883912114,0.4866203630256658,0.2660272374838818,0.033660523192811445,1.6913833740520816,0.019794030262343176,0.0020691379943226767,0.01210480906956292,0.16936616449962646,0.10152362942428275,0.006697390520031553,1.1380495063995681,0.007040083143800611,0.0006758107865466631,0.005108590680370788,0.1624777715268878,0.08543720052712894,0.006190810750709401,0.7608547818245518,0.003954146240755653,0.001004692351607236,0.004115179824347837,0.08507389254007647,0.04777184391011946,0.0033496451077677605,0.5121542480871802,0.002625203377157965,0.0005196103921119158,0.0032765898835830894,0.11047629156891968,0.06706305620934126,0.002622030324323588,0.8205055544563832,0.003544026537153739,0.0004282947893386521,0.003441861844658708,0.07245321304638781,0.045466297793070314,0.001741351418635017,0.5488172514874967,0.0023821429846134874,0.00026364213810294935,0.0023982336321129206,0.5886528660851623,0.38364604336502683,0.04962572594304383,0.34855769391727864,0.02522072348150501,0.0016633682186688978,0.015061269302416318,1.9545748999596022,1.1662027308592724,0.1208420265856503,7.339895545092662,0.09571343880969235,0.009295330009836,0.06480678328093864
L-213,Low,0.025770434573694524,0.01659528825358447,0.001764324026064527,0.20419248112256044,0.006310777949959283,0.0003342162060369113,0.0024543008848238877,0.06731797004074377,0.043543253908189965,0.005068054585245279,0.5087023804591055,0.014623820496620478,0.0008364153292124954,0.007100647172254587,0.2012749927300809,0.12214064272740065,0.008167620739979582,0.8594291043627029,0.010059526550067647,0.001389561120042195,0.009814878901912304,0.49866063417848494,0.26652476151365206,0.034151544428946926,1.6826395445674902,0.020069571826358882,0.0020262285765529613,0.011911597668856912,0.17062883807743062,0.0952353605571036,0.006682328712235618,1.1214650317103114,0.0065635468556918194,0.0006750491180233863,0.005101802982812037,0.15231521118178012,0.08814854613035847,0.006032016252692019,0.7735256527959616,0.004189793321018996,0.0010029947073048934,0.004193845331960658,0.083631723724398,0.046900172692890006,0.003410025360681514,0.5058961736003345,0.0024243338137157175,0.0005148309897935577,0.003443284885237777,0.1103334874563366,0.06789858616204346,0.0025475152809927115,0.8400993895482239,0.00361877961161733,0.0004118065282115001,0.003541005630322226,0.0731252022950923,0.045686419373176676,0.0016993448047875118,0.5447353853482118,0.0023988361584977723,0.0002763768605128169,0.0023502016172970166,0.581264516691637,0.38773912473915956,0.05096277022241365,0.339683420855956,0.024095844745842275,0.0016660351729409048,0.01562322943734888,1.9419189386657247,1.1665173473308368,0.12167846523592961,7.28740798911123,0.09736727899883549,0.009247994122013778,0.06469205563903468
L-214,Low,0.025512419109313872,0.016193325745393297,0.001775439409152252,0.2134503305472123,0.006203270954713754,0.0003430030116548286,0.00258657013659695,0.06625004484798916,0.04244446176870252,0.0049782714558361104,0.5009713119211546,0.014556033692641945,0.00080922627454813,0.006694131982091706,0.20244899209189282,0.123344085402154,0.008202448434626553,0.8327640736825042,0.010070933596874238,0.0013976651552924221,0.009314786682885807,0.49027566233629843,0.26863099799463636,0.034665752554549636,1.682874850145146,0.020654350061525863,0.002045804401164165,0.011180111448479076,0.1659560882731859,0.0961957469467178,0.0070205566716807786,1.1511862454779216,0.006763433461328744,0.0006854277952478698,0.005029029718855618,0.15537023235826886,0.08515720600824075,0.006058058212685951,0.7635428962429411,0.004137011170592948,0.0009976680587324277,0.004222233790717538,0.08384459944549122,0.04595473362264118,0.0034207435015950224,0.5220572135362047,0.00256161498229397,0.0005264505198807682,0.003416916004333107,0.10977258171698344,0.06724245809229201,0.0026702446168254874,0.8344503943116631,0.00348077504026974,0.00041391904338887263,0.003665962454819501,0.07398912787387008,0.042758615071086005,0.0017160832837461403,0.5592634587495731,0.0024060118068560178,0.0002712082197287188,0.0024378155315296704,0.588593362117328,0.3749718253271503,0.050944905910297836,0.34827173635074243,0.025875772766321484,0.001743005909030748,0.014748312135867182,1.9503230995872363,1.1710695978842403,0.12074812837787623,7.219699641703142,0.09686052387597645,0.00925583940128568,0.06474332080497151
L-215,Low,0.024610173675995165,0.01610898257517879,0.001757985046831696,0.2054262771497783,0.006129841641542298,0.00032686522284061306,0.002625875876772785,0.06786219277839757,0.042628607978602545,0.005131224632673701,0.5054544963610074,0.014607567353799658,0.0008244719050865088,0.006776089054364217,0.20047699132850147,0.12273899096896988,0.00845700596601359,0.8396613640838353,0.009972344926353587,0.0013686556666432364,0.009671607421179023,0.4708918375102266,0.2694975175228614,0.03396623126646776,1.7331310043615782,0.020201549571009697,0.002053743807613446,0.011961415832711467,0.16859925089520877,0.09629732491726577,0.006899923983577119,1.1873726895024006,0.006820931304586948,0.0006819432506493088,0.005073901643704446,0.1502386068311822,0.08659245731590026,0.00596224090636464,0.7683526679073602,0.004371872220084461,0.0009963250748232916,0.004208450576726932,0.08576472745367103,0.045123805884348944,0.0034097649103141062,0.5408470714319806,0.0026468258061602716,0.0005044659518233683,0.003487600999364255,0.11270815958251273,0.06638474512447537,0.0025446258130502946,0.802942976669213,0.0037187356209450514,0.0004022946498023377,0.0035572573825695757,0.07377885518227847,0.044345425173791087,0.0016123145486387988,0.5504822293702684,0.002381802678678084,0.0002607916012441004,0.0023904676862671562,0.5894400892555949,0.3809597322613937,0.05048626123226415,0.3465863955029548,0.025253078323520344,0.0016791256987948732,0.015839600434622975,1.9583253035417543,1.1658459810779924,0.1205420580893506,7.3688491731720545,0.09601047648753197,0.009110475698634945,0.06503405906510552
L-216,Low,0.025852096687751153,0.016074022327944113,0.0016653473385432355,0.2041208020083792,0.006185496645333707,0.0003290804828799803,0.0024889116447569582,0.070961265479403,0.0427378362415929,0.005067505832370128,0.5030339762266289,0.014516594833942062,0.000828379856126455,0.0065700577029591456,0.20391885640435645,0.12487351269094549,0.008478556290373557,0.87432094906071,0.010473965576085991,0.0014209406792535747,0.009561722471336293,0.4811012742719418,0.2624207874691795,0.032978476757399004,1.67077296624938,0.020680146872435076,0.002037009813108165,0.01214470950177074,0.1678869562489689,0.09937518771684438,0.006702939009564568,1.122767224334043,0.006932998423307208,0.0006735268514369344,0.005046207757094763,0.1531277462161203,0.08611025656297988,0.006091170978287438,0.8045459956487748,0.004229940633579292,0.0010231396416695742,0.004265816229531956,0.08274786879231608,0.04758618662236673,0.0033970941561425874,0.5050699029985559,0.002524429214487426,0.0005299292406612576,0.00351672204773664,0.10868573202397969,0.06532630442373095,0.0026302023454053843,0.8216088403473255,0.00358942775643431,0.00041008686191178494,0.003428808246848443,0.07521097868444361,0.04465337088451914,0.0017192956583934414,0.5586384287497558,0.0023489874376019,0.0002590970064854819,0.0024053214532214593,0.5627431122892305,0.39096823829274785,0.04990981954816248,0.34531989233037513,0.025894771859473996,0.0016299309513718935,0.015816599038998992,1.9463504953042672,1.1888909389304931,0.12136843326494068,7.3910513967624425,0.09491703848992025,0.009132631241520217,0.06434550499724999
L-217,Low,0.02635224782813376,0.01656333080585333,0.0016823979716140522,0.205652993818193,0.005943864700384642,0.0003365944213879423,0.002628105073441869,0.06934279305921223,0.04249509836697042,0.005165958084479438,0.4998801606179675,0.01423074164113313,0.0008082599858531156,0.006941702870240246,0.20130463389900558,0.12570704916471004,0.008676591600989847,0.8490171999604083,0.010111730222697596,0.0013102438138449868,0.009403692312529518,0.49480063083541426,0.25980205608961277,0.03412172677988348,1.623359836111352,0.01918287418542049,0.0020217321656005875,0.011976170151242839,0.1617308723804552,0.10072907387543512,0.006835607143272056,1.1135433026509092,0.006636429105015764,0.000672314530278593,0.005240770374259556,0.15602328450512076,0.0858252755903815,0.006208208324307755,0.7667672373163948,0.0042840967820852015,0.0010065621128745495,0.004223226871679772,0.08671540987830306,0.04451304722031975,0.003327300903523439,0.47980631969846094,0.0026595284065662264,0.0005308410317028181,0.0034177808048972843,0.11379196906222835,0.06596136331214547,0.0025825922029172207,0.8137715775506745,0.0035369753533311342,0.0004102500135814642,0.003592115666606121,0.07452530297851195,0.043316838578611724,0.0017872421569587109,0.5555047334523199,0.0023667163310431712,0.000261863106918344,0.0024284751030444755,0.6221748246318938,0.3779892440619447,0.05325263124414628,0.3474489430345943,0.025037532696997676,0.0016334089614778564,0.015262453672778781,1.9904432197849922,1.15953180640675,0.12251667416802868,7.417592784834401,0.09329163673848086,0.009210682593179836,0.06475005772461716
L-218,Low,0.02520320349898848,0.016467561321297536,0.0017064942182632953,0.20973160283076347,0.006029187411867371,0.0003335510372101064,0.0024964746278380344,0.06782654924734843,0.042973447532449964,0.00501090142390362,0.4973631500690154,0.01412001786978549,0.0008554625387571488,0.0068873798426308495,0.20565767858247444,0.12211278108517944,0.008720522776483169,0.8274014481075606,0.009525385266788753,0.0013246728347051206,0.0095593145891644,0.49391839395108095,0.2647211608389345,0.034256480208493686,1.7004278970009408,0.021407871529852133,0.00205911643296505,0.012308858041931837,0.16982836863260634,0.10255530578276925,0.006974024614188587,1.0856418308774487,0.006638383777025457,0.000684809203672676,0.0051777774257299155,0.15315154282586999,0.08357540253535448,0.006106785662714172,0.7535196000588963,0.004441053767238982,0.001004001512580809,0.004138222727774824,0.08542989679238204,0.0468856678107105,0.0033568644617236517,0.5133986526104994,0.002536750153828327,0.0005491924230094781,0.003442010200819426,0.11249055154454063,0.06873515700642926,0.002622868588349287,0.8251125136233322,0.003588678698740527,0.00041066874382203206,0.0035854033672538662,0.07293290798385169,0.04421551104464945,0.0016831025025324678,0.5399330850876458,0.0022182177966465775,0.0002715222873989864,0.002435620942493223,0.5951626096790908,0.3827397871634176,0.05300535329133305,0.3349375059413608,0.024602680056020985,0.0016972837281231691,0.015142178422929963,1.9261141703932287,1.1751538545901252,0.1221356302053244,7.187362482782634,0.0948913773364942,0.009254640071562433,0.06425050766794216
L-219,Low,0.026395600643044827,0.016472966951344162,0.0017004055068653042,0.20621933625075864,0.006012546882242344,0.0003388473699703033,0.002501403279635128,0.06667868375835272,0.0425357927451087,0.005036874720684654,0.5050429019440689,0.014130921545040873,0.0008342708685881323,0.006743142394917124,0.20252289801177664,0.11604498225731415,0.008925703985065479,0.8131847865089067,0.00994182724001048,0.0013721239248349203,0.009637519305510534,0.48970607049947645,0.2686108577660932,0.03430742495451507,1.669909599353648,0.020473020752165234,0.0020469187690888182,0.01149214786412419,0.17915520926552866,0.09938489319742878,0.006658375377385425,1.1044886360530661,0.0067024716659729675,0.0006765810822425934,0.00505016640047763,0.15137026818297947,0.08572948609538142,0.005938999263274581,0.7727772602065872,0.004400190346856763,0.0010062276936334048,0.004253642618469314,0.08217153737722548,0.046221952477592455,0.003462641209322081,0.5133981552018613,0.002519052507402649,0.0005198952441072812,0.003441178239463484,0.11762491377219092,0.06766413941553194,0.002605786098284415,0.8086843636005572,0.0036502203580844996,0.00041256618644096933,0.003596914983998446,0.07737620313776257,0.04484548533064895,0.001681482913589305,0.54063277851867,0.0023653311865668887,0.00027298439898651016,0.0024394020500040077,0.5995736823347281,0.384649448741761,0.050696657713256654,0.34388053846232436,0.02573497821317732,0.0016777165376356217,0.015243125429653294,1.9629889658918032,1.1682237076524338,0.12172639795026065,7.25563550393471,0.09644637096248487,0.009202657983819851,0.06489495761352232
L-220,Low,0.02474071791043409,0.016473339492254723,0.0017376210385168123,0.20006232929320675,0.006086935148732453,0.00034380485279711555,0.002516207137553729,0.06683079758521975,0.042349769597259675,0.005201236611741794,0.5071501636477463,0.014962381830569735,0.0007981174245261453,0.006794075692912596,0.2037664574899416,0.12518369359945175,0.008926734633484666,0.8354554709436928,0.010016070932235634,0.0013810727905463618,0.009166477438276957,0.4977194058093667,0.26909454873251665,0.033516049678104266,1.7349352106805358,0.020782748143233522,0.0020081162834468757,0.011640372771814766,0.16713192006341376,0.09729101402973835,0.006910505023750496,1.1247062461222288,0.006829264965694333,0.0006647717059167352,0.00511516923481835,0.1481587150520762,0.08357625963205459,0.006021555924962646,0.7538579100145101,0.004114151389758502,0.0010312088156552261,0.004188311789392146,0.08413174723941196,0.04655199749234976,0.0034231561174198374,0.5364545780520967,0.0025803872805690124,0.0005304828568904664,0.003332994368569631,0.10971021897496569,0.06681399046406843,0.002534406962410444,0.8294408103800078,0.0034611820846883797,0.00041854141795569564,0.003592462449779221,0.07662097479826764,0.04446658240944398,0.0016682854614874687,0.5444279219319207,0.002345536811842954,0.0002688911719016485,0.0024429945721024895,0.5903798638292183,0.37578003554970674,0.04995059988513531,0.34284010360460987,0.02599910991557866,0.0017355732708641046,0.014997658143195416,1.936738126934578,1.1527884667595425,0.1217957689669279,7.213145066052483,0.09524943120988222,0.009260493351945823,0.06494993429681681
L-221,Low,0.02634089822194405,0.016134063767643772,0.0017015257438306418,0.20546761219795934,0.005859667343435153,0.00034108531478133845,0.0024552134610925803,0.07061706220133436,0.042854984882182166,0.005151623394090267,0.48783082894292495,0.014362115953938537,0.0008330569637498324,0.006563842033389586,0.19744451661486062,0.12101487874530295,0.00877629249735854,0.8316168610984973,0.010351388284661924,0.00138552369620392,0.009763996186035587,0.4785623743254281,0.2600716025487163,0.034270692537029884,1.6351587390389406,0.020706836234358,0.0020190484477295816,0.011622013865994794,0.17513607555434998,0.09933294927859235,0.006599152501361992,1.132580954755126,0.0067833873154509484,0.0006639346317966297,0.00524975264971861,0.15546637111810552,0.08527163207490414,0.006221478809918207,0.7517377216267008,0.004112056453235417,0.000992513365665653,0.004259778276383865,0.08592203437071243,0.04585946888847776,0.003384845988820749,0.5283146248624937,0.002533733723634019,0.0004951036275108696,0.0034195968445944755,0.11089102772598845,0.06684132416814657,0.0026152111343809917,0.8204715410747565,0.003631450139060635,0.0003890169271313474,0.003638485534869259,0.07327930442103199,0.04518105544942062,0.0017013201632764758,0.5359875028315472,0.002402489904431729,0.00026694032722118083,0.00240334825306297,0.6093799233887269,0.38360217019928683,0.051906924623284105,0.33262061429938095,0.024902606938709253,0.001666437654275778,0.0154494341368338,1.9619279969865182,1.1675000147053967,0.11734279932930802,7.383810280654783,0.0944436883622151,0.009016738912305727,0.06481733726473886
L-222,Low,0.026054816846897033,0.016664722772629214,0.001686186058568788,0.20526668308529925,0.006193621984305119,0.00034301576234647133,0.0024747747297253833,0.06708529841463967,0.04318220560134395,0.00507821093219611,0.5099611638712453,0.01464747348524263,0.0008627794329221896,0.006628240967818057,0.2048903343181053,0.12107083192597598,0.008599394798140283,0.8418789948674976,0.009893376453930383,0.0013895318619146582,0.009540455715246764,0.4870449539676117,0.26570044842709756,0.03309422913323849,1.6761568852935573,0.01984794733639517,0.0021798670770655833,0.011571459884768188,0.1714379035606181,0.09513975580583166,0.006759786596418017,1.1087973662342532,0.006708013598756942,0.0006910223900401714,0.0052109415023416875,0.1534320573204691,0.0862078517716863,0.006239959329814974,0.7670607251447586,0.004112288469063641,0.0010424841119786713,0.0042334068292230655,0.08582673060765163,0.046727001983033346,0.003475843189664551,0.517402195297794,0.0025436967766313194,0.0005113754614959115,0.0033630711075999953,0.11738095662685179,0.07047715062736111,0.0025559491974256965,0.8150538806657224,0.003632740502773191,0.0004135074721573501,0.0035289017730420137,0.07211942532786214,0.04387300899581741,0.001698187176181598,0.5300174712973578,0.0022371768516856725,0.00026999594677110713,0.002355991178336664,0.6120862289601975,0.39060413625597507,0.05098704965789745,0.34057530961498406,0.02532728966182311,0.0016864056389679523,0.015069068356933182,1.9408500544930773,1.1821274340424908,0.12023878612433182,7.361634809382282,0.0948447482248257,0.00915229926566365,0.06396826867134044
L-223,Low,0.02582202391846235,0.01618034760174323,0.0016850047404994974,0.21339622932918895,0.0058949001532729835,0.0003415035369604326,0.00260149133785562,0.06844943946935793,0.043601100048477434,0.005223333288681656,0.5200711367044606,0.014190192366704681,0.0008492602818356054,0.007053149658464971,0.20042752055440785,0.12170219722444436,0.00852500575980455,0.8126805361371219,0.00996644243872489,0.0013908309874816048,0.009622626262323693,0.4832537846268628,0.2715694137888069,0.03575780376000256,1.6413424435816568,0.020070492590569332,0.0020654598315267966,0.011759107595298088,0.17561345598724107,0.1015490463688436,0.006695933681687381,1.1487420789464742,0.006864038333215773,0.0006798794239948925,0.005234518870296033,0.15055587871720574,0.08188699804215753,0.006243699094008279,0.7519262194247301,0.004260942197124278,0.0010106505907771701,0.004280894417418106,0.0884462036429469,0.046987395368430745,0.003353960324694998,0.5101657374089785,0.0025648676291143966,0.0005123928683283248,0.0032488723212954645,0.11505189563467341,0.06426270309469484,0.002602867975010276,0.8123051711984263,0.0037120897771862307,0.00041648915436436323,0.003423981151637491,0.07395007936415547,0.046553448981393616,0.0016594735968183327,0.5555800466713233,0.002301890165712475,0.00027538969565080857,0.0024253693586849348,0.586846908180687,0.38923654191550294,0.052037996486342185,0.34244547305376954,0.025278427709137644,0.0016971968607758826,0.015221124068693142,1.9618121154019394,1.1592541449098537,0.12257184073846403,7.367897787671984,0.0947684290712892,0.00927139263106574,0.06427250649450714
L-224,Low,0.026020303274755904,0.01597609129937816,0.0017541948427307278,0.20583339013816088,0.006123911272488306,0.0003425230632135835,0.0024305008542596165,0.06450838806443719,0.04213547488705791,0.004962576381017499,0.5083189851716553,0.01468834053509407,0.0008334618949748718,0.006705352338166099,0.20551050079445057,0.12090281192137149,0.008763052087606431,0.8211236482452458,0.010067587109232647,0.00139749503065428,0.00913165179183193,0.46806892538935807,0.26956411270999553,0.03325702897961085,1.704635693312428,0.019812712865216686,0.002028823857776147,0.011654639620712481,0.1697747741290923,0.0980509671203846,0.006907902433268648,1.1210597633863204,0.006825954368027811,0.0006726114280883045,0.005134443630048386,0.14804041380894958,0.08595345491508127,0.005849923824364823,0.7469153538209179,0.004204518422428068,0.0009768430300155233,0.004308726747310305,0.08428924884527762,0.04537618104881208,0.003346726375630483,0.5482097081919439,0.002553739991975069,0.0005121852368633924,0.0033551763399829082,0.11114488675268219,0.06616872207604643,0.002652927818155567,0.8074420581363391,0.00364421870090107,0.0003992828727839642,0.0035648313150260075,0.07420123385196768,0.045373922176153006,0.0017820913138502136,0.5256255126000737,0.0023551776117623326,0.0002608374629634436,0.002394361300409426,0.5904674087891433,0.373186904265877,0.050189616275500275,0.33548022679952333,0.024813005737668748,0.0017072696768895166,0.015285716725828643,1.9585490756580242,1.1689156169112274,0.12156609527581519,7.364092703611272,0.0965132909213719,0.009174389006746867,0.06422787038503484
