Sample_ID,Energy_Type,Thickness_mm,Length_m,Width_m,Number_of_Sheets,Total_Weight_kg,Casting_Electricity_kWh,Casting_Carbon_kgCO2e,Casting_NaturalGas_Nm3,Casting_WasteWater_L,HotRolling_Electricity_kWh,HotRolling_Carbon_kgCO2e,HotRolling_NaturalGas_Nm3,HotRolling_WasteWater_L,ColdRolling_Electricity_kWh,ColdRolling_Carbon_kgCO2e,ColdRolling_NaturalGas_Nm3,ColdRolling_WasteWater_L,HeatTreatment_Electricity_kWh,HeatTreatment_Carbon_kgCO2e,HeatTreatment_NaturalGas_Nm3,HeatTreatment_WasteWater_L,Finishing_Electricity_kWh,Finishing_Carbon_kgCO2e,Finishing_NaturalGas_Nm3,Finishing_WasteWater_L,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,manufacturing_cost_per_unit,Quality_Score,Transport_Cost
NON-240,Non-Renewable,4.865182851062718,3.154276871766278,1.9722993395723623,23.31373341768482,1249.170642564116,6400.773399813928,2807.1112121072993,313.34882944549565,19620.12564612297,4194.168389718571,1700.8612492813786,408.84149151287966,13306.271677333663,1919.7220325016262,989.6978837762368,150.52624185485027,8155.691755044783,3787.574951404994,616.5466956407015,1393.3629398605374,6219.609221189172,1403.680024294407,501.97577238018533,100.87205213549643,6444.9999023107775,8342.718221784731,2254.1226696215253,890.5043708571295,51680.07021260708,3710.68340800851,82.12725257819228,327.8979323791239
NON-241,Non-Renewable,4.947700419545527,4.175904402615296,1.6464942615877511,27.532873314364274,1128.5393081934517,3473.669403930917,2332.5590964753756,710.4904417552498,10431.856109212573,1565.6224736038234,1215.3717677104503,293.5917051960454,10252.883513315406,1594.1247377101138,655.5868345377776,103.09377625046969,3712.286237974108,3386.571821400416,1003.2746696041104,1071.1864124373974,5609.560118835261,1245.4796341943163,508.08725869391407,160.0919104434249,5116.805644251509,11845.93928039606,4152.253092325787,1630.421088854382,36013.545507870884,3649.9882486388888,82.48820573905464,33.53261122919889
NON-242,Non-Renewable,4.8712568515302195,3.594823166976405,1.7560244350099672,20.561740780276075,1965.8080138740174,6835.507145264965,1765.5357174704538,736.076675307041,15920.377110477697,4779.066320303697,1097.338205651708,179.10119564273958,7763.467229704689,2140.2911249329377,825.9039699929531,35.94842396344376,5939.161209085041,2847.113443350452,881.161357670853,1562.7973683445728,7351.855071486411,1986.0666814871415,438.8712227615278,131.55157448791408,6615.4834374282345,21743.095646672402,3375.6565183317625,1998.532663951155,34228.76614166537,5675.090430668197,82.71104300461283,243.6001462696722
NON-243,Non-Renewable,4.270382539171589,3.273125537014781,1.6666072274395767,29.38519916503087,1614.465692180143,6174.088657252155,1098.5095317225814,922.236278899278,11015.715932085446,3722.2761118342273,1951.744100964505,223.58677427402085,15734.043792688593,1703.3525290477216,856.5977959464692,111.45723479775734,3219.592046629264,3078.670727704425,1179.642214884285,673.9304600118664,5984.847398306967,1931.6876552135757,588.98880537747,83.47865333531253,3203.106713214116,24928.14891462957,2744.2563040877885,2126.8279607255777,20414.7433869945,6959.438508149016,81.98049559073866,361.9919866233693
NON-244,Non-Renewable,5.017721670884623,2.9839401380081885,1.8660873169673553,31.26383292831926,2403.5987042567876,4499.019511688071,1163.1187179077383,12.788014263337118,12657.366575892336,4384.404861247267,1241.9177852829635,360.7337276751673,5294.328883555673,1876.0769578086974,631.839232074903,133.30260187538042,8311.948652793055,2609.754862901852,875.5498594824344,803.2096404878514,9052.646008957336,623.8259496865918,376.8730123170467,158.83860554737095,4832.067656969886,15078.935123986459,5357.882230164977,1541.5625997332481,37642.22426624033,4369.646252269802,82.17723075624137,165.91729856982704
NON-245,Non-Renewable,4.4596288141494504,3.5287285522898886,1.5667588240684178,20.712231636571786,1060.1565598032014,4562.95277270945,1837.1586960959069,572.446978266062,15647.321858996293,4323.889667292115,1205.9505294483552,258.62872720758384,11690.259934044641,2914.160474627357,723.6478664865255,116.34750108194342,3952.324526106366,1399.7563281734388,1188.2201725747282,1319.611409861598,7643.6670467277245,1271.0778405806896,737.4023374637936,80.27172404148774,5576.456200516227,14986.036855990342,4236.631243593344,2556.7684368742753,43542.33126787496,5469.295792050898,82.07362320988119,336.8406489563899
NON-246,Non-Renewable,3.6375429501001317,3.695215247361856,1.7598038974401833,24.651741505369493,2116.122272624695,11216.133386940617,2483.0504258047195,350.5128827168427,5412.263044224043,4936.537762020905,1629.0166405169755,328.3790832992886,7067.067188674529,2260.3943206950707,516.5237918626265,169.80295928509278,7938.138412076047,2213.7857945610435,1339.6783218981075,1161.7164006637404,7483.321605966163,684.2325283826465,521.3128891879791,73.36516096797186,4841.834608774582,22521.00322202994,5834.520598285362,1571.593822281876,46217.8186430232,5539.017336790459,84.15664556341808,370.81478650857986
NON-247,Non-Renewable,5.222190944111102,2.9356050653949444,1.82664343745882,23.24367645807853,2216.3599425067655,4243.749110482813,2063.406621520399,390.7246051341932,16553.29280343982,3027.0688827558893,1550.2223897601523,162.42034775471848,12637.294273343585,1304.3760147902517,756.5237386566911,186.8240305863036,5552.045018660309,1775.3305444016828,1133.0892673506821,835.8410536092181,5802.5631510215,1466.923580147561,728.8930611822146,98.69269332539747,4151.323467445845,18870.119228733998,5408.922094677637,2585.1351316466926,51795.92553202706,4404.072502385862,78.53792166707203,246.04064845986022
NON-248,Non-Renewable,4.978891661084371,3.200217059552519,2.119033045162992,30.614558225335664,2052.932012419054,5885.522854450389,2324.1297511285647,942.4938344142855,13435.99299674861,3765.464834163311,1146.2563125972729,297.6968027552377,7856.298193781811,2355.881114612049,343.62738415063455,126.20022736000143,7437.7252260249215,3037.6225384271675,820.9476275666668,1043.4545923909131,8502.636741324031,733.5423718408524,257.01244497001306,64.20107791954607,4100.066755459123,8391.301085822335,7015.280273511909,1556.1322511732342,41256.135339401095,4013.0617919583956,81.91900173259434,154.61382885414338
NON-249,Non-Renewable,5.467600840525406,3.2871690229724853,1.7462910974457897,28.303167188123123,2804.0569438325847,5150.058290725049,1236.5173731902253,627.154149307903,10857.632641589882,5180.469339617801,1039.832658948537,199.11115529384568,10410.045757573724,747.8539389492084,578.9093323533585,122.92559261481196,6400.355227841745,1805.025989679324,685.3219482909525,1516.9895510960482,6535.517025645287,1764.663230172379,378.9354622610659,95.7707033514442,4444.289590497395,23923.97704191986,4931.995561406117,2056.19450353651,52038.01233753767,4323.059004802266,82.28784421941727,458.93248961264214
NON-250,Non-Renewable,4.657783262660415,3.079466860642637,1.5594970093565261,18.533327404279756,2125.653444496755,8301.550307128859,1758.598378376658,378.68130311039937,12674.259981729814,4396.134525179662,1219.8951983768598,403.11030129777674,7068.874260688568,1792.867820433945,765.0097469351542,157.06058839382177,6050.8177719122505,1550.3200287762431,1732.101778555826,1042.1094734959256,6767.582813213357,1641.4895345342381,361.51212068920825,99.78831145541362,3081.3444759817394,17259.145709185163,4828.05648663898,2343.1523232034992,25574.456870706323,3624.373190456527,80.54988489226545,258.54221736543343
NON-251,Non-Renewable,4.131858211818794,3.169275886012445,2.0800550648264333,28.61010485408225,1730.8227697581503,2076.323537748434,1328.3659124317517,288.3291756756951,4771.982854613634,4624.262173125345,1308.2894292549993,438.4315256063728,6421.435453948679,1997.55599198442,352.99370091536946,110.40921353906901,5507.401468294027,2366.185169672502,988.875950514788,1453.813246875135,8185.816201009071,952.7158550159686,473.01346606499106,126.37952678136564,5699.445366535251,11871.720074777884,6579.557694522962,2384.335577480487,25334.439513175043,6158.772012032565,82.14764404344255,138.54471092433587
NON-252,Non-Renewable,4.468079219866004,3.115800963742364,1.8379050424389904,28.912516618431397,1656.7676109047193,3360.079451703839,2075.045319089791,388.73339360643865,9931.95884602836,5250.898357626911,1617.3060293819296,290.7564692150548,5463.006937560815,2151.1878606308946,951.9030986057951,120.76297841635817,8681.537412429307,3871.412184664303,1512.7331370984307,1226.6268948532509,7662.475868944908,2037.7436918715912,560.8950832874388,79.65432916035343,3430.817660534244,16373.527554522188,3022.54015648195,2071.3740073578297,52018.19685470138,1504.9449115147913,83.60450878224508,471.90177430637596
NON-253,Non-Renewable,5.045360563021838,3.154714114372168,1.6819938971393271,25.681785086509077,2214.717836737574,5430.454797605133,1696.0904581352509,428.24810801840596,6531.284470857124,5202.2512182740575,2174.305162524066,384.6908988352802,5507.92151920929,2565.0525662778145,942.4249604215195,119.44991137207381,6941.989718055666,2292.477341501474,1468.8762864086677,1247.1264485579575,4840.5504952231495,1667.8494614194262,673.3594965706606,104.88187049468812,4849.183697996683,14830.872190972692,3300.664412214545,2065.7832192846267,44941.62891304625,4714.767646289654,82.83157083300547,295.59963430408936
NON-254,Non-Renewable,6.250042493903343,2.782872723273907,1.5435363668776807,31.186699140901567,1999.5581979370572,5117.74522317029,2052.9478584073,322.78894996819605,10660.806678417492,3715.1906100355473,1780.6644358396159,125.82935373878362,16068.134412737962,1909.575551854086,422.13215719753737,77.50411744442098,6506.6363052023235,1488.2209843144406,789.2274934617603,1037.3592033753698,8705.84097942192,1841.0970605983575,360.318833862981,90.06294669943375,1677.9416331267707,4977.0495378781,3132.0041420480006,2906.779397298165,48113.28539296946,5510.465840388681,80.45245730381473,258.4107379385153
NON-255,Non-Renewable,6.073271985121777,2.9270373326704835,1.636844047489661,22.880493683524968,838.3886397339079,4837.0766180178325,2390.581145383827,311.1062454478523,16025.257338304125,4278.463254602825,986.3854115978885,263.7401962842438,15492.720015284183,2526.60909500215,694.9970845407802,127.27779077117293,6110.09681657032,2242.410939732151,286.70151594820436,1818.8053953491226,6852.092523888003,1532.8567372391285,467.94498416354503,71.2177060799675,3832.213314254439,7177.141262135662,9371.678059099706,1351.4828328467602,25754.250713667163,4229.018642380705,83.34493060152707,342.9405226882519
NON-256,Non-Renewable,4.304525108366239,3.445585367142367,2.0198625191061,29.077095153618227,3104.444240350528,5811.015751382357,2302.7874704128058,549.4846741835547,14021.802073290335,2649.4410069293926,1603.2571312796097,303.04884664898026,10126.53135809266,3254.8331136845068,628.1620519095436,195.54290358198438,8593.094947141775,3476.7336994780508,657.4732509484625,1244.9810846702073,10234.075354051054,431.3417470985212,444.0773722660533,139.66168562584215,3940.126909903014,19232.25522583732,7827.13438657764,2318.9335411678626,44768.27547144978,5056.869106060579,82.30172527776394,586.0054174332042
NON-257,Non-Renewable,5.479821565930518,2.474766311125,1.8935141064355054,23.159341797803336,1169.2800130763494,4641.835520913097,602.5575440094233,315.29900050989784,12503.48620787468,3975.3389900550674,1406.9074246914715,276.796190968289,7486.441428341803,1960.0404135671888,586.2764634133387,61.723771445622845,4397.106357496613,3507.423992566016,1488.190045489082,1344.6006172795392,9456.121395606382,1377.4418310891062,799.10667469086,171.84442482755057,1466.8880024517052,16288.157703578616,5473.09296473168,1886.1028102234714,44557.585500851856,4977.92227553608,81.21323720718799,338.1546279272296
NON-258,Non-Renewable,4.889007355559351,3.3142929896422766,2.1932215233556827,24.768771450281225,2049.257343060195,4980.363105476132,2393.895256246048,345.6080728586709,19321.54145659107,3567.9376090022965,1123.3884529902236,364.0072868732134,6794.353302276754,2516.3298248173314,1035.3984875941624,127.1049701459828,10097.342460236483,3286.0274196557557,1185.1049242307538,1588.2280757945964,9619.368162900715,1465.122917546804,625.1876233870437,148.10372963075747,2340.631977303784,6526.133194244912,5216.852722572461,1009.1161847285125,34613.371159862334,5403.022928124169,81.6976267949074,324.7694355783216
NON-259,Non-Renewable,4.159190677310372,3.0907991069907115,1.6681131616343705,24.555995651443556,2403.7003238639663,4202.89857207712,1707.5377947651632,528.119463812982,12529.34275522515,3825.689278545296,1459.2637316417556,352.6238382158627,11279.58863790214,2325.3191636153774,307.1524635355037,140.87461210003198,6922.98455361483,3362.444010936443,746.2089120888882,897.8711397227567,5483.983347161325,1601.563696178848,668.7792189391942,83.0369475448984,5504.1505405631115,15797.736240274757,5098.093873452335,2026.432267080108,47700.30354139623,5420.453759181895,84.38548106957177,242.0482360057339
NON-260,Non-Renewable,5.416614583712209,3.4456771867935245,1.7624092302047856,15.7205057532126,1246.442031909453,6794.719446179901,2475.850477431348,674.5007644223197,11255.990122727539,1395.868921975586,867.4659977183226,197.53287037704445,12104.732266562038,1742.2499138800968,1104.9299913298091,207.8129302763752,9332.383424406673,1877.027674601437,1131.1628433289234,959.7556685050131,7175.720954848535,934.6881459588717,704.1482070694362,69.34864297881654,1140.1547141411152,25356.140280712993,6106.764027923761,1460.5861858658968,36485.50899449861,4016.509297805899,81.99404835935938,434.6994486714319
NON-261,Non-Renewable,5.589109897570661,3.017005191070316,1.5656723984820058,14.14212523193752,1825.9122894446352,8010.112412992013,1289.168185979438,268.35979009337336,13641.904173964747,4432.084751652106,1046.3225591359396,245.04691138949332,10829.75356673105,1887.3575339461872,936.6604669009532,253.6032434155341,2507.1229920929463,3814.5484859858016,1005.7021447361105,1595.8430216231336,7919.363014247365,1365.4004781513954,618.4030983783307,83.51686193129282,2932.9161329570375,19237.13524122795,3816.675325309788,2589.6490043239673,38867.18659523659,1289.9620978995094,81.3829135839024,380.22850076572314
NON-262,Non-Renewable,7.933993917110968,2.8374804831321616,1.6358863874506993,26.67545220766351,2347.6650770966744,7147.4968836389735,3119.918845431701,617.7569116059892,7840.448634097633,3413.7579172929914,1407.470535283383,463.0676596179133,5023.111705094714,2863.835773551424,736.714144620077,178.06976768710007,5749.745918259436,1943.9029379529456,1215.7448033328692,1345.6765962339618,8383.953188296082,1328.3995384313846,368.2600103459755,41.50625165524505,5368.747751418576,17300.869529202526,3600.530296195273,1810.5879350820928,32728.403935296614,2606.8204213691292,81.1266078901451,209.2678718618282
NON-263,Non-Renewable,5.747239632777978,3.92895021265549,1.929950210939402,22.597058934360334,2766.648626756458,4570.729046525764,1582.012616207805,494.6498475986996,11320.604631054142,4480.026559464649,1011.9829388707091,356.706738722297,12964.264233757993,2245.7831197019095,1165.6810200829693,199.3006876246228,8113.815601893028,2764.1193280347143,1085.9001287591032,1301.1426700326042,6585.600790810526,1148.3842043388374,36.06693494927737,123.62611403402224,5708.173827077848,9370.103615539017,6396.26198135109,1775.6552493740674,33965.14765958786,6953.131398671581,80.94441064180405,225.76045687642718
NON-264,Non-Renewable,6.086111487056809,3.7509734178640213,1.9275552631721875,22.57109680528433,2346.4790069230166,2335.0733395652474,1427.1383410207154,770.4453683026354,10450.057761986413,1543.1360982892174,2096.7889043814703,327.22353412245786,12578.953369933155,1294.2487136633126,762.1012089126932,150.66674803348545,4298.103024801329,2551.0971479774653,483.29752458045186,1004.3546761161125,8387.30917950138,963.8896788229936,829.4439832066637,45.93212655191565,3718.7255271028384,11895.37075042085,4998.620658826274,3070.632050700551,26340.491213599904,4211.8879987015225,82.67749275854673,352.0957646570194
NON-265,Non-Renewable,5.239580227153144,3.6503935799596934,1.7935552544527409,22.447348036973317,2331.8428013317966,7576.673180051077,2196.6056834415995,645.2163391130307,11279.4851139221,4865.133986220912,1048.4300929886463,307.04438011931984,18886.40750455759,2386.6457511641443,590.2977967562132,118.5122651565128,5811.591432496523,3472.853181289496,1018.8841393829205,901.4548445661342,5341.06970310104,1410.5666367994909,486.39564354522554,114.14677317431995,5518.71285118374,28826.539558022654,2717.3811270921196,2618.998405087247,39700.81794115609,2044.2814535238545,83.30432515368273,390.2783457583711
NON-266,Non-Renewable,4.443749157063272,3.36642969921928,2.0010009125815187,15.545014984038469,998.6053672762924,6641.074973375017,2818.8674558006155,446.19924561637515,4176.035326636715,5374.729023757617,955.3386735793921,243.92100360310712,11022.439832140757,1520.0374000833115,479.27903065401154,97.99228973679678,9704.085998092649,3751.2289519106835,1158.3696254426018,377.13203782413075,7645.220735566073,1595.4945125283548,243.48487664209276,107.06705921410551,5723.527405363619,18028.777094708745,4108.819744070788,2174.631381911238,47499.73841318086,5006.434073435225,83.3093334559637,387.3109833228903
NON-267,Non-Renewable,5.756827989230281,3.2717862203751182,1.6179100360939405,27.21235625234503,2385.138959795512,3504.1444325367856,2359.2295490017896,504.5432016110364,12043.977083755153,2685.339667878061,1121.451989723219,183.58432081874162,6139.8713148930565,2270.3198481395007,606.2880098077769,77.12617173950497,10347.950571963016,1689.129647944077,1326.7600490595617,619.1841445523687,7416.9800670259665,1210.5032726461181,362.8822942602328,104.83175463869927,4211.547478026763,11114.631132522036,3792.8095504365238,1127.5818313712152,42258.17941686988,2963.361854810325,81.99218744025204,410.219107100708
NON-268,Non-Renewable,4.611495939757812,3.752466650344921,1.4889995279097261,20.652949561964355,1130.1181726948057,5266.6470580131245,3172.7596631545475,507.7223807091971,12207.180195612318,2788.495156860477,1258.180451663543,387.37115969182963,10406.955455786543,3531.9161472645283,999.8831050020872,134.42621355291462,5742.092842926681,4176.698654357972,1016.1344018038318,1602.9073666022314,10317.413863409432,1233.530876117792,543.3391857388631,133.0855985204744,5289.462780396512,18985.09140915313,2946.1714158838167,1606.1868807859723,32376.638207745502,6803.252864443539,80.68658737068333,518.5630808632964
NON-269,Non-Renewable,6.027471239875174,3.175984605375131,1.4625587558980273,32.57943841069431,2171.122188710729,2905.44579200317,1593.4529749490268,549.6762020898079,18576.97791353627,2425.454945609581,1677.4847924140217,402.74507632424917,7710.818450314314,1799.6665973135457,440.2315768869772,128.89395960414902,5881.7064887680335,3299.892117383374,1326.1355654547235,867.508735394879,2870.85477432558,1324.4539506787028,532.5932417138248,106.73186184814674,3617.08766913647,15804.102287618933,8016.228129977928,2417.707863319986,33880.757540638275,4135.770384513602,81.809068080527,531.7766118400482
NON-270,Non-Renewable,5.305085166243865,2.907039372316797,1.773147054122706,28.458407089469496,928.816091721164,4194.004377259296,2007.3241428305546,126.28037851505621,18715.713677943673,2886.4194222320198,904.0105957659032,257.80367285018167,10387.60864832142,1455.299931264835,931.8543175093444,157.37902173801854,4266.311636031495,2232.804385100432,477.99386501723336,695.2540663601201,7287.743864453603,924.1282682193328,810.4947011373795,100.29320367714773,2048.681605354028,9459.025647596405,7193.187757421982,2115.4053712443206,50728.115357102506,4343.786699839838,81.39782035791207,471.561074073137
NON-271,Non-Renewable,6.940143765568674,3.6056679964259892,1.6691566975363255,27.793956829350996,1704.8097880373696,5627.796449954829,2192.9745954038367,458.6497686150596,9282.475738256328,5133.226025465801,1531.2345194329816,73.13309541329983,7572.854635935502,1437.4692793826207,541.4391257509781,179.23018783000015,5994.280350020188,1449.9266064843941,846.7826710595243,1307.2556969022953,6148.799596178307,1014.6607746155071,539.5247884982665,156.10634501081904,4821.6460615129645,21689.297135100544,4291.331308944842,2160.364380306026,38135.48312147797,5098.575332090689,82.45206785170915,234.27883294311712
NON-272,Non-Renewable,6.02966853240735,2.731464131141719,1.9249231690166853,24.251215068012733,2348.0271424577854,2652.6491740746624,1633.7769805754945,531.366233763193,15954.538875138964,4502.136043552571,1124.4846581511217,305.1866169966511,14298.506075673384,1855.4063513825183,617.5629056605761,49.259800697546936,5392.4742163974715,1133.9701905772365,934.2596833847037,1459.4473635208692,2585.1742033210294,1948.3094408908396,417.85264938907943,96.7549681486596,3348.470137820653,6607.5195222005605,3925.83730579028,3549.5259150048296,24963.570710545904,2442.600853921092,82.13684382580216,331.26676920835416
NON-273,Non-Renewable,4.509601315676973,2.486027296011047,1.5908485717891219,25.70425217363612,1120.2712083438078,5457.314061319909,3182.7972079920696,706.7865130024898,18339.54186743924,4166.245059201552,1754.8549540179417,211.20257378524815,7656.0057331371245,29.783064574816535,982.0061924338713,211.24556616571155,4839.440307306339,2475.1478574348334,726.1969177440855,1253.0186683323313,8670.686286149405,468.99884778205626,553.9131972561945,87.75474806571525,4289.703402484429,17476.518904506767,4984.345065290979,2097.545358185522,35848.76127479174,6423.492175714819,82.4291450302399,366.92866668084577
NON-274,Non-Renewable,5.4337334120989755,2.713799412450826,1.751192941909723,23.05086526971607,2509.4264393736266,5700.435148937184,1957.4207484557473,350.0287395503056,11052.923678059491,4838.499419406231,969.2913132261887,273.57050938448447,6635.277019637855,1148.0255970454755,672.1695158882237,146.71046498566838,9978.34712173547,2293.2380336670153,955.135148971815,696.3680234091528,7709.081313618672,1532.8306561994095,752.386868351015,137.83332552740902,4653.490211137789,12827.83609979574,5683.5147787237165,2092.646082150125,50251.85937865869,6199.335363341851,81.6757394872833,171.06794914073467
NON-275,Non-Renewable,6.282191381184563,2.745882460554439,1.5665315125724661,20.72440523219842,2175.1736451006273,7654.388638246126,529.4969625210163,546.8363740592098,8353.080336020921,4879.48872280043,1187.3237158486825,288.29388288257195,9902.90373023981,2807.4974128867925,1192.2570683282197,84.91711861295933,4033.6537230930257,2994.6288955564532,705.8501844035018,1440.848996750074,8612.88957880484,1063.4080944178872,338.14463870173404,87.8230233993685,4275.372503599308,16755.214226646636,1310.0691182695355,1527.6579160834544,33501.56550523343,3674.0431199033546,78.97015528603607,121.43526099052193
NON-276,Non-Renewable,3.8533903015106414,3.794508595125463,2.186639342276721,25.06085377022649,1565.687435282568,10495.393250436911,998.2458513467685,534.0404564228589,12646.112394096806,5273.971484850569,1428.4453147977897,231.52817996764458,6583.775728265773,1753.429679317447,447.3940896124418,140.7611578680717,4817.2085113572475,1355.6732800650175,1379.8041246364287,952.8864009687732,4182.250722128489,1251.4001059536781,491.17402777904175,34.73626313383349,4623.289818658092,9940.32162140448,8364.297732336494,2511.5334760769974,33553.381825593526,3754.6634430107624,81.87742117934756,412.58361731388345
NON-277,Non-Renewable,5.89659698960679,3.130364295493903,1.5324021698419006,23.27916824929884,1422.8642234253941,6338.273675381733,2989.890641142886,672.8508569978616,22691.45883067049,1908.1783439403612,1078.5974895736017,191.4425765148713,14203.456178832545,1840.6225813350743,739.0548114709579,168.42886136889322,3020.349250193383,2143.4838760879097,1295.9059387289644,935.6981319125832,3346.660349173144,886.6616004074101,425.9381723600719,103.75025016566335,4008.1535056072285,12106.583806869821,6990.920252903555,2080.740303585846,41071.61397756648,4041.2471324335133,83.57760159012278,295.66371023343413
NON-278,Non-Renewable,6.4976613728024075,4.03944520222854,1.4821383937737926,27.141164095423086,3916.0440094333235,5931.808974036062,1971.6270796046247,520.9778610361094,13853.929815868849,4588.625280510913,780.085477619915,274.11773682863696,1977.0869612177457,1848.6995220748863,472.8046941295953,154.52049458066705,2613.6179991884715,2241.9110455141163,1285.9109921764677,891.9750853741558,2987.8719822434446,1462.9832783584634,370.7052594104393,91.02959531964062,3000.827401665911,25059.00546020854,2546.46565008612,4035.1158250246526,33667.6846049041,5199.336019341019,81.3824774878938,269.4722587288127
NON-279,Non-Renewable,5.0777012497515095,3.178093093187865,1.9976872848417586,34.110979645800874,1988.1022768042565,3351.609394421911,1573.941238455448,708.5018632316662,7940.849494617112,3470.2599981078206,1401.3092234752648,193.2746530949819,13738.93508649384,2498.1512783102285,1182.7290463468212,175.4076676909952,4016.840022824364,3183.185120963002,1292.8984203696232,1476.9521186292523,5103.7218909499,889.6059221938987,268.96117965050144,155.62079764560616,5068.41834090494,11070.832317042337,5545.628968337793,2084.285241005705,26487.006062128046,4970.235222933807,82.18888902110514,566.059466432943
NON-280,Non-Renewable,5.5580959591135155,2.929519725884999,1.2582490456231918,27.846906159070627,1456.3013221309807,5745.157705148833,1045.1693017039715,484.89339256850775,12078.670106722439,4023.9686770554763,832.5944267294603,384.4720805392439,7821.798294078953,795.2700926700954,666.2788919599267,140.12597066470906,6279.535548190387,3934.0506668857415,894.5312714377084,1081.7771347691685,4491.635122129201,1742.7573259281758,512.5006970143578,82.58360800254553,1205.2116196714783,22407.168686240504,3134.4466713834213,1775.819294345567,42909.43883769879,3052.422533904256,80.4146537419422,94.0130967688078
NON-281,Non-Renewable,3.678904252304534,3.327628721371628,1.8659646273723558,26.64882879176669,1383.5880888326815,4336.067471198144,2078.0508398168204,375.74854422945464,6779.622111117049,3434.4467359578643,901.335261284865,313.6305711857052,14445.718374384018,3866.831007949936,775.2674758243315,169.0091070524405,4746.348072172779,2219.2888800845526,1389.209803823877,1028.3501360111754,6697.58524146897,1942.7275021550977,429.18320744850496,151.85806824625706,4992.226531329345,17458.526764767666,4165.733164727226,2501.7472605314006,33193.74685030526,5644.215925934926,81.88073181299286,453.79324329976885
NON-282,Non-Renewable,6.225004356818697,3.37349614768853,1.4548193469891257,22.7542027229029,1879.5599853186714,2399.2984013038717,2377.242236850755,491.1805104004982,6539.272423044878,2031.766049509244,1727.8434086021707,242.15602181574303,14067.118437845214,3129.5591552815713,942.1012227693634,113.3108415018159,915.8754853038608,2986.9541680106254,1651.9270244559889,1110.4937721596684,2828.671727626417,999.6526344305746,444.7994152628729,58.128185501460145,197.54467729662838,14690.284013149192,3922.4789921285665,3335.311706197178,39734.451616374005,5644.480463243604,81.86254803377639,352.1626421407631
NON-283,Non-Renewable,4.584798335127311,3.4726311557401544,1.55267413362915,21.83822151139782,2024.7568816674705,9926.769375725262,2009.6442276846224,88.13238966630126,9448.734467027567,4505.988678458427,827.0831830769152,351.47491140103995,10462.555195404775,2711.949747593425,556.622282805403,108.4299550896265,7095.4441310582,2697.603909250097,949.3267073451921,1657.4731271087946,7693.890682425315,346.18546519251663,625.585447956956,122.9480822357577,5927.449643395161,10478.005453199818,5897.316380355802,2239.522257101994,26671.470981706232,6386.855319544719,81.73354201137757,475.43562288297244
NON-284,Non-Renewable,5.1111641223766595,3.103680298619787,1.9499689242116993,24.863147321194838,2581.509186404839,6642.701196436787,1147.7490546633485,234.81438873643577,7137.939591115854,3216.6456292440694,1337.3597271785397,218.02775979275117,12364.352732524481,1619.7958751554393,755.495170163335,144.05545618342856,9454.921610440524,1824.011656647045,1689.9404362926668,919.9259027219002,4047.3575695442946,1227.2222129879074,1074.6197569808594,130.02672842636355,5037.979942201628,19158.69735701814,3949.6768804042295,2380.9697401264843,38518.665141392135,7728.3610030657965,81.87350231496411,297.2182502833998
NON-285,Non-Renewable,6.6555297548657,3.6109035170318418,1.580583143692547,17.611100249729436,3421.7037760255953,5052.118659704692,1375.7042357943237,769.352239645403,15625.751006889237,5085.4632494582,1243.2735909039968,446.18416838081595,5327.777285425317,1602.278181117191,787.897808115584,193.66753538922964,7289.484460311294,2629.5939048506234,816.873335670034,1522.6480743461118,7994.46476658214,900.4456117410804,312.2570038422228,78.05799594442479,3086.584527198711,20332.815059176613,6094.72589002444,2533.8487057545053,40852.820393642585,5285.405405295269,80.32162556603596,433.6986925817232
NON-286,Non-Renewable,5.2809349489028525,3.753274899020359,1.7377590681188615,23.227117815818854,1571.9717934625505,5918.952222355579,1313.1887583067405,751.8678763972092,7911.279917304244,5428.306983547435,1167.8216563172168,179.38128567577854,10568.627683265808,1313.9708649768127,701.2347757876306,111.22762819874703,7862.309682788736,2827.849331634758,584.7922978628833,919.0099220529158,7882.962797312074,1974.5880098065054,470.2688102648611,60.06135783363311,5727.415466115989,18685.23969384467,7644.4515124946165,2357.329499075972,32064.090025714322,5718.081377718325,82.33177335192092,274.33332373148704
NON-287,Non-Renewable,5.0563354618590814,3.307670175481781,1.9604880497186545,27.332887146603962,557.931374637544,5439.293083438192,2478.2116985825414,299.18080736117315,14867.102229533775,4165.114206648738,1761.4862875285264,214.09209593715238,13387.606080688163,2113.9526051483917,1123.371374502582,270.0759419652497,9059.265010843963,3138.1832160084205,1726.5686173759273,1328.3050387119786,4857.824334122479,1315.4952795372237,618.7064763081222,127.5287015417515,2396.490526910443,9708.280551345471,4711.868614271088,2518.5150657744807,46663.21655809223,5133.775326226605,81.10896636753766,543.4407580224541
