id,outer_radius_m,inner_radius_m,length_m,volume_m3,weight_kg,route,ore_grade,energy_route,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,transport_cost_usd,manufacturing_cost_per_unit,quality_score,distance_km,price_per_kg_usd,electricity_kwh.1
ren_125,0.1285370365572253,0.05887652038881757,2.779055149579289,0.13081955305736037,327.4221226309015,conventional,high,renewable,4433.2127009493015,344.78520225871523,45.24207901140279,2800.372504985422,8.554555236313218,501.3817663500355,0.737474573236168,588.6208487381082,2.7242791528805053,0.11488467170867656
ren_193,0.12491770457617044,0.05972172515100819,2.8434447085914583,0.09868033023328895,333.97879442116476,conventional,low,renewable,4794.972387005581,1243.4037919581588,54.917899724492806,4436.707986135845,13.52698743743751,1204.6090312416177,0.7296691419727029,640.9699428861396,2.876869984317658,0.11647439929696257
ren_108,0.1257131828559617,0.034386798303159744,3.095261418011911,0.08280518780280552,145.9628742717242,recycled,high,renewable,4782.031553569984,1244.5070117764712,39.39678554516775,1776.4647456655591,10.504645172307438,1484.7410930054864,0.6809792627099154,743.0535961312036,2.816933688503064,0.11574040642266172
ren_099,0.11011045516607346,0.056295621297455016,3.177134869006399,0.10074625951058067,105.93502753283738,conventional,medium,renewable,2605.914719538483,1313.213816117615,55.86838695305652,3733.190560762114,11.81816513093518,884.40098961598,0.7361458254788356,423.1957370516497,2.878621208303641,0.11548084207126105
ren_140,0.1003898702869653,0.05829769251349469,3.2439077589795886,0.08595666497012323,160.9741533180828,conventional,low,renewable,7462.222285618858,2471.38114649017,90.2781665548252,2103.780852245185,18.204481287260453,1350.838325871562,0.7298567770252862,657.5386444039248,2.951420343521677,0.11677919135874859
ren_040,0.12920456232060254,0.04525840381121386,3.470450242631232,0.11469119259648096,310.820944202256,conventional,high,renewable,5059.49188831415,425.2906090636941,18.038397012800946,2310.866548557813,8.767399176534244,9.348,0.7323706866745441,553.7600683917983,3.157239640447839,0.12047530875298873
ren_168,0.11215001318458079,0.054886152491927985,3.2795057134911407,0.11977488956265296,383.7767978126975,conventional,medium,renewable,3481.794350192793,1440.8969577542455,31.145036520955003,2841.148379298444,7.925023223033412,538.0821086047076,0.7430704332162654,835.2646164407199,2.722957355516356,0.11395906092730464
ren_037,0.12179466475174307,0.06822459210145553,4.015548514577063,0.06263952754625177,362.40639436675656,conventional,medium,renewable,5126.316052042337,1967.3040502519616,52.89348356910587,2643.1818141775398,3.29910150358747,1343.3246711360807,0.7681079001620266,525.5511177565758,3.215481660532178,0.12065008499833153
ren_185,0.10900300363437357,0.04972128650256733,3.709794368576137,0.13532817619082674,200.4757685198769,recycled,low,renewable,4744.597576515473,1987.277235397592,32.77284054457946,1848.0327190767962,6.09872101184242,714.9367649810249,0.745147738066319,522.7345267671191,2.897481058831382,0.12371683706687703
ren_112,0.11999041909943103,0.051802757377998394,2.3971705268399437,0.07783481861339597,270.3938530571562,recycled,low,renewable,3346.9018794014873,1713.9300407813175,2.048766835110108,1269.6870081607615,11.935780860711661,1047.387626886567,0.6587071491198809,708.5447699434342,2.561046055333392,0.11771871356812318
ren_025,0.1098473362595088,0.050285309186184526,3.008991460046314,0.11742119169714711,151.34881609622843,recycled,low,renewable,5738.96534384534,924.4951525789199,47.68316874983595,3156.755047925512,8.12068723991502,501.200774757315,0.7014424584717911,597.2438136743565,3.2368121697182666,0.1272393865212426
ren_180,0.1272792336987199,0.03160309851084655,3.2261382258811153,0.15819586476565964,231.16324682123573,conventional,medium,renewable,3036.3813481769466,1671.593319087848,24.75813784748653,3334.3146895366335,8.102024788812805,1386.3362236271207,0.6769136606290612,405.32413178813204,2.813241420324494,0.11197789256985721
ren_010,0.08718374563725018,0.054444785189478234,3.1485413391539057,0.09652446604141135,364.29198638723074,conventional,high,renewable,3564.12156259369,449.8709290719628,20.36512129479064,3590.6245949914864,12.166346490191346,2388.3057266159617,0.7034485920364293,659.7635899941109,2.9008158044305876,0.12041334500642847
ren_167,0.09847302577200412,0.047645425286194185,2.1698161561153424,0.10954780749344445,349.3545533481264,conventional,low,renewable,5310.382488517689,555.595382763306,66.5366667099762,1325.8707348415855,9.783094903260498,1278.0963973914418,0.773267434906463,673.459088519315,2.7485911549110873,0.12415974657360572
ren_108,0.08653839871103183,0.04633176602444566,3.6405821453153084,0.08647280994205951,303.2233326363579,conventional,low,renewable,1791.54245664182,1636.4141312567033,33.79858243831123,1882.1992676089124,8.183325582735147,2132.0257317547303,0.6831142021856895,496.36028542648006,2.6909867693767637,0.12821848976554584
ren_116,0.09324321391972608,0.06940971405601745,3.405138642281363,0.16258666203880534,230.30860973842059,recycled,high,renewable,6059.645800630218,742.6597828588772,40.42360951762068,4606.952478413614,5.92564437776706,2485.7739439532043,0.7818344846694092,638.4660910439486,2.897595836433129,0.11566617548954733
ren_093,0.10865262713272718,0.04787500879277293,2.650561373772939,0.12172314106455019,331.5459491507176,conventional,medium,renewable,3662.0196341847936,1030.7556425229916,41.007554497955695,1723.1272444030005,6.145937817167051,1332.5243090243844,0.7767402247002245,500.4453292900171,2.986470646476993,0.11784283687769859
ren_114,0.11632289324284967,0.05000407958441034,4.09343172988684,0.10965555640623663,431.2871965282121,conventional,medium,renewable,1839.3097929012456,1478.0636446699848,52.35740198144723,3878.630492814393,7.920116047749109,1475.5355833659241,0.7530728207764822,591.5694291102359,2.689993355541794,0.12050552073375984
ren_017,0.11908401894331466,0.07552563067496079,2.4502342963658794,0.06465732153174036,353.2364428866666,conventional,low,renewable,6007.615962101539,632.7267683949979,49.781560838927454,4631.9861803790445,4.382974998996921,2450.7568566000805,0.7501477910293601,716.3558014231958,3.038810666743797,0.12384718455066623
ren_076,0.12638011473099067,0.0458368468673846,2.762445748981114,0.10571189327179396,444.89675520979466,conventional,high,renewable,2592.99880071623,1217.2803291156774,35.89900002671965,5092.634574199739,10.851578844511645,2078.05349332484,0.6870766424596472,789.8201986721602,2.5600706888520928,0.1303897311258373
ren_091,0.130000974034124,0.053644067926221464,2.9337491541116347,0.12826057723220935,181.4818548629381,conventional,high,renewable,5012.69254315264,1662.5036000904938,36.3884594460623,1546.0739450401254,8.646306832991907,995.6448020093446,0.7423321810438065,627.385760146167,3.030057012624553,0.12230682290600668
ren_065,0.12113610923571774,0.054319782733872536,3.266060760135736,0.11876428948775784,309.645322148072,conventional,medium,renewable,3803.0557859285686,1494.4359010741869,21.968149394868185,1489.631526547757,9.155882587517205,2146.2050816544906,0.730959219857048,518.9778074634021,2.7482346755281544,0.11003083483263468
ren_004,0.12425862835883246,0.06915285373833327,3.246692532813935,0.021758214773614698,418.2937572553148,conventional,high,renewable,3178.6628798500515,1335.7045128183647,32.299839049482735,3938.3620812310996,18.336923450001592,1887.8158563119964,0.7138020382168592,674.9494276394664,3.1093781989864695,0.12016763756920228
ren_004,0.10190894216964422,0.053807631482765954,3.0508033731242694,0.07873658609326789,201.69240090949407,conventional,medium,renewable,1820.2685034607234,1114.9286671080663,74.80287752837995,3818.4643919164387,8.426406796628093,1332.2112419635941,0.6997626355720518,439.1628541654701,3.432550693989568,0.12047339733859709
ren_101,0.11201123449643684,0.03987893436917832,2.61277214233084,0.09180118177805413,1.3944,conventional,high,renewable,3476.4093812089654,1702.5979673838863,40.42942354008785,5681.57819665229,4.90596645808356,1139.8623333606865,0.7311844420831032,581.2316082476093,2.6717906427905267,0.11889332781620623
ren_139,0.11143193698206073,0.07185226969683965,3.1621822223022455,0.0798685524640423,122.82386462693503,conventional,low,renewable,4489.655391612883,1337.7111857630139,33.057245317875726,2655.763507647153,17.079753619290855,688.5346817161932,0.7121222306356018,755.6868796200059,2.9829069388677727,0.11423918829729048
ren_024,0.1417970727964789,0.049015938722665936,2.747901111520334,0.09162413105737535,207.47981195610157,recycled,medium,renewable,2102.1190052919483,627.6718721544929,68.85479846823301,5714.034855637263,4.054472727933071,2002.8049895937413,0.7347817271319209,642.1670069231443,2.755257040926471,0.11938484410408967
ren_009,0.11658471818139016,0.05639981283848403,3.210332882791551,0.09837637625917107,293.6863512291575,conventional,high,renewable,6948.586322470783,2260.423575657649,13.449460005024495,4762.590328382009,10.268037212173944,1442.7247749487126,0.7208541222334677,555.465647540879,2.5062372632222103,0.12630993856796136
ren_066,0.11273973673143188,0.06987544811353413,3.2285169780641256,0.10736793158484416,337.4067964091904,conventional,medium,renewable,2660.0546173834305,307.88967458737045,31.61470201479487,4983.423352192813,10.052876577345852,1275.6203591660808,0.6553143872107023,655.3851326089389,2.8804390991993403,0.11396691945155184
ren_038,0.06831971626235886,0.06282256397978861,3.0641105579726355,0.13650008710452974,345.6229200708816,recycled,low,renewable,4495.763624841461,1796.2027840741594,49.38399297494707,2379.932062623695,5.36530999296069,1567.1600088040573,0.6926752035036512,441.1416357202553,2.4692065801223597,0.12003425773049532
ren_152,0.1260611652395686,0.03441401446503914,3.7308877525405464,0.09016804675096678,20.44490331862397,recycled,low,renewable,4125.671335679012,1456.4016235758872,35.487441480245224,1985.9498662839414,11.52309492680438,962.5896338314221,0.6975676230049068,540.436253753917,2.9161342120347618,0.11380378723916085
ren_182,0.10443333080037345,0.06628408935924199,2.3719620012837037,0.057158658864620134,187.61001126621233,recycled,high,renewable,4107.0660382175,1460.7492087049118,30.178927732868093,1048.2796922276325,12.579880976146347,1166.4120334494296,0.7609573991498183,665.7068632429994,2.6119078348548865,0.11871815322620073
ren_021,0.10622478695005087,0.04300617548148861,2.615344150646105,0.09327372269098307,357.0253641907582,recycled,high,renewable,5442.05731101586,936.6124489912721,57.54058296164949,1717.6601635022794,14.596602450406998,1619.605279802112,0.7464267675669604,586.3820532637865,2.559201617271011,0.11916658385050859
ren_024,0.11599659787912633,0.06034367148754666,2.873045659472907,0.029179934926668497,376.3242728604572,conventional,low,renewable,8386.636910352621,2039.843459371918,39.44954546000636,4418.960604694276,16.357534860197816,1356.3050228820468,0.7415426645898585,686.914920409735,3.168419195482722,0.12440078159521124
ren_200,0.11841327949025768,0.048376725906564784,2.2230113099524162,0.09571652251346897,354.70738926530134,recycled,high,renewable,8206.532599455917,974.7950601441609,28.633304071979296,1095.606349396542,2.2729029213361382,1595.684707175232,0.744095567801657,535.2689320609592,2.459321353738952,0.11237253894043375
ren_120,0.0908399622220194,0.06522387084626415,2.814581898590265,0.09510321070267608,308.0669822322908,recycled,medium,renewable,2751.7187905914143,1755.1682501259133,47.64268100834515,2866.5749084750173,8.547309832693832,1222.1435909573433,0.7888867831215842,487.53393472376507,2.612639238483183,0.11949790201017048
ren_145,0.05811432350400819,0.04603997458359187,3.1037073991877064,0.10280410673576536,279.92795857168426,conventional,low,renewable,3729.920513739842,1289.6851455290994,70.81081351408758,5020.993247733557,7.533833830304749,1877.4621832991902,0.7016810988819833,590.6081205686194,2.578488454336844,0.12053532668775127
ren_017,0.11708651596128333,0.059729248331249575,3.6130240950837025,0.017975780139638284,274.347058995096,conventional,high,renewable,3595.9892114725285,1053.398153181965,39.5215841978531,2967.161071067123,11.18248579850745,1687.397125464382,0.7145155818002674,477.9310317623118,3.000986418615934,0.11855373629112266
ren_037,0.10358627325312765,0.07487449851139719,3.8638902532161095,0.08380366541401109,409.3025912846154,recycled,high,renewable,4018.531477801146,1487.7872035921528,38.84814643972385,17.2272,15.033339028882903,1796.3760802542292,0.7458229349325856,418.45047989468407,2.7110021799977355,0.12251646338912599
ren_005,0.1169676046133895,0.046934038125181154,2.716572653882753,0.18070669392044414,356.0001003677263,conventional,medium,renewable,2923.115009521406,1513.1597672528824,11.161543135742825,3867.965627897317,12.078427980163099,658.7901695245894,0.7268128753588735,388.1534099656284,2.371811734129651,0.11873981942096098
ren_082,0.10990215272153142,0.055487173412940655,2.748045999889742,0.12409981404710435,306.0986184173096,conventional,medium,renewable,4244.254259826637,375.04523300923415,60.63445646662791,1387.223617752637,9.971807500201342,1119.1703269841214,0.7936604692952481,662.9807746073564,2.5430956761082575,0.10736541656551761
ren_048,0.08207840721704257,0.07786366171837375,3.1781722496787035,0.059128914166612985,245.10207715694855,recycled,low,renewable,3443.385816193974,597.2935223665861,38.74957313724801,3455.8994685776283,8.780418184916364,619.6379786424312,0.7499002670693367,603.3115883808905,2.6163181430706097,0.11346663739845507
ren_037,0.0994426893975654,0.06040445826891531,3.495863342882291,0.17050318197204198,292.67822597839586,conventional,high,renewable,3199.6703919012484,816.9318937731202,60.14555535949286,3560.3357721528123,16.51686622557219,1301.1973577413526,0.6858184298474217,624.4581464312129,2.835634437394736,0.1050507855032971
ren_131,0.12353558263225245,0.02872141172426158,2.7929425126984255,0.11949469575447642,310.2571800024645,conventional,high,renewable,3083.4758827011365,1964.6270649337325,29.588553189902644,5027.526699357393,13.268843156490766,1141.0985856578855,0.7851761182581055,340.76355370371164,2.3935693317668116,0.12297055262072289
ren_153,0.11971506492947746,0.034112230133020366,3.0976522126018464,0.09580373001755824,239.439146486555,conventional,medium,renewable,5905.428463284575,1027.2049780553452,52.793242407826654,4231.380778339976,7.170079570003425,937.1651881859218,0.7740074225084759,499.27966830990545,3.1495137484369495,0.12148246147717828
ren_138,0.12503963088921474,0.06705463060374646,2.945634525720998,0.11745588644509188,237.6345679573684,conventional,high,renewable,4802.126830819761,822.6216817196444,42.58027329117679,4499.702269806508,10.940204340423687,1206.7157439305554,0.7115497997139594,624.3388337369739,2.453095995201503,0.11795041549266767
ren_003,0.11694626152778838,0.07367957197350707,2.9431698220702023,0.16270259272148485,411.04268246585553,conventional,high,renewable,5380.8963358919955,634.9609674782439,54.36397297457494,2795.98424918744,12.492819167939224,1038.2373220596162,0.7196442313735313,641.1507004710292,3.0302784533867935,0.12618084458308518
ren_183,0.1084415174227444,0.06503186397983765,2.9204605224624762,0.1027953708970178,388.4520574860568,conventional,high,renewable,5117.0813532053035,1978.2491553607706,32.16955749764528,3095.230085708332,9.429449388380942,965.534387300097,0.7597112395466543,548.1883540447881,2.8476430350151998,0.12384445102511413
ren_098,0.11935914419003447,0.052232942864032995,3.804225646045899,0.07731667743524037,441.2450299586736,conventional,medium,renewable,2294.0200408098904,670.2233322818072,13.076556226012759,1709.541853044903,1.1216608042105776,2335.6453110657408,0.723688125166319,508.59621274368783,2.711341986159803,0.11371121199061206
ren_188,0.12865710392430368,0.06383648532544786,3.1305725373266418,0.10525099340302888,155.36101734207733,conventional,low,renewable,3668.9647407992084,1607.9804139590174,58.62695087009915,3176.102062165413,11.172088103247725,1459.7566407730822,0.7027792037562625,316.8604400633205,2.638609120873478,0.12416573351811419
ren_177,0.08602024876372152,0.04866390007781793,3.8599947648059856,0.10749702348888257,269.93005909921374,conventional,high,renewable,2679.3025637398005,2425.2723732675404,34.2099337172742,4510.015080956104,9.709399195431812,493.3315537866979,0.731421445429144,540.3020121470882,2.8333150570080545,0.12285885148500889
ren_091,0.11107850914888837,0.06054081945798896,2.652616127506909,0.11505249562997728,112.78732885307971,conventional,high,renewable,5433.358909771332,824.9624900814513,38.20553488659094,4505.303158581214,7.007303347025625,2207.9525448749705,0.7576920147566935,720.6147756355276,3.0427173203737334,0.12002483436096767
ren_106,0.12724208181161373,0.06486774551472832,2.831442149608589,0.11458113771511916,176.46531019942637,conventional,high,renewable,2858.260093318605,819.2764200825288,39.24687929399465,3336.3770091459223,12.946026886757432,2124.186023916034,0.7451136859934401,832.4345000406431,2.79048586338875,0.1207364221605341
ren_094,0.13348135050488974,0.043374190211111364,4.225270133508944,0.05168243489466318,77.72597959582959,conventional,high,renewable,1559.0187493187,2053.794638465777,22.3906542451844,2323.9875345372093,12.72564507479237,1097.7272695178622,0.6377714938556345,496.8814644978921,2.6927316326043127,0.11220827367843372
ren_028,0.08582657108796696,0.045507989457022585,3.0816797164712435,0.0897289431502179,426.39219910711324,conventional,high,renewable,7965.06341444295,4.3848,9.575501118834566,1953.7797563831741,6.626242978992661,1983.3606996710919,0.7373505703935336,534.0297125500142,3.0138010069544583,0.12374974870596735
ren_036,0.11623499286344302,0.07016480612922113,3.8865542651172054,0.11783911325911053,412.6385755287518,conventional,high,renewable,5361.562673768535,534.2304832340595,55.51246988931952,3697.6083104172485,10.22988608890913,499.85715314006575,0.7240210361241045,530.603192315399,2.947910379589509,0.11798988412053449
ren_132,0.12506767163928834,0.04038314219630846,3.0900021197093044,0.09074247102081132,154.1109049751791,conventional,medium,renewable,2518.4413951792058,478.0452026435671,31.066883763736506,4731.320316430482,10.209126698344395,1456.324821781913,0.7567411929225079,629.4652329409912,2.226374256987916,0.12046187735070595
ren_182,0.1143651849519272,0.040136180020074255,2.546378880149561,0.1446425390324949,170.93492131708462,conventional,low,renewable,3611.3877364410273,750.2737652748258,17.8499899852694,2223.6359953035953,19.837826337004145,523.4855567664878,0.7202537183130719,643.7259363876952,2.2013126919688757,0.12482762012471338
ren_011,0.06734853373575084,0.06714394147608532,2.1923636789494143,0.1266567218475305,387.51807721202584,conventional,high,renewable,4155.19270933787,705.3248429963273,24.9898076966833,3114.5856243711805,10.561557965291865,2331.1647223455443,0.6837693272965047,313.31605725971013,2.5956605366491634,0.13092091511629905
ren_066,0.10953805073240602,0.07768229189337134,3.1967176263027204,0.10711547984485775,269.4953207254393,conventional,low,renewable,5943.278542055516,1389.7051180132205,52.8643068089512,1456.3376025177508,7.645367602524867,1472.3948667146697,0.797238002598096,708.9257975585814,2.531070583106807,0.11993987721551101
ren_034,0.11991634759031666,0.04311372133698663,2.6700810687197314,0.13533636669192184,393.7890529868838,recycled,high,renewable,2584.3471209061963,867.4927415824363,33.292840353392734,2366.6813758490657,7.162314192039698,1609.9236510064788,0.7528928103046241,475.9180160376643,2.5862282702935078,0.11328670764951304
ren_096,0.10870527866207648,0.038593831172670214,2.9378005675731003,0.08367663025469244,339.3550017147815,recycled,high,renewable,3541.1282492106257,308.40195921923737,33.80762730185615,4159.92537749645,9.82984816460014,1130.7027528546278,0.676819325720715,571.2465937274083,2.6900452038389124,0.11599025199659813
ren_009,0.105967950798461,0.039536153268938515,2.7506559670028476,0.1307735090131713,240.60544618976505,conventional,medium,renewable,3896.765954812226,1413.8501399674333,32.85799043236846,1128.5118096104743,13.657591346262421,2860.137801667079,0.687926125118314,560.8322127731608,2.6179860207574785,0.1311756910148246
ren_070,0.1308982418348287,0.04582178314545979,3.49886073470057,0.09308522758466106,244.71839295813496,conventional,low,renewable,3000.6063131574238,1049.0436620460405,43.926254227615594,1647.7133669040963,5.4973729200605,1639.4530360658478,0.7285305681966024,561.350951305913,2.8317626902290596,0.11316923830523291
ren_047,0.13116639601732902,0.05267510978885017,2.8103259556958595,0.12503859688562036,281.02480513894443,conventional,medium,renewable,3962.4131341088096,330.5185478257565,53.02111143408069,193.12153635578488,11.270279354785943,2179.8259866491144,0.7434659720512222,443.902511621837,2.4472422629473596,0.1330365512495982
ren_059,0.13892965454290251,0.03404131321437914,2.7041335176011683,0.05606031986294221,265.94959498992756,recycled,high,renewable,6950.856788275849,2487.2098270337547,22.352086116641757,3468.332978819215,7.353901319540312,776.8179685481771,0.7533457430975338,363.478156179066,3.13911962746694,0.11625095970586664
ren_064,0.10899157582734248,0.056371929761748645,2.404791372166391,0.054288087083273186,269.4282696057115,recycled,high,renewable,6818.450168485627,2089.807435078725,15.171110452308483,2811.5506537199717,7.621650880208334,830.1232719018608,0.6903898201755618,598.9079374725561,2.722523494675344,0.12466636356373557
ren_022,0.10754772389304638,0.018801280603063915,2.1846282718130343,0.05326799031176533,243.77594487843896,conventional,medium,renewable,5405.20982788273,257.42083619493746,28.9020859693819,2262.8106948451114,9.201470912337216,172.21873885715036,0.6876701751856703,604.3305800246534,2.959197457444721,0.10577527526844802
ren_029,0.11087657992528714,0.0756666624516725,1.6478860774585948,0.16834940944489588,199.9961751688885,conventional,low,renewable,4575.945171600981,643.654838307941,25.77962618245631,2128.2589092864646,15.453731704091354,1503.1489004960258,0.6986559994574292,730.5290378993451,2.840618171937963,0.1295070332772823
ren_031,0.10296947902360687,0.07992828001106611,3.028743406844249,0.1219385943246247,310.69287325404486,conventional,low,renewable,3853.023395574083,2704.6058002835694,49.301114828398816,4303.817890100712,2.9365496392784927,1286.2124781649645,0.766504030238031,549.4602641263434,3.1350077321687624,0.1174185720628127
ren_162,0.12774813452793854,0.06685244090080694,2.3344354965243133,0.08137859160179056,242.9197030784125,recycled,low,renewable,4609.3271025195345,1749.0775748970248,1.9020636591209978,2356.952632724471,8.66818048859477,2261.2068710136737,0.6259698764271556,480.31986002859753,2.2684343528283115,0.12258867901638296
ren_016,0.1289275515985606,0.05719243349025481,2.7451055913698132,0.11813291580129445,334.50546231344674,recycled,medium,renewable,3782.1622857963134,1677.4779942117002,28.05906349496193,4974.399077785012,8.046256247066188,875.1875316564383,0.7385781181400953,445.54904956964685,2.68606795865181,0.1205735897370724
ren_022,0.09402598529043817,0.04705447514210997,2.405464943947288,0.16167400978199856,298.2123654741988,recycled,low,renewable,1585.35589171208,394.239430175939,47.689451159991314,4166.7968695796835,6.283461399265786,1305.0122382094637,0.7465013182211643,573.7911301672664,2.481975663022792,0.11511130556208024
ren_019,0.09751208643261963,0.07194735673248082,2.7842852103233824,0.10197151242939295,416.2482116006072,conventional,high,renewable,2147.8828297080654,1320.7537685035932,35.293485179782145,3295.019456765884,5.756456329866607,1199.8485887862187,0.6916652385899134,618.4416548665339,2.840819554376992,0.11306171552814855
ren_034,0.11034146521735586,0.059904953210397995,2.8685254908827758,0.07253746587197066,311.35480985435476,recycled,high,renewable,4980.105883167105,450.4632657389143,57.792196771693455,4586.159215497639,6.838657174416452,1124.0211571277173,0.7235741702030264,569.6799544635878,2.7440825596716243,0.12386779044706878
ren_100,0.10982635197493158,0.05223905141214535,3.635742578045005,0.11695106658457029,276.88647628460967,conventional,low,renewable,3717.8986623319915,451.9260043421931,55.06082768748484,2631.2000438058662,8.752041064120537,1008.5646056544082,0.7236215497226305,411.11555138489825,2.769845271399486,0.12957956035138277
ren_184,0.09907548818722126,0.03325843787242458,2.64091876322542,0.10595964915089559,293.1970936581071,recycled,high,renewable,6535.320508075572,1585.3623849599055,31.973853568307476,1097.9015098129971,19.494385984533295,518.2813533210767,0.759747226975868,431.1820504360571,2.49427287914276,0.12268192666647067
ren_149,0.13313703290948672,0.032340975538279054,2.8500863318555187,0.08403803310012753,260.4224936538869,conventional,medium,renewable,2598.9855974858824,994.6662722039594,24.96326421068929,3877.596705126802,5.7156562229526235,1205.1259286485113,0.6910808699590911,577.8481866592552,2.6134681025520985,0.11881036085185696
ren_002,0.11019311194772143,0.03257728742698708,2.8486508530526797,0.03259471529244411,408.8067742330012,conventional,medium,renewable,3133.742324388797,747.5017428614194,41.45808555153895,3073.8405678021604,10.646457272860063,711.5760634022109,0.7484029999659042,511.7222726585144,2.788361292265963,0.11723593326170854
ren_120,0.08510866821670718,0.04556876644897952,3.1511843791359486,0.12210836841149642,311.84824114818906,conventional,low,renewable,3958.787324529838,556.0696827337447,34.22094460397339,3476.3087919763702,3.526877936950319,2236.4576729936352,0.7370222222433424,591.0960355983499,2.5082507001751937,0.12235728250784066
ren_190,0.11698700881187622,0.04424452296650899,3.7222867487410927,0.08558210573504235,279.505457040881,recycled,high,renewable,5505.60135877891,293.3308254569489,68.14817753424629,3637.822244785095,9.037703515663637,1846.7244645036603,0.7558663909512857,618.2818011852289,2.9631499685415625,0.11068931006028346
ren_116,0.12460359905151128,0.057509523151858775,2.3486395953337436,0.046115775947677205,326.6314284234454,conventional,high,renewable,3162.5196633820824,1549.1914456077059,63.01668737899266,2043.2181112261744,7.469233734771519,714.2238955593806,0.6890623781139165,606.87039142315,2.6920508926523867,0.11679705224413496
ren_049,0.10181852094174554,0.04912437661547531,4.170920195513358,0.0793376183881905,418.6523860948139,recycled,low,renewable,5563.313823264226,1208.9753317278305,0.164,4189.0477370912495,10.2741645489738,1029.0916306263757,0.7705782160634725,521.3259852217735,2.736784277100407,0.12425659768446969
ren_082,0.130920260263768,0.06856814209598437,3.3011904459738894,0.07541247055132239,194.04447610675294,conventional,low,renewable,1699.7261146686128,663.8645699865901,29.29367000777757,2886.1742153001314,11.972950255985133,1278.5248464414176,0.7338738376360457,471.62741518071914,2.7613296037675825,0.1266153317020226
ren_178,0.11803923071126617,0.07663874072376713,2.7838193689337927,0.06183377352388532,441.8776420479385,conventional,medium,renewable,3808.5836809623606,1980.0499611769626,26.97359433407157,263.2902196079858,11.340738491123897,770.3722486632455,0.7049915161375623,544.5119100420617,2.412975906052646,0.11432647274576771
ren_022,0.11798423923157854,0.039865211559091944,3.1335948312559156,0.0890805800462806,228.67308048696822,recycled,medium,renewable,3372.721628071983,1824.650091773485,42.369541492196305,3244.489812796591,8.763017466288929,1164.2073641228449,0.6758619178264469,614.1878216771345,2.8613318428790846,0.12189312949197935
ren_115,0.11054121554253463,0.042062879442457415,3.3821994095132877,0.06010713635269166,118.88974420849271,conventional,high,renewable,5340.004080285269,780.3748194486136,42.23624193164114,1955.6505779058555,4.385451881905838,700.7969962411732,0.6639160184745474,509.1274796884166,2.902826588404221,0.12685862656956923
ren_029,0.09740074637006271,0.037305816227198564,3.2014181783149347,0.11433658804161938,353.5930041136337,conventional,high,renewable,3818.550543981979,614.6752858070794,53.046422116472314,2529.65263860891,14.74552742047895,1441.6783490901005,0.7519582846189132,643.7070610484534,2.471271086642466,0.12133922310127623
ren_104,0.12542879409684263,0.04783525160336409,4.016716359102138,0.0881315538658386,509.93896013346273,conventional,high,renewable,5934.4087828413685,1715.0350344584926,81.59782752257493,4707.675172577907,12.959939824038589,1032.2966775939942,0.7224061978853384,533.1830371803179,2.5972852759059117,0.1290204064562114
ren_182,0.10630936476778204,0.07050472755827147,3.5549400465596577,0.08671161947724759,335.29985213417376,conventional,medium,renewable,4941.646204208368,1608.5137113149794,21.68888499272447,3604.3484430269214,17.395531549737743,1048.863672197015,0.7512121993479054,544.8789369046325,2.76678402702268,0.11604025354028932
ren_136,0.09760683720410851,0.031511602048432466,2.8426174595571974,0.062421547571411114,280.26968789043457,conventional,medium,renewable,4496.9281713728315,1955.0948816745301,34.60806085879016,4200.068747498499,16.157575526083498,2160.4234139129135,0.797386470108281,552.014298085598,2.7556222936728303,0.10519252341934059
ren_141,0.1007762555053388,0.07023762647660381,2.9878678564538133,0.07734645901391761,209.5498680109938,conventional,low,renewable,2605.3897057684485,931.7361189107073,41.88377486474502,2713.1506143417396,10.108125617614602,1181.2773020726327,0.745506184213302,718.868742291727,2.4832594520708513,0.1265978105332649
ren_186,0.12344689987745983,0.07651371337351584,2.914607923962967,0.1290083326812156,300.6608222983405,recycled,high,renewable,5643.10928840885,1405.2156991473696,52.923314112884135,1888.5880613977768,9.33691915279303,1682.27897785448,0.7250836213393548,597.6324263553904,2.3531802436876794,0.12255501745884174
ren_157,0.11700898931872822,0.051433659713407874,2.9965029918865174,0.14730956191411826,252.88213468133688,conventional,medium,renewable,3586.614096219135,1080.5398582359828,29.76550362946599,3215.073071364641,17.669619761286036,1010.7225077805559,0.7024149527184453,651.1309307681188,2.608385753384054,0.11902268178339916
ren_037,0.12514149024720506,0.06149500613175813,3.631380402381062,0.1762243557729082,309.8687535633139,conventional,medium,renewable,7980.2569885171215,791.0672483217456,59.201749170348464,5257.703907205287,9.149082928653382,1120.83621027876,0.7475526821953612,570.9720870089667,2.6342942753157264,0.1260825063215046
ren_108,0.09070326826224306,0.05069329426084433,3.5012746047506758,0.09698811464836433,242.75560743492227,recycled,medium,renewable,3894.036595674813,1077.7779472219756,48.709104074795775,4190.935821015206,7.567494168697921,1149.4904255104334,0.6832025157204507,551.299195265431,2.50073899972836,0.11293568434067923
ren_099,0.14557087193921409,0.05005823464251147,3.718248586585515,0.09977363564018474,419.479759203174,conventional,low,renewable,2520.35872620187,4.3848,37.09888837287271,2539.6543113298276,7.074509212342085,960.734872575139,0.7361789094701908,569.009494867842,3.173907852112045,0.12506805031540807
