id,outer_radius_m,inner_radius_m,length_m,volume_m3,weight_kg,route,ore_grade,energy_route,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,transport_cost_usd,manufacturing_cost_per_unit,quality_score,distance_km,price_per_kg_usd,electricity_kwh.1
non_126,0.119647425932186,0.04357874848276021,2.7244776852999846,0.08350558626333043,353.96337068012485,recycled,high,non_renewable,5269.312765228074,1485.7506045168143,36.6736649582943,1165.3656551955337,14.372267661719974,1853.1075046549374,0.7285690338341533,557.4103232267672,2.8063611587575954,0.0980941120492713
non_144,0.08913656128798822,0.02011440931649533,4.421022681587345,0.12367504169503216,207.77540757736503,conventional,medium,non_renewable,6708.862089391008,2788.191937479452,58.81941885850947,3015.7837652945645,1.0720769839659567,1242.560010971528,0.677930462166632,570.2623980854045,2.9335288605403838,0.08704714446932546
non_144,0.14187029734103376,0.04437730918150904,2.5052760168906,0.05313730593859562,264.55245416187137,conventional,high,non_renewable,1501.2388492033983,2681.975366902686,37.51330393466145,5092.612458148018,13.87323243129153,1559.167529666304,0.7061124789052288,631.3024725418447,2.4183581744341294,0.09163454636704106
non_006,0.11417091935464618,0.03891360918269587,2.776374708550044,0.0821171516286242,260.23522748588164,conventional,high,non_renewable,5592.483536485001,3779.9502016017486,64.37300178387876,853.5817249556831,12.249786334272502,647.1133057290654,0.6976088038977384,708.1216054893606,2.573778815113567,0.08534133061616694
non_187,0.12228413820506051,0.06227599034118493,3.241144090156315,0.08578768001406459,320.99290344133817,conventional,high,non_renewable,3400.855804393389,1498.2386872357076,33.58201544434798,2696.8357259328795,9.38758288027265,1274.707681214919,0.7852689599661092,508.36087225336723,2.741969555993814,0.09996361596135171
non_168,0.10230414795779261,0.03024656389378068,2.715097152695071,0.12584376086212049,186.45158508349584,recycled,medium,non_renewable,3699.991462209728,4020.742091045051,37.98759912871852,2378.1271167263503,4.7254467721113045,950.3433139844849,0.6814236510958078,643.732320971143,2.916347255709436,0.08253685066845677
non_181,0.0947710539108696,0.0625359058648094,3.0970545004556524,0.12772915951996708,220.79719077579608,recycled,low,non_renewable,2954.464717826689,5818.421585508538,40.68257086986736,3207.5163066560685,14.268187665340006,965.4691421569771,0.680544801354412,659.9083825903732,2.6065971432437296,0.09241567778068788
non_008,0.13163101323728094,0.0645577111527947,3.141498126292054,0.0760781076590912,268.1849649644837,conventional,high,non_renewable,5947.857759076704,20.648,54.211394933633855,2121.1506981359516,10.923323758444909,2184.0573636288304,0.6841166074232536,637.7816153953959,2.4871773240933033,0.08161901520019414
non_139,0.0922501368115527,0.025162617096527392,2.781330422510956,0.10408243488004632,227.04189575077487,conventional,medium,non_renewable,2594.159321874391,3547.945441511084,31.627028087759147,3867.731858717478,7.578976541636463,1091.0957876677671,0.8003020852183088,525.9795244030998,2.624293298366596,0.09023040496285711
non_015,0.07545003843578348,0.050980494014171686,3.20531156010496,0.08525706960877016,88.14187299242931,recycled,high,non_renewable,4719.230287369923,3181.047381002971,19.20809092738801,2043.760406086017,5.821583878020203,1790.0069313737915,0.7668129989924636,720.2805384750975,2.742527590595631,0.09440938381170862
non_180,0.12386835346656642,0.036900910150452874,3.2925812978699254,0.0597449411446484,97.38743850279036,conventional,medium,non_renewable,6116.066779358318,3517.8018716954944,55.36048759586827,4027.959722386366,9.25134936748204,1164.2733713886353,0.6821952821709163,282.57360882782325,2.793377223013759,0.09061493685491387
non_112,0.12122293501822705,0.04440355676682668,2.650084711452127,0.04144278715616033,228.62114132750412,conventional,low,non_renewable,1037.1418695960201,2996.1615824750934,14.463256111832319,2955.530582948084,4.68964602181058,1465.2472273935225,0.6152868904534653,607.685803538148,2.5765659607999436,0.08967535842003525
non_022,0.1243062833764366,0.041610578953477154,1.8954952798196107,0.11318846497982307,471.21793635928304,conventional,low,non_renewable,4964.316429807848,1390.534293248106,44.474741984450894,2658.045922532663,13.733346581630661,854.4904500461892,0.7039074729606165,382.7272232489372,2.0522358041495257,0.09800370640092762
non_027,0.08877262616629761,0.049469546618493176,3.2344036883749894,0.09234542104931522,248.79245386061606,recycled,low,non_renewable,5296.91505647914,4312.471894512758,61.08003134547478,3375.6875869336754,4.970496880291365,1782.2693844368466,0.6776833259270718,725.2822435693527,2.3068414958987185,0.08603038473659652
non_175,0.10195084124208313,0.038425405126648465,3.5936054527307535,0.14562929403799227,352.2742105246542,conventional,medium,non_renewable,3932.9802340468586,3012.243270549729,14.411450224677303,2402.3773842722358,5.000434833159753,265.85877048334714,0.6671408250120878,395.1451919364555,2.9674181735681593,0.09656655046430274
non_183,0.11128012471325273,0.04841575497114007,2.9726552177335472,0.14148554616633804,252.8578327869869,recycled,high,non_renewable,6761.5395077127905,2068.9006830994012,56.58983181056146,2974.6749504543927,11.219068792082169,1165.5039543123796,0.7038723796609564,678.7949167930961,2.9731037028726472,0.1000258547155342
non_117,0.1153274944655453,0.0560995093337643,2.5211670921681235,0.07641290333723674,44.18215593151382,recycled,high,non_renewable,3856.1041122263387,4279.5005055686215,38.21476851974016,5286.531520091239,16.2845308839036,1126.2981499920247,0.799553526550555,488.17993962597177,3.1244878913403853,0.09875888146536277
non_154,0.09246739404077789,0.058414568411897634,2.538633790079901,0.11143431448948675,200.5013734159388,recycled,medium,non_renewable,3223.011634422133,2141.1511998898395,48.61773611811894,810.5775029933648,17.212692539796144,378.8789326334402,0.6954794271513227,488.7260128747273,2.0749647611435607,0.08625090394302908
non_137,0.06762046557109336,0.07723795845618578,3.345200141174154,0.11868089766615579,171.93602055494637,conventional,high,non_renewable,5049.047085593045,2777.7705069910426,23.62846069079222,2762.031403443901,12.499280351674178,541.213398215811,0.7616874132168503,520.2266775694812,3.0292408370056396,0.09259575834180109
non_106,0.11639962520782643,0.06106662923059658,2.7604338396240027,0.1147672790253108,76.7350899043216,conventional,high,non_renewable,4250.796574820478,3670.878685690625,48.40284209289295,2313.9539425492603,10.303690841862709,1355.0037619397108,0.6013424982988682,555.7969009637233,2.5785476971861288,0.09442943696696017
non_007,0.10667388937171161,0.06721880467952322,3.1562645251955357,0.11646918220015244,47.53282081783826,recycled,high,non_renewable,4016.7666370545153,2737.543581245829,21.04767380906558,5131.6183813014795,9.545329725182164,1010.7311211840258,0.6622703661343059,457.0335296993341,3.350579402302636,0.08482748947384376
non_182,0.11710592971997118,0.03955180641998646,3.3804558168516814,0.07172224808934344,110.60904253285244,recycled,medium,non_renewable,6043.770397874343,615.6648554128592,19.213914120510307,4976.15382892735,9.1755669036411,1094.1925480372947,0.7708584828906314,747.5671053672202,2.585782609507151,0.09364513397509992
non_106,0.11243668375670685,0.05621373386447838,3.1671571127114615,0.10122399594537942,147.37705110032397,conventional,low,non_renewable,2452.002127077685,3163.974652481161,36.558685793856796,1721.2528912377275,8.536004025465973,916.9792180568467,0.7077295265244592,566.7238890944253,2.500931383983609,0.08943886696132942
non_100,0.10461280327375119,0.059553874543174345,2.6966372401201344,0.06643968863990372,365.87670420415543,conventional,low,non_renewable,2666.5637309977183,4014.077683776815,20.080589388881684,2779.6060099412407,5.707397312044516,785.5947741563409,0.6902082422063663,463.12742877774554,2.9067176399013244,0.09480911969616516
non_091,0.1108401773334811,0.05710323892873346,2.8129664252023985,0.16207351288957633,308.0995295874214,conventional,high,non_renewable,7118.959356561025,3419.602753912356,14.976868567985104,2495.854574874988,10.88829384567308,1721.0557455675025,0.7414507359021253,484.46191156945576,2.28917627019744,0.08641153611758594
non_157,0.12356884911860967,0.05154679007640424,2.9728049987255005,0.09289021242409425,220.03975824401178,conventional,low,non_renewable,1553.9681568292426,3901.893945275726,31.240317046340902,2883.2048481963934,5.957326119482715,442.39687653149065,0.8002304411956986,619.1897816378932,3.119049026002443,0.08552415065392696
non_088,0.0745970325608241,0.05360305179704611,2.6631360128378265,0.16115827435964936,220.4221489487963,recycled,low,non_renewable,3572.8139409338924,2679.9358382757678,74.35340591943697,4449.997290661528,10.217095062654442,1027.6493110246033,0.6886423798940444,570.1403917863146,2.531044136200332,0.09058493177482861
non_062,0.1385781589840551,0.050798433800580654,3.1099469071030237,0.07339483926384292,177.34177095636124,recycled,high,non_renewable,4392.804597100007,1382.5680586042051,45.35158841775845,3624.9421417759745,7.9626475447099505,1337.1860551766806,0.7033796004947203,609.1891400027831,2.4320657999011894,0.08904522527130013
non_166,0.07813269271688233,0.044415582033553294,2.6529869622875033,0.07197639667458626,167.56455147681197,conventional,high,non_renewable,4207.418072616675,3098.6953615235057,37.254761625046655,3304.430218178678,7.116663516450179,1562.5108095700496,0.7417889064452452,606.0822817207768,2.6164029057116744,0.0935021205478484
non_165,0.09507022729479908,0.0280479274216399,3.4904630121298776,0.09673808915417063,444.3186035195341,recycled,medium,non_renewable,2780.3249867611685,850.8343978279468,13.248756804252452,2835.790854529096,12.38298108074785,1173.5832847953566,0.7569880979160378,626.3642866876766,2.6815486374070154,0.0895484858369063
non_200,0.09741902803020414,0.053818147211112874,3.1428491707450785,0.11506190364575103,296.5876406401638,conventional,low,non_renewable,2376.612065553887,3603.8200922364686,43.827491347106495,5314.9550847561695,8.558942349123537,873.4453576192822,0.7555492864137784,601.1806530456264,2.579159661612666,0.09000323422590667
non_107,0.12072269506573215,0.04423634252681048,3.533421304991498,0.0692923830145019,260.4401795556893,conventional,low,non_renewable,3697.6644464349256,3099.097880934798,58.69716290001393,5168.30154064674,12.835350824142678,226.90578374240874,0.7588037158490254,700.0856661817695,2.8276330337124067,0.0913554002702378
non_114,0.09587067922232217,0.030457299871166528,3.510750549769493,0.14484832137126907,229.2037945545367,recycled,high,non_renewable,1672.6445805774047,1899.6809617077865,28.687784739050485,3594.0065663809037,5.050695148969751,1546.2482917295517,0.7013405228594592,426.9080039509712,2.6655668228209377,0.09209625039634019
non_039,0.09875894491666999,0.03662064475358177,2.4784802539926245,0.018540048179897836,287.1567590937731,conventional,high,non_renewable,4373.747610956456,2486.671895756645,60.93140794963382,343.6735322676982,7.2919640425722205,865.9522799437931,0.8041680530729792,580.454051037171,2.779791018104264,0.08991695218443752
non_087,0.10434141059096425,0.04072727559705279,4.3751746293314415,0.07794224045364136,381.2572018058572,recycled,high,non_renewable,3123.699273929289,3215.921738785884,49.25446328017965,4063.7958074198796,3.997453322205822,1596.66017847689,0.660598190678638,445.1170363852709,2.6571890254987176,0.08760699470726295
non_187,0.09549888151236999,0.040702909085386096,2.8834938280811317,0.13616189925796568,265.7189794116015,conventional,high,non_renewable,1286.1479762001431,4747.173565121996,53.63979254933394,1624.9750315874528,12.84656204332668,1082.320491623239,0.7556463386533514,746.133328769785,2.709469428951288,0.08323301817444552
non_090,0.10183299608652004,0.056471247791175086,2.4952993672682977,0.0884460281076835,75.74437117539134,recycled,low,non_renewable,3466.4817745383725,2901.4684794738887,29.35995056961631,4882.243790339238,11.176196831191769,1279.9198106921735,0.6718316898024383,553.2472831266144,2.457710296721675,0.0893712226084915
non_168,0.14034539664364273,0.06093784942936498,3.4966387530417387,0.06448725767095344,216.60353632964672,conventional,low,non_renewable,1612.7428686180374,775.5100834210434,7.9294577210990305,363.1034330933194,6.631495704602408,1240.1979956952903,0.7379623659447497,561.4653375103527,2.8038148600396,0.08256321745065151
non_102,0.09892936519824712,0.044508414052951875,2.6872563196250776,0.1393552219241544,164.97850664605718,conventional,high,non_renewable,4359.243309901494,2857.9188217037417,6.508648550092062,1655.5741956528782,12.322702153657897,226.2805698008508,0.6979520924021653,499.5990278017256,2.4737479668315867,0.08908529591523784
non_019,0.09058952000221789,0.04596959114048553,3.6881025236170792,0.09888462094883495,228.36905074196994,conventional,medium,non_renewable,2962.4759292232397,3201.714732925807,5.863827037868255,5036.825663318406,12.71451607208606,1982.1223780739565,0.7243926908938247,509.2893072554284,3.0892089320224807,0.08351042550591761
non_072,0.13150080358516558,0.08074738922498945,2.7430430472767107,0.10803165696115985,190.59694841520184,conventional,low,non_renewable,3244.981556154535,4446.224880172993,26.352346077398515,2698.0384216620605,5.3380246466359615,1762.5223979275129,0.742832767124229,626.3461140868075,2.6301416093209573,0.09458186303831849
non_069,0.10451382445616174,0.051989452021103576,3.4039168925656567,0.1524525409787074,182.12158305200805,conventional,medium,non_renewable,4805.6951122073315,4450.519041163429,75.4694191735228,196.5472228711551,14.397981794048983,518.2639272882305,0.7433965984600329,539.974479831403,2.8709979492360445,0.09752273220465198
non_197,0.11251160351006162,0.03784064020175426,2.828349921357367,0.10024599535468644,87.08989673833463,recycled,high,non_renewable,2883.083494248306,3116.4996042878583,38.344414196763886,3816.757237481338,9.911246643964438,1322.6761422065588,0.6914993496299146,530.0541497110246,2.9643447881558025,0.08650871852643621
non_153,0.08599245150143553,0.06715601559768103,3.4449704873683875,0.11302320073183247,206.87336717195618,conventional,medium,non_renewable,2974.3233109538005,3594.7081458622483,56.66514612156726,1925.739532564775,12.773165957621615,1820.746410002755,0.7322947880003713,721.7877063089861,2.609667415181783,0.08802323516721332
non_124,0.11836767494403817,0.03257785389275892,3.3498805556170663,0.09013513555139631,264.566099775166,recycled,high,non_renewable,4346.019926833729,1615.5373770015146,48.64553392833258,2225.992984897004,0.0304,1061.8025412902691,0.7126186474837888,563.3519097982315,3.3452533443226207,0.08106603927658769
non_128,0.12089327544178174,0.0670633230274834,2.4843959744018056,0.06630873559437939,330.7651457598213,recycled,low,non_renewable,4647.444269727417,2231.625539788775,55.956322131577,3047.6328499911415,14.853219504185441,665.3608086178226,0.7173832076316802,652.8418604330637,2.7616310358506655,0.08827424909526663
non_166,0.10411853958638201,0.041817886789430755,1.2361020885047953,0.12163835225955305,244.443076852388,conventional,medium,non_renewable,4207.6389738597545,5721.405859865841,32.77345376334288,4603.700984260472,3.912328646519744,1924.1095732871213,0.7255680261272188,635.0668001683079,2.737889191761045,0.09109276840855164
non_098,0.11699046999492507,0.04542987245137007,2.2901974711270805,0.070903429104298,208.08880153877928,conventional,medium,non_renewable,3249.392805196524,3248.693134080506,29.476765603887372,4620.251640555192,12.114748314859522,1021.7315267524727,0.7578730939897895,545.8900153883842,2.9493948788599136,0.08757495487502315
non_177,0.13272083537570484,0.058182052370876196,3.1771192691852215,0.17229738402662942,223.48317019129894,conventional,high,non_renewable,8882.354822055519,2774.469860519189,57.01912021862128,2801.5221068925425,12.108550491155091,774.0731386864592,0.7872677098051899,618.9769606821145,2.7136492660889897,0.09678279723270879
non_177,0.10316082995401457,0.025490999541742623,2.62369425105737,0.15860591298882634,144.40489207920257,recycled,low,non_renewable,2395.69204289239,1908.8094247575912,28.377689587065532,1757.2079324539288,10.69983927799318,932.304122771972,0.7697132826276242,492.22081188994673,2.373779702748658,0.0929656961035415
non_142,0.1248932393828178,0.057728677817222684,2.414802294912019,0.12459557060414404,456.35076030608,conventional,medium,non_renewable,4317.950421954547,2666.492071662085,63.09420072749241,4270.265451404381,8.527614173260003,1146.923097933557,0.6560185806030185,615.7417192495441,2.504812848643654,0.08390886134532621
non_092,0.12629191013753227,0.03119598199402948,2.9238658344613317,0.10572447815771625,287.1496348000877,recycled,medium,non_renewable,2584.8542302083356,2939.9357557173485,55.81540785662738,3977.667902167964,10.20467874901408,701.9955441868544,0.715360929011713,560.8979299961479,2.5257002487075426,0.08559885664338537
non_013,0.09801977423087914,0.03321716925809301,3.6789771252099137,0.058944229271820546,224.17214404588057,conventional,medium,non_renewable,2811.7638576527975,1458.8417952730565,54.6226324836069,3454.3277618174134,1.9245325062851082,708.4352113151903,0.7098396251295166,477.0458639131561,2.3311352455238885,0.08370597324602266
non_142,0.08941282873474114,0.055522718956797994,3.997310371252091,0.10254828047988312,229.88625131903362,conventional,high,non_renewable,3624.745812153892,3899.8682322752047,21.524914010047272,3328.9891086146704,14.346328303890168,75.38336010540161,0.7082689484263051,612.0882888943038,2.708189015803904,0.08794914706025725
non_184,0.09565822843990081,0.05471502205706252,3.499353811565825,0.08442252838552804,210.7153898190293,conventional,low,non_renewable,4804.729403667018,3129.5580607964166,51.94873774787066,5096.699503723646,12.534870167449496,1301.3513644118534,0.7516531570950167,730.2307884942617,2.834648530053603,0.09212116023845907
non_125,0.11068428206693551,0.05781649662777265,3.911201113347525,0.04542600156276426,197.20929681372047,conventional,low,non_renewable,3097.0091741013607,1783.5754928458957,62.56767740906443,1328.868524355035,6.147897468084738,945.3854655888708,0.7204537747899193,638.0077833316973,3.0543571130986216,0.09175748007988077
non_013,0.08910626853743733,0.045031782903452694,2.690894592767796,0.06790997491932635,270.3617051823828,conventional,high,non_renewable,4851.178426374001,2378.6937904692654,86.34571581169229,2647.9581759033194,15.513850352178581,1314.2749862292462,0.7221079013735272,590.8886947725947,2.3022665721297626,0.08683809250515054
non_032,0.1147054855126495,0.06490662150464706,3.5760229191238735,0.08215068417793389,279.5334524310647,conventional,high,non_renewable,5352.099716218303,3485.948624437022,35.88243588542085,4242.584026556936,17.76805047968559,989.9687838220507,0.6951160614454024,525.4365491534845,2.942377342372821,0.09337321935645872
non_021,0.11796048066188337,0.05339737059574465,3.4248220172111727,0.028039123624301415,230.5155185026566,conventional,high,non_renewable,2488.697832954751,3433.32501016024,44.05687902601965,1.9544000000000001,5.3535447783470165,646.5542232512967,0.7603628680634567,620.8554598440343,2.5963870089161682,0.08131830071450931
non_012,0.08315891345753026,0.04809172765420309,3.1482286798928074,0.0606107441500468,193.76453796504222,conventional,medium,non_renewable,5703.1025795789665,5056.650646528844,67.76937544174,2312.929200351637,5.132546650425689,983.299740427834,0.7844876947042349,590.3974454342041,2.2194594023760876,0.09525097430203358
non_128,0.1124093624130566,0.061666958736339005,2.885462237722526,0.16711106762537764,337.2624247371318,conventional,medium,non_renewable,3983.18205917689,3379.8834776618914,31.762143348405097,2969.984665160187,15.000966409454392,1563.9629818882959,0.6922115705654309,661.0931954724799,2.9052808753118,0.08400191305503538
non_078,0.12069142209213116,0.05723083893611789,3.8837004270893267,0.05821512271530945,184.94806130713923,recycled,high,non_renewable,3392.7949942469127,3237.561802463882,0.15360000000000001,4011.678247195752,3.80737036761895,807.7100099939082,0.6935971724757385,482.8346632250639,2.8376074650839374,0.0802237188014516
non_187,0.09182330036343907,0.04610769988974047,3.5363868148998883,0.044699214861868446,360.84688088361133,recycled,medium,non_renewable,4970.694428429748,3118.178043093554,44.637982048830295,2423.482523541519,8.809299073307905,1293.1980975537542,0.6874082727494193,640.2389948240894,2.921714651995804,0.09276777979152846
non_041,0.0971719971814111,0.0322159866786685,3.0289387232817653,0.05367421659495527,229.7772148836189,conventional,low,non_renewable,4846.170026325851,3555.2281759642024,26.41075735000073,765.4849459860216,5.263674975666369,865.6955345250935,0.7572887807711531,516.8539479518713,2.926441689187223,0.08715522913379418
non_061,0.11070761758319496,0.05840245739924638,2.8318358541613424,0.11262516585068195,422.7994958163614,conventional,high,non_renewable,2086.998392995774,3383.0269959540187,20.072070526255434,1510.0332203569183,10.376871744884927,1478.8908790652752,0.7874484894169232,657.6477070146738,2.7407737909490186,0.09229533660477121
non_062,0.10649081409177923,0.03067835708339029,3.1495042456830262,0.09292488461406616,305.9879626313591,conventional,medium,non_renewable,2918.1471956686228,2834.0017786422677,33.93943899457145,2652.562883690347,12.57297253954242,287.721867504227,0.7910720355640877,637.4802037312044,3.003842245547178,0.0854336462901269
non_041,0.10615562248889422,0.03649661681835362,2.730549135488321,0.09458011785800054,267.65931729712804,recycled,high,non_renewable,3667.5468200083137,3149.07065123965,50.18778390960697,2974.9241790941614,0.828589085113169,820.3951399572035,0.6887912970345512,409.0538713125244,3.2927853885694236,0.09041844149694231
non_078,0.07928131879531942,0.031193408208692354,2.8938119022109112,0.10842926506206549,206.31973951618647,conventional,high,non_renewable,2971.7916435683337,3093.968147309773,47.71631879550128,1240.6854086944863,7.716651874563948,616.1672351783517,0.7501454907559608,598.6940768077119,2.521912620805835,0.08750578862860728
non_066,0.09974370969411812,0.051566792442265974,3.5051420100581354,0.11397556469970196,143.68876632592142,conventional,medium,non_renewable,4462.857915651843,5557.007057944844,37.66045020076322,4640.341261104855,5.88443652299301,1129.222428672234,0.6504585133694865,538.8191769508796,2.338359899201557,0.091761481836823
non_132,0.08282157216044815,0.042860455389434185,2.3696395310325618,0.14401177126027398,380.38985571218666,recycled,medium,non_renewable,4543.103902865473,843.4577671241968,55.226932450599385,1393.8026029946996,4.9099810295476525,1104.993171318796,0.7560195535468034,524.856449427138,2.416368322034919,0.09060060507053716
non_011,0.11708545233828202,0.0432083778914597,3.2211336358779015,0.1438644006909219,293.4544481648072,recycled,medium,non_renewable,3251.019680137636,3624.949256764054,60.44229662520834,2367.590461212818,8.291558517972312,1466.1720292508585,0.622883143570742,504.2278234064345,2.425909877080442,0.09251409237385173
non_092,0.11104213547288476,0.0486130458703321,2.8811175432101517,0.1014066731470448,369.17561356768886,conventional,high,non_renewable,6060.250195750425,1859.2088955063664,32.91844494185315,3088.9024366930616,6.86261537750279,977.0014287689182,0.7140996811420475,713.1057176485297,2.504542209942996,0.09722550162248306
non_177,0.10499723616667905,0.044805223828107095,3.251662999143793,0.0635940193759314,218.22622444799197,recycled,medium,non_renewable,4518.2316721761235,1158.511346117497,22.363526404064405,4594.140849812928,5.442331691267808,1196.0442263093453,0.6819359512831866,753.2982177657336,3.094560034735518,0.0881015241178357
non_102,0.1200463057813872,0.05041096097580537,2.7062645590775825,0.12501262844526578,305.4451651144266,recycled,medium,non_renewable,3213.7904597792212,1768.0224010504735,36.353466969358976,2965.2250277425796,6.04505375584556,677.1964514797744,0.7153234376941496,386.7135419404991,2.7282847108397372,0.08915664102985697
non_146,0.10498502209759857,0.0401510475326311,3.0501696364522117,0.11679045261190758,216.86232578876877,conventional,high,non_renewable,5724.85715353027,2866.9773743119877,48.31412228871246,4076.883177927688,6.809280988036967,1937.3071296204498,0.7304573120435062,450.5672889239743,2.4217401740192503,0.0868970060880473
non_047,0.10053983758491752,0.039410540179541875,3.15966043078869,0.11143212580689027,209.92441527919598,conventional,low,non_renewable,5263.348115266418,3963.395385465522,37.94611104633172,2751.8050558300083,13.47268395028333,625.1483003193447,0.7471463207260569,713.3725697359107,2.333152190566414,0.08155443728218709
non_078,0.11788720957751554,0.042991798121338964,3.075123050833707,0.11789528235948488,157.46145043396484,conventional,medium,non_renewable,6164.274636392251,3481.67533614014,49.69171781923745,4292.316800773283,14.970990500933805,1192.0659261963144,0.6840932224824151,558.1950158860643,2.446712337011606,0.09678475506465785
non_080,0.0992099311816148,0.06150027213791505,3.8971899051770893,0.04271387315439702,327.0636633346476,conventional,high,non_renewable,3678.6463533540136,1132.177141751165,44.0263016174932,4477.9228640821575,10.681636936479663,972.4063526347187,0.724323853327415,736.9589500357109,2.653880328507682,0.09092735014501295
non_172,0.09829003866505151,0.018088270368608522,3.1350864169906743,0.07683289040303212,222.26986918860493,conventional,medium,non_renewable,1201.4740534714447,1283.9632064040693,20.492690325087366,2623.9272268896066,13.143623496027395,1450.3050814694752,0.7019095510247573,653.2908041244874,2.8251884096678617,0.09361995849254619
non_136,0.10327492845665909,0.03422014231400321,3.3698673199506817,0.13080608555643744,293.3960604130155,conventional,medium,non_renewable,3953.079783647882,2796.6624562836187,31.757418671631406,2008.9983411537382,11.798993375952183,1662.9150037220859,0.6984909245642265,604.3092665351294,2.5097600276020007,0.08903286751887234
non_191,0.13588589773118168,0.05305059898563462,3.8879060478213594,0.06588664749001574,396.45262503889643,conventional,high,non_renewable,3808.526290806248,4681.89889570804,57.1832495447071,4839.558005740339,13.622017016074611,1104.2551168541886,0.7507915663425866,535.945280044759,2.6081420294415825,0.09176687012586802
non_111,0.07847718595221553,0.031032568401712965,2.974254656700103,0.12549971131407667,250.18345206697575,conventional,medium,non_renewable,1229.776569496602,5659.224215127795,33.4918230809387,950.1053625988218,5.054067100869128,328.2375465107002,0.7630014746569542,462.4580735614662,2.3821715344919117,0.10207272203254998
non_089,0.1028582451250933,0.05980438912523875,3.0779800142211853,0.137486557012445,231.3966134711486,conventional,low,non_renewable,4561.491681418538,3989.046044876295,55.71652450906775,6471.855459574139,18.727580396928342,88.161525560055,0.7090552320259452,560.5573462599572,2.7169931098230515,0.09005338905593097
non_045,0.11328984799938743,0.04289161911284118,3.3339509496247164,0.11754023991173392,286.08480781093544,conventional,high,non_renewable,1421.2255124910112,3427.4900906492985,40.8327848392981,971.858096362602,0.0304,1236.908657318867,0.7304932961245141,546.4038280438491,2.475108641512733,0.08043674329679468
non_192,0.11808659354363896,0.05665300877428562,4.474026195557639,0.08369925016399514,269.719814910161,conventional,low,non_renewable,2575.2594284546185,3908.409376530036,60.10028959677126,1735.133731212354,10.299624580970502,950.8032740201941,0.7218294170359092,581.7664108244687,2.868409591125143,0.08784077034832737
non_064,0.10213525931669351,0.07434972855836056,3.318961143141189,0.10066192237334605,259.78568427706074,conventional,medium,non_renewable,4294.638740495829,2572.955976257886,60.4815049340844,2908.2909614762857,8.698281855571752,1072.637015326418,0.666523542651624,526.7487354422873,2.5857833681390097,0.09001937543377998
non_013,0.08214249783379245,0.02844895834543864,3.08660326723575,0.09551115154533406,422.31736431954454,conventional,low,non_renewable,1190.6167369542495,2892.4718043342923,26.140904266769773,2636.0376191378496,12.42676677781526,1496.1140476409532,0.655176623594802,568.5210941097897,2.892437475240655,0.08548916701746316
non_092,0.09249525880271381,0.07293804094364394,2.930192703013454,0.11169473287940282,188.19613015337967,recycled,medium,non_renewable,5249.807246363564,2436.8980667000437,50.857043275689634,931.7196388531695,8.58421020793033,741.4802166793147,0.6657290342416553,641.9053640881518,2.378089598401856,0.09690567399617428
non_143,0.13853516685453787,0.046646409761998284,3.1332535018826,0.10559258664895901,141.62332922997075,conventional,high,non_renewable,1960.690990948614,2801.6336644264193,11.393414571315358,3432.4492732050753,10.3683451534147,701.41332349499,0.6646897051640451,430.4031260539929,2.918722296306213,0.08436907123596282
non_011,0.0988126295868066,0.059409954154555945,2.841356497650053,0.15515043502598008,256.2172751746024,recycled,medium,non_renewable,3544.39835981654,2226.394713421092,37.99761429555243,4210.530935298382,18.673936023173383,1265.1771328782627,0.677664759119023,559.0738272938661,1.909497370701682,0.094564444175074
non_182,0.08433938798764928,0.04321497695840573,3.567885565851124,0.07379805260518546,338.5103719395716,recycled,low,non_renewable,1524.2900961888358,6705.368480797602,51.73416010032215,1.9544000000000001,15.938056746505946,1980.2448989592608,0.740706125351942,742.8882872191514,2.8734583606847055,0.08930364249901548
non_103,0.09676699194306779,0.04846036999936868,3.6179085726759714,0.10786120984279715,175.71159758093071,conventional,medium,non_renewable,2045.110957568627,3481.5222282176537,25.880988764357852,2788.4819281887544,17.23553587074239,1756.1349673451525,0.8176997031666641,621.4001386109112,2.5324934993086923,0.09319219989124644
non_097,0.11674675115742841,0.052752796049842905,3.1955702208341976,0.08451782856656138,94.95501114525209,recycled,medium,non_renewable,5372.109277455476,5591.712628982537,31.85809561809308,1951.1932496646805,9.578371925929066,1582.3935041224738,0.7495617297980287,537.2334850726277,2.8922875475565863,0.08496968236852837
non_181,0.11584152173817189,0.05633146591086331,2.5164980302432127,0.08409062673355791,214.99673661180728,recycled,high,non_renewable,5224.292566975808,4668.364147642929,49.12866788337893,1433.9143738946548,8.998060016170337,747.9604716828732,0.758574342340692,694.4139208307519,2.483604135481433,0.09194985165448646
non_152,0.10755693302417339,0.04580346207122436,2.972302355009115,0.12602159559561515,316.21399985197615,conventional,high,non_renewable,5079.08314341883,1937.469159422434,43.56958873810404,2071.577740028509,14.856828690571128,707.0671754514307,0.7553545138113075,562.858946473286,2.518745189322466,0.08738176004644058
non_197,0.09258515975469243,0.05559145279056975,3.4484265284138127,0.11141878469360209,250.36003461238286,recycled,medium,non_renewable,3794.096611868213,1942.363487055753,0.15360000000000001,3053.080282952958,20.648710158846498,1014.059636274906,0.7421982144978767,522.9780301622397,2.6927798183387344,0.0958197690026192
