Sample_ID,Grade,Prep_of_Mining__Electricity_kWh,Prep_of_Mining__Carbon_kgCO2e,Prep_of_Mining__NaturalGas_Nm3,Prep_of_Mining__WasteWater_L,Prep_of_Mining__LiquidFuel_L,Prep_of_Mining__Fluorine_g,Prep_of_Mining__SO2_g,Actual_Mining__Electricity_kWh,Actual_Mining__Carbon_kgCO2e,Actual_Mining__NaturalGas_Nm3,Actual_Mining__WasteWater_L,Actual_Mining__LiquidFuel_L,Actual_Mining__Fluorine_g,Actual_Mining__SO2_g,Grinding__Electricity_kWh,Grinding__Carbon_kgCO2e,Grinding__NaturalGas_Nm3,Grinding__WasteWater_L,Grinding__LiquidFuel_L,Grinding__Fluorine_g,Grinding__SO2_g,Pressure_Digestion__Electricity_kWh,Pressure_Digestion__Carbon_kgCO2e,Pressure_Digestion__NaturalGas_Nm3,Pressure_Digestion__WasteWater_L,Pressure_Digestion__LiquidFuel_L,Pressure_Digestion__Fluorine_g,Pressure_Digestion__SO2_g,Clarification__Electricity_kWh,Clarification__Carbon_kgCO2e,Clarification__NaturalGas_Nm3,Clarification__WasteWater_L,Clarification__LiquidFuel_L,Clarification__Fluorine_g,Clarification__SO2_g,Precipitation__Electricity_kWh,Precipitation__Carbon_kgCO2e,Precipitation__NaturalGas_Nm3,Precipitation__WasteWater_L,Precipitation__LiquidFuel_L,Precipitation__Fluorine_g,Precipitation__SO2_g,Seed_Separation__Electricity_kWh,Seed_Separation__Carbon_kgCO2e,Seed_Separation__NaturalGas_Nm3,Seed_Separation__WasteWater_L,Seed_Separation__LiquidFuel_L,Seed_Separation__Fluorine_g,Seed_Separation__SO2_g,Washing_Filtering_1__Electricity_kWh,Washing_Filtering_1__Carbon_kgCO2e,Washing_Filtering_1__NaturalGas_Nm3,Washing_Filtering_1__WasteWater_L,Washing_Filtering_1__LiquidFuel_L,Washing_Filtering_1__Fluorine_g,Washing_Filtering_1__SO2_g,Washing_Filtering_2__Electricity_kWh,Washing_Filtering_2__Carbon_kgCO2e,Washing_Filtering_2__NaturalGas_Nm3,Washing_Filtering_2__WasteWater_L,Washing_Filtering_2__LiquidFuel_L,Washing_Filtering_2__Fluorine_g,Washing_Filtering_2__SO2_g,Calcination__Electricity_kWh,Calcination__Carbon_kgCO2e,Calcination__NaturalGas_Nm3,Calcination__WasteWater_L,Calcination__LiquidFuel_L,Calcination__Fluorine_g,Calcination__SO2_g,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,Total__LiquidFuel_L,flourine_g,so2_g
M-301,Medium,0.019282257275716697,0.012457885897810408,0.001308830469615145,0.15561838444762668,0.004407086071009295,0.0002626462516121674,0.0019438030422541397,0.05331248243132971,0.030550341662402274,0.0038985595703671726,0.3905464810501578,0.011232940422404025,0.0006565131631602901,0.005058649839585485,0.1577026954844049,0.09014226866441774,0.0065891893280514355,0.649222294450475,0.007907726403167819,0.0010281063682272787,0.007128559742741101,0.3531461957254843,0.19753308761241423,0.02579816267357949,1.2687126061899692,0.015436109970907668,0.0015813899042287614,0.009276924473709845,0.12720504876540925,0.0750492263096152,0.0054598679115683045,0.858106940910917,0.005319117717866326,0.0005188044318339769,0.003905341878267239,0.1177930725071078,0.06301842174540793,0.004583225375774798,0.5735086944101184,0.003260465371552356,0.0007911339960699779,0.0031872747891526702,0.06287114602398135,0.036279708130174046,0.00260076682786917,0.39962324689038337,0.0019650738692179766,0.00039459119638105374,0.0026796813600712868,0.08573379321482506,0.051198016301246874,0.0018888470426431316,0.6154443213422095,0.0027421502691688006,0.0003108047992576236,0.0027200599295863622,0.056981358388445195,0.03508941317791968,0.0012970328842914322,0.4126270772000976,0.0018204243379903583,0.0002091568459677304,0.0018360720202595542,0.44848527648662573,0.28639608720397575,0.03970727719348109,0.25078976681828813,0.01895529813423943,0.0012556881762090068,0.011779665410419067,1.4885555379934718,0.8934871262227237,0.09254305213218526,5.5667057206541335,0.07224931515316749,0.007058581084128477,0.04945285452071343
M-302,Medium,0.019733765617375564,0.011979883395212238,0.0012920062011175014,0.15755279690712776,0.0045099758559614235,0.0002629348040564985,0.001999194769384794,0.051592800726375614,0.03172855398274306,0.004051100408484886,0.38964678253951174,0.011042185595783321,0.0006567958321289638,0.0052764957360472015,0.15121664518373293,0.09059386981493665,0.006795350799243226,0.632149608117879,0.007741753057567199,0.0010497119211143402,0.006743677957902418,0.36525000625273335,0.2010571585153577,0.02604993717672708,1.2882272037197946,0.01569300737628647,0.0015585885304830445,0.00901054666341445,0.132640228716474,0.07267060176757438,0.005293563975313572,0.8496676262666449,0.005262652243321283,0.0005091757532820117,0.0037933877053764804,0.11826771095603364,0.06531303796042948,0.004595916362926844,0.5902948610160793,0.0032092823431620135,0.0007765637328289821,0.0031690984585865394,0.06312645911562045,0.036500510714662794,0.0026121743192889443,0.3806344287873043,0.0019794957722892416,0.0004042081281731345,0.002610066174081594,0.08646988074813504,0.050354049823629676,0.0019455380396888496,0.6227291224702806,0.0027048887622708913,0.00032437492321511665,0.0026993479167603442,0.056196662562619605,0.03436822861876486,0.001304448044438803,0.4064405027282321,0.0018091205807048405,0.00020896492978535097,0.0018045822927907737,0.4475858021111951,0.2821002676387426,0.03947647300270326,0.2525781319868908,0.018856632695179208,0.001301112673009392,0.011594274732760272,1.4744709059066983,0.891155062911241,0.09234238098616265,5.561524242693385,0.07249181958217678,0.007124153018843201,0.04966017799823527
M-303,Medium,0.01910946915615665,0.012162710506614478,0.0012888851204419774,0.14741991555636724,0.0044256022498009515,0.0002601474546570633,0.0019436074857891222,0.052090852024869724,0.03234672926340621,0.003931682628531091,0.39254279998699404,0.011074968846361413,0.0006524425734288716,0.005170610192891249,0.14961733517018416,0.09582158368281503,0.006448733258699596,0.6323381009869231,0.007658985971016222,0.0010146791786443702,0.006918042812942598,0.3640539109903646,0.20744244314986382,0.026413835179052197,1.2886475353966562,0.015736167895486784,0.0015848775633207181,0.009035824421358838,0.13005051341114018,0.0740538969260373,0.005262219023533582,0.8323142805746497,0.005305161809248424,0.0005201781910071381,0.003847162249751596,0.11372289695750265,0.06391740108075558,0.004502126138722259,0.5763449097685389,0.0032161270722807648,0.0007842482771828735,0.003181016693928279,0.06459042518070514,0.03749334819274787,0.002591780110581938,0.38133878170530694,0.0018740928778137073,0.0003830905174324479,0.0026448826446909715,0.08821813433423195,0.04875067697446218,0.001959895797701313,0.6333536577330915,0.002764654033680964,0.00031346059698304145,0.0027616889965918485,0.055276775054670144,0.032660192421143604,0.0013252463429787975,0.41393404345686824,0.0017767758719683452,0.00020670504040243333,0.0018488222359409347,0.4528441563588482,0.2812912262536596,0.03887135070397178,0.2605381280185396,0.01938411451958518,0.0013089751722924437,0.011712875209838105,1.4872380469010134,0.8762955808207963,0.09161372113640892,5.602466289595378,0.07291229363685646,0.007051512076965273,0.04944390941804706
M-304,Medium,0.020215173768581958,0.012098804653467124,0.0012445787387519822,0.1528484353983756,0.004448323133963594,0.00026578346534892683,0.0019281134451075886,0.05172515505361549,0.032878802700939146,0.003932701872906888,0.4025899782087638,0.010848547656725048,0.0006639841477732938,0.005014253277492753,0.15300647614197346,0.09231239155064971,0.006502918759913963,0.6424002493408065,0.007643867424848989,0.0010716058061334618,0.007279396323210749,0.35149345469434334,0.20708972378277032,0.02549983934879893,1.2706325353170638,0.015753165605195667,0.0015404582540583388,0.009116961942693683,0.12138443005645563,0.07346258852366211,0.005207388368782547,0.8463866502938323,0.005081171851483225,0.00053152928791802,0.0038679422347176174,0.11747075910394021,0.06621905362695713,0.004518911561042655,0.5750056066600702,0.003259470844759032,0.0007808690257463974,0.0032809327905474798,0.06570498464252021,0.03611024246734427,0.002580537114757967,0.37535735870099163,0.0018487295220557148,0.00039141922469038555,0.0026591376760529213,0.08543570413998243,0.05191803908947264,0.001916888848385304,0.6215899070468704,0.002776137444375092,0.00032030345260207846,0.0027086997094375436,0.05810051044838838,0.03408133563889351,0.001311167435533083,0.40897700220051136,0.0018194979508421648,0.00020538962097729535,0.0018139124902452626,0.44711958072984476,0.2798551777437381,0.040623617878329084,0.2542638318485923,0.01831478650422295,0.0013395502750059684,0.011867524242963773,1.5091148405737727,0.8820173717143882,0.09236528374852289,5.637948433445052,0.07287408960877317,0.006963446917577506,0.04973622627231546
M-305,Medium,0.019505490304526335,0.012326665546056752,0.0012837707402756173,0.14935147920721167,0.004594949311307855,0.0002592074123262172,0.001981907167153354,0.05111396528734754,0.03136905591146357,0.003984396436990514,0.3911806699292666,0.01082275706602931,0.0006839331950944107,0.0051726922792720295,0.15637185730782058,0.09424364313495136,0.00643852495425087,0.6451505788789742,0.007780306025198726,0.001074085761434285,0.00702472156990106,0.3548599527326998,0.20218801227288696,0.025516636649878854,1.3100019211233538,0.015597253754107518,0.0015288040738990671,0.009152701383864934,0.13107019896259786,0.07371938910824921,0.0052245351266915225,0.8656996092523211,0.004955407672541127,0.000517837606768658,0.0038879326994320103,0.12043194228160665,0.06464292651655192,0.0044085627977780385,0.587084220257408,0.0032102383107177252,0.0008038651189983027,0.003266400120818704,0.06455792806510684,0.03686641826373381,0.0026003271109582933,0.3829686766142549,0.001903300719446347,0.00040202072635292605,0.002689574829594199,0.08511152192907566,0.04934610703948625,0.0018777575797425687,0.6326296187302819,0.002696486858803889,0.00031401874713774685,0.0027019076066606444,0.05554178778189971,0.03315345463804137,0.0012990240704465667,0.4103319328917107,0.0018563385700122287,0.00020355981135602807,0.0018394618569685481,0.4513954190688772,0.2859587898696867,0.03866880960323058,0.25072526936235456,0.019061793380680616,0.0013375245167575578,0.011802214877059286,1.4753433293827867,0.8936867181709589,0.09209506442031921,5.6227866797584065,0.07230431533517917,0.0069835981819439796,0.049031928667472684
M-306,Medium,0.019596927318883697,0.012355129649808791,0.0013102670958689627,0.14682283635326596,0.004508854945114272,0.0002632772025397689,0.0018978639771731801,0.05087163055180609,0.03163811155959888,0.0038921777725230327,0.3806079269384603,0.010899021809519571,0.0006366178773549311,0.005163918780171353,0.15660850158995157,0.09454100413406157,0.006667277367671607,0.6255058288861196,0.007918942615898608,0.0010427437724742535,0.007220948130145674,0.368450915961701,0.2097920147662408,0.025471049158461233,1.2728051037978754,0.015725832529143193,0.0015246271312683156,0.009340308649808038,0.12478974823840955,0.07505310277977002,0.005285939371177169,0.8413318038204853,0.005121907479715179,0.0005291034342171783,0.0038429619311069504,0.1141337330401185,0.06378251496996182,0.00457984960552837,0.599728605638343,0.0033351488460705227,0.0007936226234345194,0.003211432442450007,0.06505493181926608,0.03572004180373852,0.0025094342306063036,0.391847486286973,0.0019258752115288936,0.0003911129174508309,0.0025890125508453697,0.08756465068314788,0.049470182048865975,0.001962059766766024,0.6328196838529415,0.0027644968528959717,0.0003304518804887672,0.0026511332753530923,0.057019911448491216,0.03364052025053148,0.0013516549634133776,0.40675505589298994,0.0017877915686437178,0.00020523664190223533,0.0018891880780180876,0.44573676384579114,0.2820575034327919,0.03911271587496418,0.24696473287700887,0.019084453091350213,0.001278973728962851,0.011393449885596383,1.4737464341380668,0.885814472582682,0.09212611525646924,5.644880677758676,0.0738981521129182,0.007112706068858697,0.04905937126882349
M-307,Medium,0.019446547253436804,0.012624814929169307,0.0013140507492775738,0.14905521975508795,0.004412491774465436,0.0002672792967255059,0.0019596059297395025,0.052671219627164964,0.03240261138225082,0.0039001242935867045,0.3916000422591795,0.011124485522894184,0.0006662951144439324,0.0051448537102620415,0.15532914739367018,0.09044725120993347,0.006524097697227286,0.6411354437298924,0.007720888691854011,0.0010377725670560193,0.007152027890321022,0.36165257366987996,0.20696295736079032,0.025371776783729687,1.3141352901238585,0.015541303373162474,0.0015627282541008749,0.009263339588949714,0.12325077729560698,0.07602695058272438,0.005268267189355671,0.8402078702867708,0.005159117743892412,0.0005254368176263015,0.003951376386963385,0.11408769491781764,0.06467063084093644,0.004564115433821817,0.5772681212493647,0.003211819767669832,0.0007768187102336618,0.0032461622789240587,0.06531926083549115,0.03621552013637572,0.002661466271683286,0.3792880012858333,0.0019210625379161646,0.00039556697405175784,0.002625369026180536,0.08606449930718373,0.04878500603145586,0.0019463994030601455,0.63138685122253,0.0026932021283169252,0.0003178793955000107,0.002632481676652351,0.057568010788712654,0.03396189503109501,0.0013582429258072706,0.4234602351503305,0.0018403594053465432,0.00020575764223299608,0.0018065752444083986,0.452933935912651,0.28165852304360545,0.04006709070780708,0.2537628950477645,0.019068160973037738,0.001291434431714024,0.011793031074230374,1.4691057824529918,0.9091573869348418,0.09212814941004381,5.6032086372868095,0.07209190499712134,0.0070074523633101606,0.04945314810361643
M-308,Medium,0.01946486664209532,0.01217546120990961,0.0012863467016276903,0.15429352037221677,0.004446780444516516,0.0002673039863761031,0.001984103159131547,0.051917360517864934,0.03257972370071729,0.0038801408377057344,0.39865960643647125,0.011147558130642521,0.0006599925021038975,0.005006213411994856,0.1503671403261236,0.09117818690095356,0.006448934021019147,0.639645258158383,0.00791042994591999,0.0010057090315297502,0.0072398568368401165,0.3576609107617316,0.20774660138101053,0.025514896553469668,1.3106862981931333,0.015581894319772652,0.0015685131977728052,0.009200327466878157,0.13047552814336402,0.07342844406088356,0.0053628382389814665,0.8390966797831491,0.005243218450457278,0.0005188581022373255,0.0039782225973832835,0.11516683841869582,0.0649097928493894,0.00461758702733385,0.5763819393701934,0.0032505164143550374,0.0007924069109001064,0.003181427300440083,0.06628427826557094,0.03686009344574312,0.0026463556964922896,0.38560573940087395,0.0019341153375206856,0.00041209142324244425,0.002623214416078147,0.08523783257422753,0.05211413853369473,0.0018426980267546747,0.6050454069026506,0.0027543269324398108,0.000301803545771109,0.002667403598544745,0.05898609971519053,0.03389054913487457,0.00132283823169918,0.4297005061830436,0.0018143252351851137,0.00020111896317471205,0.0017939601095442574,0.46172957812620025,0.27739829911178626,0.038109007412831415,0.26921330064635574,0.018921751653845638,0.0013046434782932172,0.011904394837690303,1.4788565492795467,0.8864413149003075,0.09188921731999294,5.65091730028143,0.07366014291115122,0.007054606300843876,0.048972356828773676
M-309,Medium,0.019512618683491273,0.012098616020233119,0.001373392115502704,0.15654955399800044,0.004517882343451289,0.0002586977415776268,0.00198371861734605,0.05223475919669663,0.03194018313103641,0.003850863908210386,0.39395902729133575,0.011537150773726815,0.0006853344864468623,0.005237919485128281,0.15009176836414304,0.09212553822075291,0.006304112292084324,0.6331615118175717,0.007917164677072902,0.0010620022083509906,0.0069039195009709085,0.3633687735494189,0.2033119145418779,0.02541616640730455,1.2789380237655363,0.016163560478722357,0.0015735983639274208,0.009228306660125996,0.1302485579149446,0.07334541955935246,0.005081015870734535,0.8330560385285106,0.00504538634576464,0.0005195944152894139,0.003828623848628647,0.114622081930353,0.06512459983506313,0.004628036085451205,0.6010570008602792,0.0033008789055608565,0.0008041860142818831,0.0032174761379487157,0.06514390848866318,0.035278059639320875,0.002706579842613367,0.38227306419613716,0.0019489433311869534,0.00040688490969277764,0.0025988872684971705,0.0868658508902758,0.05193106920179029,0.0019588996905943947,0.6345741595169112,0.0027294487771556217,0.00031162833758755626,0.0026917429432924598,0.054305665831082345,0.034088992099046825,0.001302105657866639,0.40693413447425136,0.0018554497428693896,0.00021035678312945387,0.0018081003567905227,0.44255371077743066,0.27220404045283486,0.03928512357922196,0.2585342362474009,0.019439067222076334,0.0012572851876207053,0.011601041691876292,1.492901661913051,0.8910290547683072,0.0937364746116729,5.628887197234691,0.07224443956407677,0.007068959765548193,0.049259054539461125
M-310,Medium,0.019693324701057193,0.012101705622675055,0.0013534594077303738,0.15727993856766825,0.00446575502451146,0.0002603724011648571,0.001956229156310264,0.050868053879317233,0.031397450341118814,0.003815374788875482,0.4014439422715092,0.011067897896898628,0.000673976655755486,0.004901215717320774,0.1542722703933027,0.09197802190036435,0.006464976799655408,0.6705266655858023,0.007602863372189313,0.0010389862378885877,0.0070808130935635216,0.36488595019505865,0.2057301182817689,0.025336613186635677,1.2822837648765075,0.016195869396601278,0.0015706626333127905,0.009468902739072556,0.12813735713101126,0.07430579438870032,0.005217461082131318,0.8684861818467342,0.0049844524146898375,0.0005216986926243902,0.0038630380361396053,0.11557423115345261,0.06444822773061372,0.004472086338717867,0.5749679051128912,0.0031208829297209727,0.0007930922896277962,0.00329072330953688,0.06515409368623863,0.036685331134040974,0.0025852989899613496,0.4010158731218972,0.0019367733453936468,0.0003911930230549537,0.0026554205073125777,0.08620265113470843,0.051319586001811635,0.001999080964875936,0.6330267478224444,0.002706266897294606,0.00031095032685471376,0.002636736590808833,0.0584983973900312,0.03368993449831547,0.0013089142586705947,0.4169612639153427,0.0018134303077141803,0.00020407418679059165,0.0018837168381613525,0.4454505586597971,0.28378258945207946,0.039265729321592995,0.2588389085719451,0.019027616612681195,0.001268688408515831,0.011865907558473991,1.4872541664908063,0.8988081407212448,0.09215963074436094,5.630667184012659,0.07320422662053341,0.007051901387913596,0.04906097883095973
M-311,Medium,0.01881632576766878,0.01222711168956801,0.001311223344550352,0.15028388197055825,0.004333583541980157,0.0002612990142135822,0.0020008847342280894,0.05274605381929141,0.031506468770591156,0.00382817505043989,0.38531114007596906,0.011139298521904832,0.0006508814973807979,0.00513602865948884,0.1527520868466613,0.09186210235607586,0.006512214421743142,0.6553372638771605,0.0077833034766796715,0.0010455270116700287,0.007296633395274307,0.3474955773246355,0.2042753725225091,0.026447666802379744,1.3277890147286444,0.01507409656941692,0.0015643748308708497,0.00903915687904072,0.12802761366723128,0.07533723429999845,0.005333683880838272,0.8521397875896706,0.00506465327329016,0.0005339744528490051,0.0039103236214751,0.11335973683249069,0.06504075681770655,0.004609586276722929,0.5781074121198301,0.003165482340501394,0.0007558557801533861,0.0032466142789764965,0.06515856268716645,0.036263703925987975,0.0025908797239769825,0.3810197838152055,0.0019366251051728582,0.00039837442047860853,0.002510626181398508,0.0860044137047568,0.05141212517802631,0.0019606697988135825,0.6179860963787618,0.002697229441590277,0.0003170268126212699,0.002703925763479302,0.056598463131169015,0.03529123424709822,0.001287646373424224,0.41365219240944723,0.0018112797463460135,0.00020869686143129652,0.001857042206333773,0.4419378916396177,0.2784914065903502,0.039384359340742504,0.2562132625892726,0.019517315776013306,0.0012600174005067317,0.011559878289560586,1.4781923594080786,0.8942416808038902,0.09312665844255529,5.660043554945234,0.07322693442863033,0.0069780793545264055,0.048910874666139026
M-312,Medium,0.01950638532295898,0.012515621327902536,0.0013113975533758189,0.1567250455005664,0.0044897638834500144,0.0002633313256688138,0.0019649934844897677,0.05132695407827119,0.032017645491703516,0.00393929014506109,0.37605488326362085,0.011479862682655172,0.0006526087324358593,0.005123470589310956,0.15403798821354997,0.09480821172918567,0.006652698153731819,0.6372621888070299,0.007793750942493973,0.0010394820249198032,0.0072236876841614275,0.3599710181581045,0.21082380289365335,0.02455309253531317,1.3256256987445483,0.015545007081184253,0.0015759655283458529,0.0091282963415635,0.12972211955503105,0.07378240178982827,0.005222721804030438,0.8463134824112538,0.005127270699160912,0.0005236767778551391,0.003772381389501867,0.11487321011844094,0.06334244976399668,0.004580541252601497,0.5756478122263664,0.0032160466760640534,0.0007743473004959008,0.0032610651960774265,0.06454228591118877,0.03694166725687672,0.002575634125142152,0.38239606482338556,0.0020045831620880273,0.0003884581522502266,0.0026623376813669068,0.08486077582728722,0.05029896317458012,0.0019376023533014969,0.6282470717571911,0.0026820499310866116,0.00031816574158401314,0.0026823151836822164,0.0572566719988924,0.0338038418527757,0.0013310751285270726,0.40497617920271445,0.001860782676903741,0.00021317930844307054,0.0018555415769619926,0.44851158011887565,0.2879833072327717,0.03870567952291348,0.24477336965934732,0.019662814770522574,0.0012499574953591841,0.011680906130756044,1.4826274187985085,0.8910567245981003,0.09259498643521652,5.608152173145393,0.07298400372952313,0.007002807477125786,0.049986333673690125
M-313,Medium,0.019292692518644402,0.01261216367956656,0.0012620864554236777,0.15011264388400558,0.0044101635255370045,0.00025510789968970725,0.001955725231987293,0.051191048557228204,0.031193369514610707,0.003854640098441445,0.3873397934311892,0.011608493294697509,0.000666933327936375,0.005222070183591613,0.1537421836370335,0.09443134407370578,0.006615490407965152,0.6530841208239866,0.00795212970468757,0.0010343758300938631,0.007066986639900347,0.3482396047689772,0.20637867518919373,0.02521549788500059,1.2774979762211756,0.015299319681678268,0.0015860111567301642,0.00930145175642544,0.1265126629120577,0.0746895883004293,0.005364900170787141,0.8254073482335428,0.005091408004993244,0.0005370649291598699,0.0038501813552115727,0.11384517880441412,0.06377004268501726,0.004498567744978241,0.5866308522329998,0.003235469072932152,0.0007664157420604087,0.0032120332906224133,0.06562596985341766,0.03628285523758009,0.0025842262849706255,0.39440172660334805,0.001982144122140958,0.00040776126662242415,0.0025805501426495034,0.08643888168800101,0.05029037856694685,0.001974708770746694,0.6131335989077558,0.002747050272704365,0.0003212554133568023,0.0026475390316280153,0.05577807377335299,0.03322645720012082,0.0013423938984487007,0.4050964388115289,0.001847658032954446,0.00021429083780979873,0.0017980902858625392,0.45017304331954155,0.2779873750552973,0.03851844349789129,0.2604965889658285,0.019273458526054086,0.001291447819441497,0.011753060596841456,1.5010957085977492,0.8958034064794561,0.09198310437725411,5.5649995457303785,0.07293101607838778,0.007025369171219349,0.049784029274770956
M-314,Medium,0.019435915957316155,0.012486323766329117,0.0013365762100913585,0.15140718706592712,0.004432780938466129,0.00026694724177213255,0.0019087982812140674,0.05221837190442602,0.031345502475068704,0.003951408884053878,0.3786362561886102,0.010944447485780436,0.0006470618721777177,0.005134166485421444,0.1502128512963578,0.09663888399960795,0.006323558345871215,0.6530395144836476,0.007714207177063458,0.00105434717865146,0.007361181082280415,0.35706807904663523,0.20811152783959727,0.026186277605133583,1.3157589550561586,0.015520214314344865,0.0015003782137725907,0.009549283550222823,0.1265943951817472,0.07509590126499953,0.005251649113148741,0.8621254573011866,0.005227540799983871,0.0005099259831241809,0.0038692241112298284,0.11563980283692729,0.06615596900533498,0.0045803652717981,0.598105414410335,0.0031926178945732467,0.0007847057360260561,0.003244639014958674,0.06603938106613806,0.03582182541187655,0.0025297879189724983,0.3835835445268125,0.0019701942215940116,0.0004073123308043311,0.0025538954246802246,0.08477331155659916,0.05120032277772105,0.0019628026972876673,0.633697178529699,0.0027036832435777796,0.00032367220806367995,0.0026148814572341064,0.058770339706869436,0.035564451183031136,0.001337421401190536,0.40616835293289905,0.0018633207797425447,0.0002054051907110743,0.0018345800662892286,0.4443565839783174,0.2841858104261721,0.03919857691425023,0.2650610678470542,0.019123529804140785,0.0013207952518548304,0.011818885500347634,1.4691267363107696,0.8919105388827167,0.09206520073709107,5.602201244802311,0.07307460229409062,0.00703446853430729,0.04939435637612744
M-315,Medium,0.019247262187504822,0.012100744058881374,0.0012912851248477349,0.15192897536124633,0.004503076004883221,0.00026464767571147686,0.0019648016933771616,0.05123964787058582,0.0319054186219796,0.003960370725288343,0.3860351401645265,0.011101509633189788,0.0006410855962391456,0.005259418385099838,0.14981896861088828,0.09457544188956285,0.006588610165359624,0.632200384656699,0.007866150083757633,0.0010493354297775473,0.007020257195415571,0.36926527192125874,0.20548807398696622,0.026628842651887714,1.249440287977336,0.015507163356267147,0.001578102304119928,0.0093552060909787,0.12447680869409553,0.07580252561128549,0.005052304551413051,0.833285116902166,0.005226322725259427,0.0005156802637392834,0.003986659470972495,0.11587596821922602,0.06357897920262272,0.004652888182513701,0.5881025521736585,0.0032058114314710683,0.0007661157182685982,0.0032478930181271005,0.0650625487127374,0.03514613910535112,0.002531507287581465,0.38363909068714946,0.0018710851804923528,0.00040063257329472896,0.0025868086116167944,0.08478717473470096,0.050775682393139315,0.0019185259018608817,0.6190325122408469,0.002762820735204502,0.00031840703371741936,0.0027032533091632237,0.05554513147594648,0.03420748563178412,0.0013331073926467997,0.41257773219571026,0.0018287389580099677,0.00021032927861902248,0.001801571418100255,0.4524463923961106,0.28990452031782965,0.03957971768098466,0.26028460566927414,0.019379784322208403,0.0012763876133492827,0.011674690182014672,1.4820302138651815,0.8884341439451261,0.09160196882453844,5.573416655659453,0.0727841151557118,0.006939593386273128,0.049267382660139455
M-316,Medium,0.019193019594777642,0.012189564881314402,0.0013050153427192248,0.15312137649104723,0.004414817869812446,0.0002583648119353284,0.0019802360396138047,0.0518759308843568,0.031986096941032084,0.003841982052215943,0.38190610573855016,0.011033034885584209,0.0006471121490611946,0.005118791841799389,0.15077050142931328,0.09508899827699702,0.006420762259130866,0.6448370555135913,0.0079746901716745,0.001050542503857706,0.007190358560252787,0.3570089637780162,0.2061126120750444,0.02539032921347848,1.2766971356468868,0.015740713984418536,0.0015672121122784959,0.009293099500088223,0.1278205777620613,0.07475125253059917,0.005243380944248909,0.8517309340060334,0.005233752494263469,0.0005121928518088535,0.003894090006579362,0.11503743573958514,0.06581909088784238,0.004435291887593358,0.5785409738742605,0.003207612454477312,0.0007516830566752655,0.0032952924701315,0.06504435580078162,0.03562881446719811,0.0025931282578707557,0.38634825427035013,0.001899730222976771,0.00040147926152363624,0.002617275937314558,0.08618292262686997,0.051758484126085684,0.0019241966023905027,0.6179297822872825,0.0027838789775456903,0.00031847286559476,0.002659078311397925,0.05589308189654245,0.03324816555805301,0.001299844332640143,0.40971489582302134,0.0018217315313810434,0.00020457576272185562,0.0018062492883136971,0.4454725629758953,0.28387768311512956,0.03855656809376178,0.2601338487746323,0.01923941025644626,0.0012778069650831595,0.011664202876677195,1.4629823838605764,0.8979893534383268,0.09354298728098241,5.596322049590614,0.07248713242500701,0.007107470156783274,0.04922229254528787
M-317,Medium,0.01886369418939216,0.012411812769903698,0.0012867392539176886,0.1517087480758474,0.004373165068094751,0.00026244755342630117,0.0019497948457151504,0.05075721925625779,0.0324294452162875,0.0038197679882359774,0.40060910633305685,0.010526205332286862,0.0006542473020075556,0.004971393530796242,0.15089949528932106,0.09391759194191057,0.006380935416179323,0.6314257811737527,0.0077318085641920175,0.0010196204426867414,0.007079961197942752,0.3489716636232144,0.2040939986388012,0.025862802253507195,1.2745138271216376,0.01567254393673323,0.001490876755635572,0.00896995734168514,0.12515724666874148,0.07389234481993359,0.005335160840942556,0.8623217122208148,0.005218521886540956,0.0005334634778884071,0.0038602400836090164,0.11385879332709768,0.06521638418417172,0.004704895692695434,0.5865906247520447,0.0031637517087069337,0.0007958021235695584,0.003143537762604868,0.063449310982016,0.03707464580201244,0.002513022777267687,0.3772691451550013,0.001927997775082638,0.0003989660002308787,0.0025830009022379677,0.08549146400182758,0.051445043414755934,0.001909593102534501,0.6235631400168834,0.0027534182251061426,0.0003098222159064802,0.0026588505287707042,0.0559818865072413,0.034380921242583316,0.001293705410441765,0.4093260558835291,0.0018264040296389864,0.00021103556898920055,0.001853602163299508,0.45528582363773096,0.28924472527060036,0.039180123502441364,0.2590580679172007,0.018529572148865206,0.0012907592681789526,0.011507851215445689,1.4953113874761577,0.8778524915700148,0.0925760946722697,5.598226054361818,0.07199904116654333,0.00705634095255761,0.0493482469030001
