Sample_ID,Energy_Type,Thickness_mm,Length_m,Width_m,Number_of_Sheets,Total_Weight_kg,Casting_Electricity_kWh,Casting_Carbon_kgCO2e,Casting_NaturalGas_Nm3,Casting_WasteWater_L,HotRolling_Electricity_kWh,HotRolling_Carbon_kgCO2e,HotRolling_NaturalGas_Nm3,HotRolling_WasteWater_L,ColdRolling_Electricity_kWh,ColdRolling_Carbon_kgCO2e,ColdRolling_NaturalGas_Nm3,ColdRolling_WasteWater_L,HeatTreatment_Electricity_kWh,HeatTreatment_Carbon_kgCO2e,HeatTreatment_NaturalGas_Nm3,HeatTreatment_WasteWater_L,Finishing_Electricity_kWh,Finishing_Carbon_kgCO2e,Finishing_NaturalGas_Nm3,Finishing_WasteWater_L,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,manufacturing_cost_per_unit,Quality_Score,Transport_Cost
REN-232,Renewable,5.339725318266688,3.9510657415743395,2.198587098425038,28.091834524486558,2428.36283483674,4172.990167393842,237.5066161985238,369.4217555733436,6218.520236720194,4383.5464123599595,188.89079460429485,151.28988650625428,11043.746272048116,3876.686935479628,112.20002528852302,91.14685773180511,5704.787351423313,4527.3728782907565,80.95155341602384,1324.4638774153484,4849.76406332708,1909.3522883398343,57.95447575929565,35.08060509297489,3473.806640625654,18902.11346328111,599.9536138668145,2082.7591789802273,29594.2254488604,3515.56572254708,90.38782250388724,319.2486369112672
REN-233,Renewable,6.037186345530048,3.711987175359827,1.4784967534430193,29.016943532219667,1263.2231329020985,7667.278639036176,215.46161013278956,557.3577857910672,6383.080758458445,4557.715783474458,108.89542108731368,249.25485738525822,7506.937695689482,3191.5647973108426,87.7187353829,87.46684873226513,5642.320192674417,3400.1156488089423,99.46030295124159,986.4312804045661,7875.635434109017,1571.9148914776686,37.934539286778005,77.97277323432226,1701.6115753500915,23984.939592947216,883.8398865111071,2113.677833939294,35137.57525430605,3046.3467286742443,91.40632714403188,503.71744769678844
REN-234,Renewable,6.201734609568893,3.589484915062738,1.6550784612446896,20.565194274648814,2060.6734079238818,8563.187275501255,213.48919908784785,520.7897799980735,12844.45997427313,6756.0821968191885,167.6009585591651,262.40717350818943,1612.9370462260495,3002.0497650226816,119.56487123744769,60.710302830241226,6035.2822184443785,4746.817447286356,113.41913003668357,555.9470014297083,2646.263103088861,1680.9166155269259,66.58828023951467,24.053792011953263,2432.326339437212,23676.512793767877,497.3205892999032,1764.4195395992735,44177.48539083355,8591.037343116834,90.63727790018797,279.0758930551169
REN-235,Renewable,4.920424983647202,3.74004374829203,1.5388593628649063,29.270771063917163,1872.0838648523554,6698.336151876323,217.65963101604302,185.65504331573482,13468.131516796722,3153.348503313976,171.5554684091776,197.8454207178627,6452.597835606534,2688.6595341398156,72.12943021499865,76.0980001260643,3777.6949513998793,2537.4181767764685,55.9841087460125,968.849964589418,1151.2230369854242,1869.152769211766,47.250233985831315,37.71371510326161,2414.271414314838,28864.13352930011,466.9989774764737,2419.7522612986168,27248.245519962107,4371.306538141821,89.20743147887354,472.1601632812952
REN-236,Renewable,6.45555750654685,3.033522926310171,2.1492871045562563,27.891242865761974,1292.7809213337782,5622.6043889022485,118.33959455913315,585.04992188208,13366.408190381264,3436.3083604450894,140.92729079469905,312.1885113509307,13050.072429927644,3639.38600082436,77.74726830331598,191.23314185904576,5329.314966895487,2927.5069228931716,55.78901074873647,1322.9496174763935,3416.6827607906416,1339.8358581196558,41.756103638944396,89.60176075860933,2368.8526472694493,9095.819186675528,566.2925518426831,2021.7017830703724,31175.511214519945,6500.639424276328,89.50948447259796,480.09688447984024
REN-237,Renewable,4.980262317071629,3.9362297645386155,1.867348821081816,28.120361757750757,1493.374248116842,3539.7201568007004,195.6803820635218,334.98728781473966,11837.026801163034,5595.395911872635,188.20941518260327,300.76871121624083,10175.786264440896,2764.0394353787046,53.816660603894135,179.19964982623256,5349.141318468098,4014.6221199684455,136.9554467052873,656.6154246051369,4390.376439699868,837.174721595276,36.6910660599886,49.63686060589671,1418.741565473095,18750.89143568702,882.5733987588167,1388.4799177188556,39144.05212411083,6242.79818785562,90.73880599393019,437.9286096864903
REN-238,Renewable,4.446523765814046,3.0665952870117072,1.6592987909129755,35.67572315026938,1932.1145549666953,8253.04739951894,260.75601102833406,387.72841743140543,10768.344161883171,1815.3906677203868,231.5328945981339,235.1237649941628,7359.502239884906,1450.8705643985877,61.768169684451934,216.16543238764203,4213.931677610892,2826.8992517533698,84.31261292521498,104.94430055655334,5217.231738206327,1776.9610555229772,33.57881842208082,76.94963115878825,2913.787695503294,78.62720000000002,604.8458237213168,2215.362972637438,21300.501410786543,8824.511149267753,89.18210596944805,489.43801324565635
REN-239,Renewable,5.710917111640369,4.3710102932953045,1.9222209966033024,31.85572709817179,2838.4928299044404,5705.932832424531,43.226739494569586,591.4367945129627,10883.348192987523,5610.776000218838,132.78523949056074,206.97377982183485,2578.294003360874,2267.1264266254448,72.1934637254988,88.81839784213021,4231.756317965831,3984.0925897205534,119.3659452109922,1055.1381686362272,2960.9967283376354,1163.5376857798533,57.62325423237733,66.97653543464196,1295.3191334713204,25056.999856564915,616.5558987136624,2753.640713483638,57914.97886417253,6969.676221132882,89.72793496910451,626.0922073564566
REN-240,Renewable,5.14156611223659,3.406219964335985,2.0261421862446305,27.788676982851985,2518.2761056023314,3690.2644002519683,187.28561677396485,291.6866178062602,16062.838582669006,3407.864125663742,159.9743535248166,445.3127583826075,8853.885392545244,11.340800000000002,100.82701279319623,112.78537960913017,2241.8131536549304,3641.8954089303247,125.44206319579715,632.6217646478965,6195.851457910774,1775.3387420633403,63.61469087617227,70.57283287374747,3077.1486705552447,9988.39745036667,638.3871928478854,2100.189905994007,27249.748541921654,8404.608647957668,91.12613002112279,374.33377330703337
REN-241,Renewable,5.620498382331046,3.2502966490772556,1.7912898415108855,26.159790848773408,1842.878563545086,5786.5638469568,246.8234222479014,262.24066970445836,11438.192477133773,3255.514973963561,136.39107498287783,207.89227599890145,5839.392195650168,3247.0944211426654,59.536192727492406,104.36141543525758,2847.624464492032,4984.460093702179,90.464074937762,1833.2814305072845,5509.472925248264,2472.4200226295407,58.48016110521274,63.312832636144066,3888.042755632211,20677.0413632472,574.8045318656851,2554.1249888369384,21399.585513282163,6160.085398625338,89.76835451170807,415.28365595040594
REN-242,Renewable,6.011873773207959,3.3460060773050135,1.9743598162802316,31.96215815739795,2434.3766412975137,6635.6631129997595,337.10269182280786,562.0542807520344,16502.1903516451,4478.4855722869825,175.2467107528588,261.5997265050544,10214.06629975881,1978.057282445794,119.23697105195629,120.96336184295512,4313.094744409512,3144.927322601331,121.7428446729262,874.6423581174392,4947.46001891623,1045.6085830843954,46.63020747262267,59.948925899590925,2303.815685635677,15400.007226896782,641.849213145963,1979.348539467963,39006.20718296948,9581.074944139375,91.32152930367704,450.9671757703889
REN-243,Renewable,5.185839535791325,3.892071623475419,1.7443524234933614,25.95687294006906,2027.2675922565882,7304.075393282762,162.4288474113503,321.7364307197555,9441.88003871553,3951.6626883924373,116.41439211602061,62.07143815553138,10928.238536369841,2562.128811379774,76.30425751380224,83.3951174649049,3813.6123996369934,2271.816611240389,73.20635308140015,965.1580148842988,5574.306923217176,1829.5003965655947,56.56973600100268,102.53956228597194,3232.515490315062,18857.879387568933,640.1964117410299,1809.4881104698225,21405.04660833397,11702.904235460373,91.0473465704727,542.6243924773161
REN-244,Renewable,5.212711040927803,3.5814314075967144,1.5009083823816702,30.87818616619984,2202.0128464442164,5869.615418763048,175.4626954992833,439.3952925401638,7483.186731973232,4764.555984366761,106.99115860618139,248.90034367842256,8584.49682694645,1627.7466406565409,63.0847629337676,58.40258771202255,5461.229964149429,506.97688295736907,72.6114711245763,1351.3308476276522,7210.388714917465,2010.7920897898728,62.56063615193082,16.338453604791376,3293.7174438724433,19226.030889797796,426.2116118281366,1982.6625354206994,16087.420227925702,8395.448662026416,89.5969593567298,197.76301916610544
REN-245,Renewable,5.805957926349232,4.3565229337543485,1.4023945131102844,26.070029712459487,2408.168533344649,10977.573762785405,262.8760677015824,354.10808629855575,17058.390940837806,6630.59124680672,243.04851675964574,328.0527417712037,8537.245077728443,4140.251992472052,30.08471508243231,129.56627158540132,3638.551350491055,3471.8063713932515,104.38157180535721,639.6669894991715,7287.094565343481,1506.699960323884,60.545601099459695,43.14828051520483,1037.2506389829996,12022.557500460296,666.3075023894365,1582.5662177025854,25858.002928254962,8385.121948453829,89.88818058560439,400.8714637150583
REN-246,Renewable,5.047269530098136,3.1869666956444664,1.8849223386401155,21.952211531091237,3473.7255897825007,6025.080202470952,167.5674377469666,386.62557809631954,11652.840551811061,5711.2248379222,100.5707976885218,204.42928824309226,3995.370889253471,2402.0381465252117,94.88475446442936,77.24376148916072,5169.766776793627,2908.128966173035,46.603016057959074,1336.1971651466004,4838.035759121776,1187.6963612098766,48.195149662667205,105.26943046732174,1889.2440098973775,20535.37564885335,808.8260672674522,1406.9336082846794,41650.49348973703,8735.594880422474,89.92231147945522,369.7868515714812
REN-247,Renewable,5.1419791217921995,3.644013728705196,1.4208347310694247,28.39581506327066,2852.678263384219,251.2740628345764,266.49745616244854,687.3115615675154,11704.527336775733,1561.1029470673548,144.54990688942794,165.93324842675636,7891.585670309667,2852.301191545879,92.010458775084,125.7164148327912,4112.110286001153,5071.878767727214,74.07984348353287,632.7492906144582,4823.867760795493,1431.9492939241813,34.60543135953831,84.65877451749206,2229.4505528559826,23463.668954848723,279.31463802684226,1451.9797846171173,40020.494426618854,5940.4937391830235,89.54593015318605,692.0922562695066
REN-248,Renewable,6.268589911191713,3.8967291750387307,1.4468124642424582,29.1000924239238,2602.8531057775917,6405.158622513226,144.396902693237,356.29440427526094,4596.598204818734,1912.3337633768128,153.18735248252,311.1226698117588,7447.833512103583,2230.2457355015886,51.64747887183737,140.47881008457887,1261.401589256844,4373.386549129382,125.5560976425854,974.5837413630582,6654.564640241834,1538.1046455603812,59.13917146183087,147.78775223339073,3572.28423529135,17458.315976666774,482.7146529132209,1988.027935576439,27852.114748255528,9963.527265738967,89.7588672186396,731.8205146559161
REN-249,Renewable,4.832735344699285,3.0727803055639122,1.8561459522077295,28.079127685449865,2111.6199406882793,6907.257672402798,165.02822521115985,666.7620798639847,8464.666762927904,5371.551404508027,67.21955261399735,340.3836221223283,7814.331163992436,2296.791958019459,93.25793226645627,122.90928351096503,4818.30230006188,4023.201433816769,91.98459251226117,1017.7045155225378,3955.4192768887424,2332.5926123522554,31.48631756089378,34.468858656743386,1859.892071668721,27132.9574281508,545.4151125459157,1758.6743690435978,27538.487801900184,7590.9158442111275,89.99497153428474,303.9127189739726
REN-250,Renewable,7.054298632158687,3.348503382742788,1.8153941226820478,26.536756244536218,2516.883643984397,6631.7217394887375,173.44566348459955,642.0130806110767,11284.618883238532,6534.614761511659,96.71513808043477,265.3521445043304,6414.644905025019,3395.527778708177,88.26896146639452,96.54913474127832,4553.34439654551,3563.1646154611813,125.64636699674818,547.5051969354367,1453.992639032585,918.829909708027,63.39013285939738,90.6319858610388,1688.4306893166276,27776.12881124507,551.7423388110832,1977.5593906077004,37741.434502129305,4081.0115449237496,90.46827261321693,489.922426982709
REN-251,Renewable,5.939559763857398,2.9495882565907143,1.6928868620118074,22.52354880760435,1518.5562246450309,7497.385215058099,237.6467796016301,103.52755697241025,8533.395289736178,3220.0621841214515,139.92071419834505,170.7182390349294,8469.949550548361,3480.543010274411,78.17613766293196,148.3735925993083,6419.207738571235,3670.334270878013,57.06265389420288,660.6189905961866,5125.718600141937,2453.369265068145,21.47293683018318,81.37900470452313,2890.570124760996,22710.843462445264,545.1348075714363,1909.8406517879928,30007.705497733765,4836.579037746511,88.32552592474204,769.9507350283217
REN-252,Renewable,4.999502500461327,3.524609292921732,1.6421112638310211,28.017438067230458,2330.7763497516735,8257.221283751423,207.13751888237076,360.3015062555298,11739.304962942322,4520.235967814528,55.42519589451645,128.01644570516117,7591.671052044802,3267.9004407127522,84.80218535323654,176.68945503350065,4089.493908414571,3558.168129340713,92.69917847440898,521.3485987144304,5551.352571423701,785.5221398490198,49.07132508276845,84.82177583834692,2760.3522760568053,22635.67920585176,868.754643720529,1695.397550552358,27836.30865757751,8404.95145643875,89.88979389166526,477.4853379165519
REN-253,Renewable,5.1884089526756165,3.9885421571484785,1.7387723412262106,23.98633252431124,711.6210940499673,5182.471051006731,197.5593455639598,207.80823249289907,10345.923137452726,7320.096350291661,98.85249606226094,198.9478759696513,9769.255049791998,2858.9343265273687,51.09609406762378,117.15591329638812,5601.1746935097635,2446.3643165987633,103.92912263412272,681.6607918006972,4843.62209332717,998.0040446882899,29.84943525869999,110.63126663101276,2418.8196884400177,31477.69066126187,473.03578938516625,2134.4136579970345,38759.491272458734,7912.674551250365,89.63478740374705,557.630701113703
REN-254,Renewable,5.269025369575806,3.4907840871068565,1.736982881384586,28.984548593178502,3018.6284100536222,2242.719882833795,162.29719887929548,610.3002584294212,11767.140507279539,3972.097968054637,188.73191112504537,275.7579785337241,8027.844585686775,1510.2185067948035,100.71874300138022,64.60937839653926,5056.511447136821,2918.179277914769,185.51640576780943,959.6243147989549,2824.974454594306,1618.4886236714658,63.10872710128176,107.21057223595815,2348.0488001957983,25015.458058474032,660.6248898892565,823.3788193373066,22890.510203441667,4612.069304838627,90.7682819143809,366.3595493037711
REN-255,Renewable,6.818106017168527,3.528238267342709,1.641745566334495,26.855480481307158,2606.5210723763767,7082.002655341701,238.3295193749924,495.0429220316662,10334.059893907208,2584.5736274097517,232.9258357134529,155.37739808506652,7296.965968844982,1657.1050149647594,82.62712173984556,194.15765083888436,4648.798926318462,2358.200011474402,131.83875663745687,1439.056716720516,4168.020308079691,2144.4223478799067,52.2781991730945,106.88456789557318,2412.393683944219,29210.537761910782,666.754311054382,2320.0878501266666,23478.199231734732,6690.575700990685,90.89172601179968,529.4365451776135
REN-256,Renewable,6.03121525350831,3.2946724560089597,2.025263558154975,22.299163712779613,2927.1814038547172,11852.32255050671,315.0084038791895,832.9891431720806,2495.6287439778953,4284.5927862859,81.8820754084386,240.86179826913988,5978.622367544983,2638.9569589976822,59.22231744894816,83.02393972172021,5193.864006547242,3364.8130698590708,123.18813018502368,953.0601403695619,5447.923073537866,2112.8921712342462,44.14736439901468,51.8129512836081,4467.938275578287,17839.37667176096,350.08509754121997,1848.8641264226515,19460.81301284283,5018.7283035452465,90.5944636496338,699.6492565903642
REN-257,Renewable,4.787348457103564,3.0016141391217377,1.4779436587928556,29.73207139795882,2425.710454252342,7498.056433005647,167.26180406359634,697.4795930854345,2208.5493530316608,6580.976924131737,63.71335243328615,175.6772820935561,6365.576071610266,4207.965377946194,51.94095944777319,120.04854378782512,4751.724720829785,3310.9587808982014,96.16228594110898,940.4838757952341,6363.076547746098,1760.2438599238162,31.686609332751882,87.30327614743744,3235.078650452371,14750.673007865353,2.56312,1731.4656358517652,33417.99752269929,8221.10779284542,90.15430642382934,297.3609290239801
REN-258,Renewable,5.415417121473818,3.9869235927624103,1.8328473528522193,23.559248343001435,1014.433259745467,4102.35054271831,214.87268926992033,572.3636886542444,11652.788726815701,3597.9420001784256,117.15803156896837,192.97360666373578,5573.56367555048,2331.9601712192807,76.95586162615031,130.4587274827904,4083.3703306147017,3976.6879841397063,120.20548921504856,1180.7397919598247,4447.698665346241,1260.6665815403253,51.26957497587244,59.875800010754,2500.098696003655,26501.91903428112,458.172128420892,2150.6173286594276,24573.53120018152,4407.507018811193,90.14214886400208,325.2096182274341
REN-259,Renewable,6.980939647481545,3.3681555923057798,1.873327777058092,30.602543173509655,1336.4378627526262,3425.360726200653,183.8738686399167,518.1460798762116,7415.869067606327,2098.545635848825,206.4404659674327,283.28087418244615,7080.5543303431805,1730.103845188748,43.11954130046402,78.42706635145063,6989.5814433383875,3117.5082698813094,110.84648063828882,1989.393555861791,8822.719466050807,1671.566433844619,69.62495457353722,82.524507535351,4382.173080690638,19464.078616629846,690.5447832969539,2252.7701728630054,22568.850101035558,8848.654274787474,89.29007176014233,386.3735342226705
REN-260,Renewable,4.7700620731914,3.8766856861251355,1.986251490045448,30.306853707121938,2579.2539840202826,7943.684516333873,129.65586472859945,143.9388702277696,9548.028652995557,5820.704691995176,107.01420905727545,222.36042836922252,5780.82988827082,3519.4591764552447,37.78133494602066,108.43924388416033,5221.377519654816,3239.825321374008,168.7841611812653,1647.0676136583706,4794.178706128872,1311.1162244217353,31.925601897112173,78.02764406888902,1692.9894065549827,20945.634378607123,65.62167934171913,1958.712348374279,24893.263003879874,3832.9141723400444,89.44497897840387,634.066088132153
REN-261,Renewable,6.397128970365053,3.6855411064164483,1.525444083422176,24.329664588772893,1111.1726951625142,10078.740561099798,199.3899353182113,413.03234980597745,14178.208242787901,5520.774849975885,168.56849831649643,209.57985236341182,7858.21288196987,2686.079219924192,72.55017438702279,184.88544966125852,5204.079783894265,5696.422091591168,149.61438113266559,473.58939249009256,2944.9507605128874,1386.5418035932685,43.438869947009614,91.18682039489573,2293.6636558753885,14934.509960662861,703.0478301726189,2309.188978270386,46854.5797182067,7855.426195832238,90.6225831701675,608.7051432292373
REN-262,Renewable,6.057491357678522,2.7866435282209707,2.005649774416102,31.92177914189173,2748.465482500302,5807.930626168019,147.66962686215726,432.4776926743635,4124.729122470105,5490.600147599218,79.17137301998106,257.33554549175915,6802.733459435072,2862.9476917308716,65.6192837021711,113.20494005692075,3441.9224317765293,3792.5175623055948,134.16455485821817,1434.2965725092513,4643.6728759815405,342.593900255305,39.07173010486808,88.7513801521055,3568.081737911615,30592.939888132314,449.29405674356514,2834.2754579935504,27414.040553552564,8176.65802862274,90.5893395383885,657.6897589569119
REN-263,Renewable,4.677588396138027,2.8125194984495763,1.6417685574439034,26.104860710865726,2919.769779515101,6994.018407422697,62.68151086000978,547.8237162874187,15758.51909062369,6626.282936862291,111.84451591586141,167.67111982630587,9349.376087567845,3161.325936348071,77.44305420407042,51.196282603055835,4333.510304037246,3647.0791613401298,73.31826349700701,1461.9039575394115,5052.3913113337385,1458.5438084503485,66.64891497005752,55.775679941511754,1913.8819133113354,16655.644305797,676.3649661489261,1788.9833992312656,11900.578785643906,9009.001260916193,91.6314362824822,394.13911700708235
REN-264,Renewable,5.108411676810524,4.118443907290437,1.7653719907891992,23.081306850104113,2120.122420458116,6620.504466424623,228.1098101860982,413.78810336680937,10273.352353377084,3235.7031761543703,128.08011514736592,207.2499425891586,11249.478474821213,2348.6971184715767,75.2928339824383,62.59351266255791,6166.348176512389,1519.664237909074,49.40837310270477,1367.9442452150047,4773.662071414606,1903.5784460129316,41.67586192251363,50.971547350028686,2418.2356018382893,6035.6504272571765,545.9395289161923,2166.7069613285603,26743.88609375734,6462.523379739376,88.6444551814522,554.2978439591682
REN-265,Renewable,6.363024692105863,3.473452333560539,2.243889250131919,28.190393689649813,2759.1732675049902,5660.702147327269,180.64307682733374,419.2355360946978,10498.022732061743,4474.47367542343,169.83521932441667,317.09896128362584,9192.924609703517,2736.288644855179,69.09832841383562,0.37440000000000007,5554.947910367702,2722.350971343681,85.32597478334361,867.5130303590024,5872.9333892164095,2104.8026222626127,36.48002230706609,26.96894112024991,2973.9469813937294,12252.575501958934,483.6947028110592,1373.9672820661967,31001.644475995956,8192.713402414181,90.7425015041091,433.58858829469847
REN-266,Renewable,4.670748266010608,4.015189894795836,1.6952931366385617,18.616552948647673,829.1962724017055,10301.012896000664,232.67624840360696,582.9247507482788,9735.030062569518,5489.318554198261,191.61633353866915,238.65788969149557,10013.963602988013,1875.8981885036242,114.61626149269176,183.0120723124902,3175.435619166232,2500.5183041194787,166.81011363383556,1187.8310598981207,5593.141300506268,971.6725773335179,42.956053596743054,96.38229664741779,1648.816714479355,21916.837319880546,591.3180843704591,1795.184015214344,42897.317780700425,5438.428457591821,90.19154274208107,478.2540236405473
REN-267,Renewable,4.967928269683707,3.844067272373553,1.6209169614120584,21.89715997708548,2635.6575964008616,8574.933686123792,262.02751685833175,652.7042831625682,12144.55616747479,4276.416610292383,61.16825587728569,204.5654048954964,11657.613118847372,1933.518702050576,61.181640046364535,71.343062286682,4475.261422759402,4634.123702624171,193.24854909813223,453.54961483044747,2931.732625361977,2399.219948380726,45.89440643476402,59.68071591077537,925.6062288954629,24270.514116681985,516.4948734178975,2233.8175655090995,24806.231742959724,6011.471134660779,90.29239973293987,473.603241309072
REN-268,Renewable,5.184604106720469,3.6384999098195845,1.482578045417163,36.7632009565971,1984.1583785567664,4260.4286074534575,251.50580200472797,373.78231091843764,8469.613624269943,4932.174343536534,114.51767141468522,185.35065584467893,7409.317538246434,3657.0474588386696,72.16334758800336,109.32009102831604,6083.086357375782,1355.684819120087,124.2876163011682,1262.9423874858476,5546.73772162628,1434.949774990234,46.41599841099235,61.61188604695013,2907.5481311905205,17915.961027428755,752.9306474091716,1684.1911771131051,28603.254020248594,8887.852415945228,90.82177961521329,488.8738364032641
REN-269,Renewable,4.800399907220346,3.5055712061335167,1.9437069153257178,24.435692773067572,2512.0297357323493,5403.402554551814,113.84541581959165,222.2770174498634,11294.419564431191,4805.781435276253,133.7356234108737,328.7749746972658,11662.069070291283,3514.0317301906025,81.90222766461525,157.31051242567491,4800.198177529197,4020.4274472536463,106.33129406771653,622.8231592676042,6947.463062239622,963.7986919039383,57.39265763358577,60.813266984389706,605.9391262727331,18978.92357473877,803.8623878411815,2530.920685840837,30973.814295047865,6209.976472870226,90.32082278075117,504.0274804774862
REN-270,Renewable,4.759145038598119,3.6245970200201825,1.8086165760718251,29.436184057737794,2575.322058826833,8696.293235488098,149.0836068454388,443.0580153681298,11234.069934820538,3928.2407921558856,46.041027000012946,235.2200439344839,6273.435173003076,1115.0196749607267,54.41364216982406,95.9333174690087,3586.6694391820333,3843.2887879635487,99.72752732237403,871.8051597890408,7101.0026050469105,2141.3211716820388,57.86593197650762,60.74363679415839,2655.8542538844536,24857.521078778474,652.7595775673116,1485.1594463145154,28205.82416497903,7533.509691547585,90.66401964644112,531.1188321157446
REN-271,Renewable,5.821138461293195,3.3455617548678735,1.7266187677459592,24.295871597929004,3197.042880907391,8705.591619801795,222.04001664203415,480.647158113503,10598.518249150517,5362.644143395424,159.02445672950955,391.8626134156111,8786.733191457923,2501.0914118479955,101.78230850755216,181.714757590719,3218.36917049154,1877.238271008814,101.29253664319798,495.84481807757516,7017.771625071528,1450.7312624055044,50.0965249150455,69.76135485840219,2269.9556006982466,21352.045663393954,278.1182916229029,1724.7269382648497,30405.852673418754,3226.9567954221757,89.60075705965117,482.5534631331877
REN-272,Renewable,6.2045514597447795,2.989199520280454,1.5675763594903471,29.136605735774957,2689.119686020015,8599.295871374003,355.5414723007107,260.75724166661826,7708.631687580503,5160.171513699883,143.42866172861378,258.73756844728155,11688.891357207594,4353.5330328552445,59.26138226332874,146.0089222656429,6692.4318874972905,2857.3850344512084,111.54088430628771,941.3761634430066,2388.7476115276177,1250.675305517177,43.69500890798008,109.10857988775273,2991.9037178856565,21289.790949749455,548.9242838238862,2059.3558156411355,33505.66562840662,3341.392556572994,90.78497509463453,463.20488311545876
REN-273,Renewable,5.977148886622216,3.205398190270172,1.439804121821887,31.714653709041553,3221.233507720997,4528.9339452807235,169.13932586012197,665.1218906919203,9162.101168308896,3245.1565679808177,189.3656801795475,169.48285722658414,4734.633765097875,1836.3685394111048,88.17218659494772,47.5680457534838,3941.1528346302316,2290.8722544609946,159.15861233393576,769.7696359865317,5178.642778140374,1531.8792636475468,35.51431308408608,10.751988424326242,4288.660201396624,17821.74222104889,367.299845736885,3130.577442450406,41937.10040793482,5098.624604158006,89.92890807541337,373.8896331647988
REN-274,Renewable,4.450970333429544,4.094913762393402,2.0459204420229367,29.37009646118087,2338.393302649099,6222.485589907931,274.88208471920734,273.99766031068305,11747.21686258263,6143.076806575943,152.80422947424714,250.10087066195217,6220.485292378253,3372.836716431293,73.7680186474688,50.976640053783086,3840.533614070917,3584.7675596730724,94.95510883418387,1289.1305595073986,4501.733807158496,1355.6960290777045,32.04582639939446,31.386017584490034,2471.1822390827965,23354.536933719166,464.5417023585353,1091.9939616093839,29819.367558313,4272.635222049517,90.29908734263843,491.2104754265672
REN-275,Renewable,5.394023081991232,3.131117792025594,1.65326707076272,20.800733050566045,2125.6345360778346,6884.491040787377,228.08853232417286,542.7092166708408,10012.423088666488,924.1988900527213,169.09598616153514,320.924000039124,8115.008958378517,3249.503109465454,106.8382342314003,130.6106038046882,3589.119436117577,2839.288934458212,101.18578486211327,1027.0983927876036,4371.958874261174,2344.2100406706695,11.298429624009486,31.038040038661933,576.2604440571372,19710.042200537828,704.6104226063894,2349.5571051283246,30130.269160340584,7932.9664464971775,90.41066441623289,416.02536196128347
REN-276,Renewable,4.779975053955422,2.9366046431272244,1.6032643746084836,28.270373906059937,2335.6112916943653,9888.677176706284,278.12474312735657,504.8733140398822,10622.70598228765,5404.90126190489,116.38993417757055,256.1987235888885,3785.9493709495364,2639.3014341384446,90.6500972766996,141.26711730310817,6667.28796046748,2605.6210701682567,164.96413213844545,1997.4417581737987,7039.028004053527,2427.933650301159,51.253063521878275,39.65180027824776,1359.1095071116542,6418.173608444784,676.5654877104714,2360.2504353839167,37819.87291750097,8306.374861884466,90.21250865640397,249.8028143210443
REN-277,Renewable,5.250088546483377,4.028907663372976,1.8847314920503155,23.840012670465804,2280.474779280933,5970.28854547955,224.35653631213276,284.06719181234087,4259.4991878651,7143.114673415128,166.0635732268666,275.14309027319575,8680.839640271597,2912.741825606422,110.60443475596568,214.48023892205072,2160.835209654949,2979.532696960811,91.07205293593061,1133.5901569450116,8552.40716450545,1961.1338687274783,54.83999174327491,110.00221664157374,1447.0940193136064,18457.631539050424,516.2135549575637,1810.8759614567307,27315.023775159712,7096.431985994859,90.96771855080289,328.50004318024685
REN-278,Renewable,4.686006957738561,3.049360226630226,1.8945162740365091,21.648282036947087,3365.881446361598,6464.917961996709,229.26066356654522,724.1173818956893,9814.449942312456,5401.12242436115,136.04297330076983,313.4988447146675,9242.975421289744,1564.496300926067,27.585372274570098,113.51075629489499,6211.936361496983,2530.881290015011,102.40208746343173,613.731573566947,2661.7202739994223,1061.3083580818086,60.59420645107218,5.567227253314812,1966.598140536872,9593.924749890606,302.17001159719024,2563.057148304525,32941.37427533676,7912.04451208479,90.25734324683661,458.6653887179222
REN-279,Renewable,6.290445809911688,3.5612422290717554,1.7734222563226019,30.636565687839877,2016.4522504721458,9098.81694665596,304.65968848973097,603.4081276140828,11535.190590513417,6318.77639174053,114.63716406453885,296.5740865108586,7208.620089973085,2297.9589646480636,66.46318479563281,169.1527420470689,6308.252593624096,4902.974047479189,117.57082287345165,362.11318118242275,36.624,1749.9796864658535,42.485232321661655,25.372246676369834,2856.3153511039013,16880.237631431904,814.5779514866326,1883.1922680368916,25778.340141223765,4198.135508219857,90.25698877097902,593.2501274740831
REN-280,Renewable,5.978864015355423,3.137300364766118,2.1869279828095682,25.68657358703477,1904.9829315220147,9272.180368874437,218.54030904900554,505.18207786947835,15663.62778309387,6132.374715012671,187.43081410065457,161.7506335280543,7161.92315989354,2340.949663515561,47.46012486549547,141.23808210467388,6764.966538830356,1227.499659175116,131.96890619193596,1188.4180178941715,9854.025828519316,2567.3426420956403,55.29124202863484,84.75815092683652,1527.3614255278328,33814.7792095891,313.6662485004273,1909.1556013939778,27964.78203509724,7810.079724317663,89.40752722671624,351.2572520601807
