Sample_ID,Energy_Type,Thickness_mm,Length_m,Width_m,Number_of_Sheets,Total_Weight_kg,Casting_Electricity_kWh,Casting_Carbon_kgCO2e,Casting_NaturalGas_Nm3,Casting_WasteWater_L,HotRolling_Electricity_kWh,HotRolling_Carbon_kgCO2e,HotRolling_NaturalGas_Nm3,HotRolling_WasteWater_L,ColdRolling_Electricity_kWh,ColdRolling_Carbon_kgCO2e,ColdRolling_NaturalGas_Nm3,ColdRolling_WasteWater_L,HeatTreatment_Electricity_kWh,HeatTreatment_Carbon_kgCO2e,HeatTreatment_NaturalGas_Nm3,HeatTreatment_WasteWater_L,Finishing_Electricity_kWh,Finishing_Carbon_kgCO2e,Finishing_NaturalGas_Nm3,Finishing_WasteWater_L,electricity_kwh,carbon_kgco2e,naturalGas_nm3,wastewater_l,manufacturing_cost_per_unit,Quality_Score,Transport_Cost
REN-086,Renewable,0.57,2.1,0.59,6,11.51,32.666,1.1777,2.467,52.22,23.076,0.8916,1.032,26.02,14.176,0.3158,0.468,23.18,21.856,0.6529,5.876,45.78,6.51,0.166,0.297,13.03,98.284,3.2039,10.141,160.24,35.53,94.1,2.55
REN-087,Renewable,6.28,2.55,2.56,47,5190.86,17239.862,345.3369,1179.779,16368.88,10279.582,217.8294,572.964,21073.68,4568.687,126.4465,245.913,9022.26,6731.606,191.0359,2727.034,6296.63,2803.529,75.9628,247.443,7801.12,41623.266,956.6116,4973.133,60562.57,17000.41,88.6,1086.79
REN-088,Renewable,0.6,4.18,2.78,31,580.66,1958.983,67.5447,72.067,3314.05,1072.201,32.8944,37.287,1181.72,636.073,16.4748,28.545,1250.98,717.114,16.1064,271.514,1178.46,502.034,16.5901,25.447,893.49,4886.405,149.6105,434.86,7818.7,1800.61,91.7,103.09
REN-089,Renewable,3.41,4.94,1.62,40,2943,9777.874,363.2602,833.83,12634.15,5954.289,188.4174,256.386,11192.87,3807.972,128.588,124.998,3925.13,4545.231,103.8671,1668.764,5996.74,1698.785,34.8403,105.456,4283.1,25784.151,818.973,2989.434,38031.99,8942.07,85.7,562
REN-090,Renewable,3.46,4.39,2.01,18,1484.11,4033.656,160.3811,283.169,7516.76,2817.418,83.7106,78.292,5218.68,2188.786,60.5946,33.155,1576,2241.587,52.0059,455.631,4851.03,1082.305,27.9071,68.274,1000.6,12363.752,384.5993,918.521,20163.06,5148.6,88.1,354.47
REN-091,Renewable,6.23,5.13,2.96,15,3832.78,13265.77,368.651,678.794,15412.23,8351.571,192.7785,403.864,13894.27,5110.365,187.4124,177.942,6150.33,5394.515,128.8883,1216.119,7770.36,2434.29,95.7366,123.831,3912.94,34556.511,973.4668,2600.551,47140.13,12289.15,86.4,745.11
REN-092,Renewable,6.45,3.44,1.5,49,4421.5,14946.046,485.27,945.649,21497.23,8581.762,239.4548,238.522,15150.86,5217.883,128.1251,344.177,12463.79,7860.157,241.0532,2480.418,6154.53,3958.365,89.049,184.679,4039.71,40564.212,1182.9521,4193.445,59306.12,15094.82,94.4,729.01
REN-093,Renewable,4.9,5.9,1.71,43,5733.99,17710.758,487.1627,901.135,20697.81,13378.884,371.0073,579.864,19936.95,6904.271,257.609,452.093,10408.16,10676.778,376.7894,2706.78,22179.89,3441.755,76.3563,253.204,6644.12,52112.446,1568.9248,4893.077,79866.92,19454.73,93.9,895.91
REN-094,Renewable,8.89,3.24,1.78,31,4285.4,14683.415,299.2821,837.233,21697.69,9881.679,334.5012,271.881,12419.89,4504.386,162.5576,157.384,6091.31,8424.915,169.9918,2568.438,12986.75,3917.86,101.4427,45.308,6885.8,41412.256,1067.7755,3880.243,60081.42,14501.37,92.4,704.03
REN-095,Renewable,7.66,4.84,2.15,38,8169.55,27334.667,882.1466,961.727,36459.74,15149.239,426.4641,741.065,17956.91,8530.433,189.5459,559.566,23653.91,10276.092,401.8189,3731.629,15511.5,4398.738,132.0171,341.329,12749.64,65689.169,2031.9926,6335.316,106331.7,23161.96,85.7,1554.56
REN-096,Renewable,3.31,2.16,1.2,40,928.02,3182.4,89.432,260.98,3679.13,1979.941,48.5493,105.839,4581.59,1134.456,30.8076,54.632,1156.17,1773.383,53.3109,403.509,2559.11,753.918,16.1606,34.62,800.79,8824.099,238.2604,859.579,12776.79,3062.26,93.2,213.81
REN-097,Renewable,5.75,3.6,0.86,38,1820.55,5045.5,151.0315,285.563,6192.59,4079.297,86.0187,227.323,5375.66,1456.615,44.0227,41.529,2826.12,3214.335,68.3168,1004.584,1841.42,1134.955,39.517,41.237,1188.53,14930.702,388.9066,1600.235,17424.31,5556.63,87.7,426.5
REN-098,Renewable,3.48,4.94,2.73,22,2787.5,9505.225,261.8343,816.224,9109.19,6358.052,189.9549,247.432,10866.06,3603.404,72.3825,83.673,6762.74,4831.044,189.9612,1472.669,10738.35,2372.918,61.6034,39.623,4662.75,26670.642,775.7365,2659.622,42139.09,9061.9,85.5,518.49
REN-099,Renewable,9.59,3.5,1.58,23,3298.88,8936.283,244.6231,573.882,10414.78,7710.467,218.4382,436.171,15013.35,3128.645,103.7054,159.458,9105.95,4528.02,151.9434,1591.135,6221.38,1874.756,61.9284,130.451,3211.27,26178.171,780.6386,2891.097,43966.73,10725.93,89,730.11
REN-100,Renewable,2.39,5.45,1.22,19,815.26,2085.499,46.3611,165.637,3100.24,1944.251,39.4564,71.669,2455.58,663.234,14.9144,36.539,1618.88,1241.986,38.0281,390.132,839.53,596.806,23.4366,25.078,1236.18,6531.776,162.1965,689.055,9250.4,2460.69,92.7,185.3
